aggregate_scope,family,capacity,horizon,decision_points,resident_candidate_observations,finite_reuse_count,never_reused_count,t_gt_h_count_including_never,t_gt_h_count_eventually_reused,t_le_h_count,never_reused_fraction,p_t_gt_h_including_never,p_t_gt_h_eventually_reused,p_t_le_h_including_never
overall,,,1,565126,41615776,12373232,29242544,41538002,12295458,77774,0.702679291622,0.998131141421,0.993714334298,0.00186885857902
overall,,,2,565126,41615776,12373232,29242544,41470161,12227617,145615,0.702679291622,0.996500966364,0.988231449956,0.00349903363571
overall,,,4,565126,41615776,12373232,29242544,41360024,12117480,255752,0.702679291622,0.993854445968,0.979330218653,0.0061455540322
overall,,,8,565126,41615776,12373232,29242544,41192505,11949961,423271,0.702679291622,0.989829073474,0.96579139549,0.0101709265256
overall,,,16,565126,41615776,12373232,29242544,40947520,11704976,668256,0.702679291622,0.983942243442,0.945991799071,0.0160577565585
