job_label,instance_id,lemma,k,ranking_mode,orig_trace_len,min_trace_len,orig_trace,min_trace
campaign_r1_task8_random,5,lemma1_chain_monotone,5,adv_bias,45,9,"p0,p0,p0,p5,p1,p4,p0,p2,p4,p0,p0,p0,p5,p4,p6,p2,p4,p4,p4,p3,p0,p6,p6,p2,p6,p4,p3,p6,p2,p4,p4,p2,p2,p4,p1,p2,p3,p4,p6,p4,p6,p1,p3,p4,p1","p0,p2,p1,p3,p4,p6,p3,p4,p1"
campaign_r1_task8_random,18,lemma1_chain_monotone,8,adv_bias,66,12,"p0,p0,p1,p1,p4,p1,p1,p0,p0,p1,p1,p8,p8,p8,p6,p0,p8,p1,p5,p0,p0,p0,p0,p1,p0,p8,p5,p0,p8,p4,p3,p0,p0,p5,p0,p5,p0,p8,p8,p5,p5,p7,p2,p8,p2,p0,p5,p0,p4,p5,p5,p1,p0,p8,p0,p7,p3,p1,p3,p4,p0,p5,p5,p6,p1,p8","p6,p2,p8,p0,p7,p3,p1,p4,p5,p6,p1,p8"
campaign_r1_task8_random,18,lemma1_chain_monotone,8,adv_bias,66,12,"p0,p0,p1,p1,p4,p1,p1,p0,p0,p1,p1,p8,p8,p8,p6,p0,p8,p1,p5,p0,p0,p0,p0,p1,p0,p8,p5,p0,p8,p4,p3,p0,p0,p5,p0,p5,p0,p8,p8,p5,p5,p7,p2,p8,p2,p0,p5,p0,p4,p5,p5,p1,p0,p8,p0,p7,p3,p1,p3,p4,p0,p5,p5,p6,p1,p8","p6,p2,p8,p0,p7,p3,p1,p4,p5,p6,p1,p8"
campaign_r1_task8_random,19,lemma1_chain_monotone,6,near_tie,71,10,"p6,p6,p5,p1,p6,p1,p5,p5,p1,p5,p12,p5,p1,p1,p7,p1,p5,p1,p13,p6,p13,p1,p1,p3,p6,p6,p2,p1,p6,p7,p13,p8,p3,p9,p6,p3,p5,p9,p13,p9,p6,p8,p13,p9,p3,p8,p6,p9,p9,p9,p8,p3,p9,p2,p1,p9,p3,p9,p7,p9,p9,p3,p12,p7,p7,p1,p1,p7,p1,p9,p7","p2,p1,p7,p13,p8,p9,p6,p3,p5,p3"
campaign_r1_task8_random,19,lemma2_head_bound,6,near_tie,71,10,"p6,p6,p5,p1,p6,p1,p5,p5,p1,p5,p12,p5,p1,p1,p7,p1,p5,p1,p13,p6,p13,p1,p1,p3,p6,p6,p2,p1,p6,p7,p13,p8,p3,p9,p6,p3,p5,p9,p13,p9,p6,p8,p13,p9,p3,p8,p6,p9,p9,p9,p8,p3,p9,p2,p1,p9,p3,p9,p7,p9,p9,p3,p12,p7,p7,p1,p1,p7,p1,p9,p7","p2,p1,p7,p13,p8,p9,p6,p3,p5,p3"
campaign_r1_task8_random,30,lemma1_chain_monotone,8,noisy,88,11,"p6,p4,p3,p9,p6,p1,p3,p6,p4,p1,p6,p0,p6,p6,p4,p9,p3,p16,p17,p0,p1,p1,p4,p11,p4,p16,p16,p16,p11,p6,p16,p7,p3,p2,p9,p11,p3,p16,p3,p10,p9,p8,p16,p10,p3,p10,p3,p7,p9,p8,p8,p3,p8,p17,p3,p8,p7,p2,p5,p17,p1,p3,p15,p1,p17,p17,p3,p5,p8,p15,p9,p15,p9,p10,p17,p8,p8,p17,p5,p11,p17,p5,p8,p0,p17,p11,p5,p5","p2,p1,p3,p15,p9,p10,p8,p0,p17,p11,p5"
campaign_r1_task8_random,30,lemma2_head_bound,8,noisy,88,11,"p6,p4,p3,p9,p6,p1,p3,p6,p4,p1,p6,p0,p6,p6,p4,p9,p3,p16,p17,p0,p1,p1,p4,p11,p4,p16,p16,p16,p11,p6,p16,p7,p3,p2,p9,p11,p3,p16,p3,p10,p9,p8,p16,p10,p3,p10,p3,p7,p9,p8,p8,p3,p8,p17,p3,p8,p7,p2,p5,p17,p1,p3,p15,p1,p17,p17,p3,p5,p8,p15,p9,p15,p9,p10,p17,p8,p8,p17,p5,p11,p17,p5,p8,p0,p17,p11,p5,p5","p2,p1,p3,p15,p9,p10,p8,p0,p17,p11,p5"
campaign_r1_task8_random,42,lemma1_chain_monotone,3,adv_bias,25,7,"p2,p5,p1,p1,p2,p0,p5,p0,p1,p2,p1,p4,p5,p2,p2,p6,p3,p6,p3,p3,p2,p5,p1,p1,p3","p5,p2,p3,p6,p2,p5,p3"
campaign_r1_task8_random,50,lemma1_chain_monotone,4,adv_bias,52,8,"p1,p1,p1,p6,p0,p1,p0,p1,p0,p5,p0,p0,p0,p0,p0,p0,p2,p3,p3,p3,p0,p6,p1,p0,p2,p1,p1,p9,p0,p9,p2,p2,p2,p9,p3,p0,p6,p2,p2,p1,p6,p0,p4,p4,p0,p1,p4,p1,p0,p6,p3,p4","p2,p6,p0,p4,p1,p0,p6,p4"
campaign_r1_task8_random,57,lemma1_chain_monotone,6,adv_bias,84,14,"p9,p0,p0,p10,p11,p9,p0,p0,p11,p11,p9,p0,p0,p0,p0,p7,p9,p0,p13,p0,p3,p5,p9,p3,p2,p8,p1,p0,p13,p1,p9,p2,p3,p9,p13,p6,p8,p13,p4,p13,p2,p6,p7,p7,p3,p3,p13,p12,p2,p2,p12,p13,p2,p7,p3,p1,p8,p13,p0,p2,p7,p1,p13,p1,p11,p0,p11,p13,p9,p13,p0,p13,p13,p13,p13,p13,p13,p13,p3,p0,p0,p6,p13,p13","p8,p2,p7,p13,p1,p0,p11,p13,p9,p0,p13,p3,p6,p13"
campaign_r1_task8_random,57,lemma1_chain_monotone,6,adv_bias,84,14,"p9,p0,p0,p10,p11,p9,p0,p0,p11,p11,p9,p0,p0,p0,p0,p7,p9,p0,p13,p0,p3,p5,p9,p3,p2,p8,p1,p0,p13,p1,p9,p2,p3,p9,p13,p6,p8,p13,p4,p13,p2,p6,p7,p7,p3,p3,p13,p12,p2,p2,p12,p13,p2,p7,p3,p1,p8,p13,p0,p2,p7,p1,p13,p1,p11,p0,p11,p13,p9,p13,p0,p13,p13,p13,p13,p13,p13,p13,p3,p0,p0,p6,p13,p13","p8,p2,p7,p13,p1,p0,p11,p13,p9,p0,p13,p3,p6,p13"
