job_label,instance_id,mode,ranking_mode,k,trace_len,trace,lemma,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_r1_task8_random,5,random,adv_bias,5,45,"p0,p0,p0,p5,p1,p4,p0,p2,p4,p0,p0,p0,p5,p4,p6,p2,p4,p4,p4,p3,p0,p6,p6,p2,p6,p4,p3,p6,p2,p4,p4,p2,p2,p4,p1,p2,p3,p4,p6,p4,p6,p1,p3,p4,p1",lemma1_chain_monotone,ph2_c0,2,2,3,False,True,p4,"p0,p4,p5,p6","p0,p5,p6","2,2"
campaign_r1_task8_random,18,random,adv_bias,8,66,"p0,p0,p1,p1,p4,p1,p1,p0,p0,p1,p1,p8,p8,p8,p6,p0,p8,p1,p5,p0,p0,p0,p0,p1,p0,p8,p5,p0,p8,p4,p3,p0,p0,p5,p0,p5,p0,p8,p8,p5,p5,p7,p2,p8,p2,p0,p5,p0,p4,p5,p5,p1,p0,p8,p0,p7,p3,p1,p3,p4,p0,p5,p5,p6,p1,p8",lemma1_chain_monotone,ph1_c0,1,2,6,False,True,p0,"p0,p1,p3,p4,p5,p6,p7","p1,p3,p4,p5,p6,p7","2,1"
campaign_r1_task8_random,18,random,adv_bias,8,66,"p0,p0,p1,p1,p4,p1,p1,p0,p0,p1,p1,p8,p8,p8,p6,p0,p8,p1,p5,p0,p0,p0,p0,p1,p0,p8,p5,p0,p8,p4,p3,p0,p0,p5,p0,p5,p0,p8,p8,p5,p5,p7,p2,p8,p2,p0,p5,p0,p4,p5,p5,p1,p0,p8,p0,p7,p3,p1,p3,p4,p0,p5,p5,p6,p1,p8",lemma1_chain_monotone,ph1_c2,1,2,2,False,True,p7,"p3,p6,p7","p3,p6","2,1"
campaign_r1_task8_random,19,random,near_tie,6,71,"p6,p6,p5,p1,p6,p1,p5,p5,p1,p5,p12,p5,p1,p1,p7,p1,p5,p1,p13,p6,p13,p1,p1,p3,p6,p6,p2,p1,p6,p7,p13,p8,p3,p9,p6,p3,p5,p9,p13,p9,p6,p8,p13,p9,p3,p8,p6,p9,p9,p9,p8,p3,p9,p2,p1,p9,p3,p9,p7,p9,p9,p3,p12,p7,p7,p1,p1,p7,p1,p9,p7",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p1,"p1,p13,p2,p6",,"21,17"
campaign_r1_task8_random,19,random,near_tie,6,71,"p6,p6,p5,p1,p6,p1,p5,p5,p1,p5,p12,p5,p1,p1,p7,p1,p5,p1,p13,p6,p13,p1,p1,p3,p6,p6,p2,p1,p6,p7,p13,p8,p3,p9,p6,p3,p5,p9,p13,p9,p6,p8,p13,p9,p3,p8,p6,p9,p9,p9,p8,p3,p9,p2,p1,p9,p3,p9,p7,p9,p9,p3,p12,p7,p7,p1,p1,p7,p1,p9,p7",lemma2_head_bound,ph2_c0,2,2,0,False,False,p1,"p1,p13,p2,p6",,"21,17"
campaign_r1_task8_random,30,random,noisy,8,88,"p6,p4,p3,p9,p6,p1,p3,p6,p4,p1,p6,p0,p6,p6,p4,p9,p3,p16,p17,p0,p1,p1,p4,p11,p4,p16,p16,p16,p11,p6,p16,p7,p3,p2,p9,p11,p3,p16,p3,p10,p9,p8,p16,p10,p3,p10,p3,p7,p9,p8,p8,p3,p8,p17,p3,p8,p7,p2,p5,p17,p1,p3,p15,p1,p17,p17,p3,p5,p8,p15,p9,p15,p9,p10,p17,p8,p8,p17,p5,p11,p17,p5,p8,p0,p17,p11,p5,p5",lemma1_chain_monotone,ph3_c0,3,2,0,False,False,p7,"p10,p16,p3,p7,p8,p9",,"1000000000000,1000000000000"
campaign_r1_task8_random,30,random,noisy,8,88,"p6,p4,p3,p9,p6,p1,p3,p6,p4,p1,p6,p0,p6,p6,p4,p9,p3,p16,p17,p0,p1,p1,p4,p11,p4,p16,p16,p16,p11,p6,p16,p7,p3,p2,p9,p11,p3,p16,p3,p10,p9,p8,p16,p10,p3,p10,p3,p7,p9,p8,p8,p3,p8,p17,p3,p8,p7,p2,p5,p17,p1,p3,p15,p1,p17,p17,p3,p5,p8,p15,p9,p15,p9,p10,p17,p8,p8,p17,p5,p11,p17,p5,p8,p0,p17,p11,p5,p5",lemma2_head_bound,ph3_c0,3,2,0,False,False,p7,"p10,p16,p3,p7,p8,p9",,"1000000000000,1000000000000"
campaign_r1_task8_random,42,random,adv_bias,3,25,"p2,p5,p1,p1,p2,p0,p5,p0,p1,p2,p1,p4,p5,p2,p2,p6,p3,p6,p3,p3,p2,p5,p1,p1,p3",lemma1_chain_monotone,ph1_c0,1,2,1,False,True,p1,"p1,p2",p2,"1,1"
campaign_r1_task8_random,50,random,adv_bias,4,52,"p1,p1,p1,p6,p0,p1,p0,p1,p0,p5,p0,p0,p0,p0,p0,p0,p2,p3,p3,p3,p0,p6,p1,p0,p2,p1,p1,p9,p0,p9,p2,p2,p2,p9,p3,p0,p6,p2,p2,p1,p6,p0,p4,p4,p0,p1,p4,p1,p0,p6,p3,p4",lemma1_chain_monotone,ph1_c0,1,2,2,False,True,p6,"p1,p5,p6","p1,p5","4,2"
campaign_r1_task8_random,57,random,adv_bias,6,84,"p9,p0,p0,p10,p11,p9,p0,p0,p11,p11,p9,p0,p0,p0,p0,p7,p9,p0,p13,p0,p3,p5,p9,p3,p2,p8,p1,p0,p13,p1,p9,p2,p3,p9,p13,p6,p8,p13,p4,p13,p2,p6,p7,p7,p3,p3,p13,p12,p2,p2,p12,p13,p2,p7,p3,p1,p8,p13,p0,p2,p7,p1,p13,p1,p11,p0,p11,p13,p9,p13,p0,p13,p13,p13,p13,p13,p13,p13,p3,p0,p0,p6,p13,p13",lemma1_chain_monotone,ph1_c0,1,2,4,False,True,p0,"p0,p10,p11,p13,p7","p10,p11,p13,p7","5,5"
