decision_id,trace,split,capacity,t,incoming_request_bucket,incoming_request_confidence,history_summary,candidate_page_ids,candidate_features,y_losses,best_victim_page_id
data/example_unweighted.json|cap=2|t=2,data/example_unweighted.json,train,2,2,0.0,0.5,"{""cache_bucket_mean"": 0.0, ""cache_bucket_std"": 0.0, ""cache_confidence_mean"": 0.5, ""cache_confidence_std"": 0.0, ""hist_global_hit_ratio_w16"": 0.0, ""hist_global_repeat_rate_w16"": 0.0, ""hist_global_unique_ratio_w16"": 1.0}","[""A"", ""B""]","[{""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 0.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 1.0, ""candidate_is_predictor_victim"": 1.0, ""candidate_is_lru_victim"": 1.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": 0.0, ""recent_candidate_request_rate"": 0.5, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.5, ""hist_w16_candidate_request_rate"": 0.5, ""hist_w32_candidate_request_rate"": 0.5, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.03125, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 1.0, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}, {""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 1.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 0.0, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -1.0, ""recent_candidate_request_rate"": 0.5, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.5, ""hist_w16_candidate_request_rate"": 0.5, ""hist_w32_candidate_request_rate"": 0.5, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.015625, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 1.0, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}]","[7.0, 6.0]",B
data/example_unweighted.json|cap=2|t=3,data/example_unweighted.json,train,2,3,0.0,0.5,"{""cache_bucket_mean"": 0.0, ""cache_bucket_std"": 0.0, ""cache_confidence_mean"": 0.5, ""cache_confidence_std"": 0.0, ""hist_global_hit_ratio_w16"": 0.0, ""hist_global_repeat_rate_w16"": 0.0, ""hist_global_unique_ratio_w16"": 1.0}","[""B"", ""C""]","[{""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 0.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 1.0, ""candidate_is_predictor_victim"": 1.0, ""candidate_is_lru_victim"": 1.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": 0.0, ""recent_candidate_request_rate"": 0.3333333333333333, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.3333333333333333, ""hist_w16_candidate_request_rate"": 0.3333333333333333, ""hist_w32_candidate_request_rate"": 0.3333333333333333, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.03125, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 1.0, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}, {""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 1.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 0.0, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -1.0, ""recent_candidate_request_rate"": 0.3333333333333333, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.3333333333333333, ""hist_w16_candidate_request_rate"": 0.3333333333333333, ""hist_w32_candidate_request_rate"": 0.3333333333333333, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.015625, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 1.0, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}]","[6.0, 5.0]",C
data/example_unweighted.json|cap=2|t=4,data/example_unweighted.json,train,2,4,0.0,0.5,"{""cache_bucket_mean"": 0.0, ""cache_bucket_std"": 0.0, ""cache_confidence_mean"": 0.5, ""cache_confidence_std"": 0.0, ""hist_global_hit_ratio_w16"": 0.0, ""hist_global_repeat_rate_w16"": 0.25, ""hist_global_unique_ratio_w16"": 0.75}","[""A"", ""C""]","[{""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 1.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 0.0, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -1.0, ""recent_candidate_request_rate"": 0.5, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.5, ""hist_w16_candidate_request_rate"": 0.5, ""hist_w32_candidate_request_rate"": 0.5, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.015625, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 0.046875, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}, {""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 0.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 1.0, ""candidate_is_predictor_victim"": 1.0, ""candidate_is_lru_victim"": 1.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": 0.0, ""recent_candidate_request_rate"": 0.25, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.25, ""hist_w16_candidate_request_rate"": 0.25, ""hist_w32_candidate_request_rate"": 0.25, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.03125, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 1.0, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}]","[5.0, 5.0]",A
data/example_unweighted.json|cap=2|t=5,data/example_unweighted.json,train,2,5,0.0,0.5,"{""cache_bucket_mean"": 0.0, ""cache_bucket_std"": 0.0, ""cache_confidence_mean"": 0.5, ""cache_confidence_std"": 0.0, ""hist_global_hit_ratio_w16"": 0.0, ""hist_global_repeat_rate_w16"": 0.4, ""hist_global_unique_ratio_w16"": 0.6}","[""A"", ""B""]","[{""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 0.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 1.0, ""candidate_is_predictor_victim"": 1.0, ""candidate_is_lru_victim"": 1.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": 0.0, ""recent_candidate_request_rate"": 0.4, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.4, ""hist_w16_candidate_request_rate"": 0.4, ""hist_w32_candidate_request_rate"": 0.4, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.03125, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 0.046875, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}, {""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 1.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 0.0, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -1.0, ""recent_candidate_request_rate"": 0.4, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.4, ""hist_w16_candidate_request_rate"": 0.4, ""hist_w32_candidate_request_rate"": 0.4, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.015625, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 0.046875, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}]","[4.0, 3.0]",B
data/example_unweighted.json|cap=2|t=7,data/example_unweighted.json,train,2,7,0.0,0.5,"{""cache_bucket_mean"": 0.0, ""cache_bucket_std"": 0.0, ""cache_confidence_mean"": 0.5, ""cache_confidence_std"": 0.0, ""hist_global_hit_ratio_w16"": 0.0, ""hist_global_repeat_rate_w16"": 0.4285714285714286, ""hist_global_unique_ratio_w16"": 0.5714285714285714}","[""A"", ""D""]","[{""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 1.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 0.0, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -1.0, ""recent_candidate_request_rate"": 0.42857142857142855, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.42857142857142855, ""hist_w16_candidate_request_rate"": 0.42857142857142855, ""hist_w32_candidate_request_rate"": 0.42857142857142855, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.015625, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 0.046875, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}, {""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 0.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 1.0, ""candidate_is_predictor_victim"": 1.0, ""candidate_is_lru_victim"": 1.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": 0.0, ""recent_candidate_request_rate"": 0.14285714285714285, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.14285714285714285, ""hist_w16_candidate_request_rate"": 0.14285714285714285, ""hist_w32_candidate_request_rate"": 0.14285714285714285, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.03125, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 1.0, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}]","[2.0, 2.0]",A
data/example_unweighted.json|cap=2|t=8,data/example_unweighted.json,train,2,8,0.0,0.5,"{""cache_bucket_mean"": 0.0, ""cache_bucket_std"": 0.0, ""cache_confidence_mean"": 0.5, ""cache_confidence_std"": 0.0, ""hist_global_hit_ratio_w16"": 0.0, ""hist_global_repeat_rate_w16"": 0.5, ""hist_global_unique_ratio_w16"": 0.5}","[""A"", ""C""]","[{""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 0.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 1.0, ""candidate_is_predictor_victim"": 1.0, ""candidate_is_lru_victim"": 1.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": 0.0, ""recent_candidate_request_rate"": 0.375, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.375, ""hist_w16_candidate_request_rate"": 0.375, ""hist_w32_candidate_request_rate"": 0.375, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.03125, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 0.046875, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}, {""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 1.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 0.0, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -1.0, ""recent_candidate_request_rate"": 0.25, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.25, ""hist_w16_candidate_request_rate"": 0.25, ""hist_w32_candidate_request_rate"": 0.25, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.015625, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 0.078125, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}]","[1.0, 0.0]",C
data/example_unweighted.json|cap=2|t=9,data/example_unweighted.json,train,2,9,0.0,0.5,"{""cache_bucket_mean"": 0.0, ""cache_bucket_std"": 0.0, ""cache_confidence_mean"": 0.5, ""cache_confidence_std"": 0.0, ""hist_global_hit_ratio_w16"": 0.0, ""hist_global_repeat_rate_w16"": 0.5555555555555556, ""hist_global_unique_ratio_w16"": 0.4444444444444444}","[""B"", ""C""]","[{""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 1.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 0.0, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -1.0, ""recent_candidate_request_rate"": 0.3333333333333333, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.375, ""hist_w16_candidate_request_rate"": 0.3333333333333333, ""hist_w32_candidate_request_rate"": 0.3333333333333333, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.015625, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 0.0546875, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.041666666666666685}, {""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 0.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 1.0, ""candidate_is_predictor_victim"": 1.0, ""candidate_is_lru_victim"": 1.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": 0.0, ""recent_candidate_request_rate"": 0.2222222222222222, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.25, ""hist_w16_candidate_request_rate"": 0.2222222222222222, ""hist_w32_candidate_request_rate"": 0.2222222222222222, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.03125, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 0.078125, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.02777777777777779}]","[0.0, 0.0]",B
data/example_unweighted.json|cap=3|t=5,data/example_unweighted.json,train,3,5,0.0,0.5,"{""cache_bucket_mean"": 0.0, ""cache_bucket_std"": 0.0, ""cache_confidence_mean"": 0.5, ""cache_confidence_std"": 0.0, ""hist_global_hit_ratio_w16"": 0.4, ""hist_global_repeat_rate_w16"": 0.4, ""hist_global_unique_ratio_w16"": 0.6}","[""A"", ""B"", ""C""]","[{""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 0.5, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 0.5, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -0.5, ""recent_candidate_request_rate"": 0.4, ""recent_candidate_hit_rate"": 0.5, ""hist_w8_candidate_request_rate"": 0.4, ""hist_w16_candidate_request_rate"": 0.4, ""hist_w32_candidate_request_rate"": 0.4, ""hist_w8_candidate_hit_rate"": 0.5, ""hist_w16_candidate_hit_rate"": 0.5, ""hist_candidate_last_seen_gap_norm"": 0.03125, ""hist_candidate_last_hit_gap_norm"": 0.03125, ""hist_candidate_interarrival_mean_norm"": 0.046875, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}, {""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 1.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 0.0, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -1.0, ""recent_candidate_request_rate"": 0.4, ""recent_candidate_hit_rate"": 0.5, ""hist_w8_candidate_request_rate"": 0.4, ""hist_w16_candidate_request_rate"": 0.4, ""hist_w32_candidate_request_rate"": 0.4, ""hist_w8_candidate_hit_rate"": 0.5, ""hist_w16_candidate_hit_rate"": 0.5, ""hist_candidate_last_seen_gap_norm"": 0.015625, ""hist_candidate_last_hit_gap_norm"": 0.015625, ""hist_candidate_interarrival_mean_norm"": 0.046875, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}, {""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 0.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 1.0, ""candidate_is_predictor_victim"": 1.0, ""candidate_is_lru_victim"": 1.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": 0.0, ""recent_candidate_request_rate"": 0.2, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.2, ""hist_w16_candidate_request_rate"": 0.2, ""hist_w32_candidate_request_rate"": 0.2, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.046875, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 1.0, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}]","[3.0, 1.0, 2.0]",B
data/example_unweighted.json|cap=3|t=8,data/example_unweighted.json,train,3,8,0.0,0.5,"{""cache_bucket_mean"": 0.0, ""cache_bucket_std"": 0.0, ""cache_confidence_mean"": 0.5, ""cache_confidence_std"": 0.0, ""hist_global_hit_ratio_w16"": 0.375, ""hist_global_repeat_rate_w16"": 0.5, ""hist_global_unique_ratio_w16"": 0.5}","[""A"", ""C"", ""D""]","[{""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 0.5, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 0.5, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -0.5, ""recent_candidate_request_rate"": 0.375, ""recent_candidate_hit_rate"": 0.6666666666666666, ""hist_w8_candidate_request_rate"": 0.375, ""hist_w16_candidate_request_rate"": 0.375, ""hist_w32_candidate_request_rate"": 0.375, ""hist_w8_candidate_hit_rate"": 0.6666666666666666, ""hist_w16_candidate_hit_rate"": 0.6666666666666666, ""hist_candidate_last_seen_gap_norm"": 0.03125, ""hist_candidate_last_hit_gap_norm"": 0.015625, ""hist_candidate_interarrival_mean_norm"": 0.046875, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}, {""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 1.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 0.0, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -1.0, ""recent_candidate_request_rate"": 0.25, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.25, ""hist_w16_candidate_request_rate"": 0.25, ""hist_w32_candidate_request_rate"": 0.25, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.015625, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 0.078125, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}, {""candidate_bucket"": 0.0, ""candidate_confidence"": 0.5, ""candidate_age_norm"": 0.0, ""candidate_predictor_score"": 0.5, ""candidate_lru_score"": 1.0, ""candidate_is_predictor_victim"": 1.0, ""candidate_is_lru_victim"": 1.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": 0.0, ""recent_candidate_request_rate"": 0.125, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.125, ""hist_w16_candidate_request_rate"": 0.125, ""hist_w32_candidate_request_rate"": 0.125, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.046875, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 1.0, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}]","[1.0, 0.0, 0.0]",C
data/example_atlas_v1.json|cap=2|t=3,data/example_atlas_v1.json,train,2,3,0.0,0.9,"{""cache_bucket_mean"": 2.0, ""cache_bucket_std"": 1.0, ""cache_confidence_mean"": 0.75, ""cache_confidence_std"": 0.050000000000000044, ""hist_global_hit_ratio_w16"": 0.0, ""hist_global_repeat_rate_w16"": 0.0, ""hist_global_unique_ratio_w16"": 1.0}","[""B"", ""C""]","[{""candidate_bucket"": 1.0, ""candidate_confidence"": 0.7, ""candidate_age_norm"": 0.0, ""candidate_predictor_score"": 0.0, ""candidate_lru_score"": 1.0, ""candidate_is_predictor_victim"": 0.0, ""candidate_is_lru_victim"": 1.0, ""score_gap_to_predictor_best"": -1.0, ""score_gap_to_lru_victim"": 0.0, ""recent_candidate_request_rate"": 0.3333333333333333, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.3333333333333333, ""hist_w16_candidate_request_rate"": 0.3333333333333333, ""hist_w32_candidate_request_rate"": 0.3333333333333333, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.03125, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 1.0, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}, {""candidate_bucket"": 3.0, ""candidate_confidence"": 0.8, ""candidate_age_norm"": 1.0, ""candidate_predictor_score"": 1.0, ""candidate_lru_score"": 0.0, ""candidate_is_predictor_victim"": 1.0, ""candidate_is_lru_victim"": 0.0, ""score_gap_to_predictor_best"": 0.0, ""score_gap_to_lru_victim"": -1.0, ""recent_candidate_request_rate"": 0.3333333333333333, ""recent_candidate_hit_rate"": 0.0, ""hist_w8_candidate_request_rate"": 0.3333333333333333, ""hist_w16_candidate_request_rate"": 0.3333333333333333, ""hist_w32_candidate_request_rate"": 0.3333333333333333, ""hist_w8_candidate_hit_rate"": 0.0, ""hist_w16_candidate_hit_rate"": 0.0, ""hist_candidate_last_seen_gap_norm"": 0.015625, ""hist_candidate_last_hit_gap_norm"": 1.015625, ""hist_candidate_interarrival_mean_norm"": 1.0, ""hist_candidate_burst_max_norm"": 0.015625, ""hist_candidate_recent_trend_w8_minus_w32"": 0.0}]","[6.0, 6.0]",B
