experiment_protocol_version,policy,policy_variant,implementation_source,implementation_commit,trace,trace_sha256,capacity,capacity_semantics,object_size_semantics,history_start,history_end,score_start,score_end,history_requests,scored_requests,hits,misses,miss_ratio,cache_warmup,model_training_mode,model_training_data,model_frozen_during_test,online_adaptation_during_test,hyperparameter_source,random_seed,future_information,runtime_seconds,status,failure_reason,fold_id,model_sha256,validation_family,training_families
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,0,50000,0,50000,31425,18575,0.3715,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,3535.4237,ok,,cross_family_v1_citibike,917431ef90be1d127c807e40984d6a4b2aff769a403fb820df5405621c8b95d9,cloudphysics,brightkite;metacdn;metakv;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,10000,50000,10000,40000,24439,15561,0.389025,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,3535.4237,ok,,cross_family_v1_citibike,917431ef90be1d127c807e40984d6a4b2aff769a403fb820df5405621c8b95d9,cloudphysics,brightkite;metacdn;metakv;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,32,object_slots,unit,0,10000,0,50000,0,50000,343,49657,0.99314,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,5653.0758,ok,,cross_family_v1_cloudphysics,02a166238d9f0160c3f4581f6e9267e78b147cac73ea54ab108b2d332eac7dbc,metacdn,brightkite;citibike;metakv;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,32,object_slots,unit,0,10000,10000,50000,10000,40000,265,39735,0.993375,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,5653.0758,ok,,cross_family_v1_cloudphysics,02a166238d9f0160c3f4581f6e9267e78b147cac73ea54ab108b2d332eac7dbc,metacdn,brightkite;citibike;metakv;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,64,object_slots,unit,0,10000,0,50000,0,50000,768,49232,0.98464,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,13536.3782,ok,,cross_family_v1_cloudphysics,02a166238d9f0160c3f4581f6e9267e78b147cac73ea54ab108b2d332eac7dbc,metacdn,brightkite;citibike;metakv;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,64,object_slots,unit,0,10000,10000,50000,10000,40000,596,39404,0.9851,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,13536.3782,ok,,cross_family_v1_cloudphysics,02a166238d9f0160c3f4581f6e9267e78b147cac73ea54ab108b2d332eac7dbc,metacdn,brightkite;citibike;metakv;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,128,object_slots,unit,0,10000,0,50000,0,50000,893,49107,0.98214,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,24093.0236,ok,,cross_family_v1_cloudphysics,02a166238d9f0160c3f4581f6e9267e78b147cac73ea54ab108b2d332eac7dbc,metacdn,brightkite;citibike;metakv;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,128,object_slots,unit,0,10000,10000,50000,10000,40000,677,39323,0.983075,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,24093.0236,ok,,cross_family_v1_cloudphysics,02a166238d9f0160c3f4581f6e9267e78b147cac73ea54ab108b2d332eac7dbc,metacdn,brightkite;citibike;metakv;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,32,object_slots,unit,0,10000,0,50000,0,50000,13224,36776,0.73552,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,twemcache,wiki2018), validation family=metakv, held-out family=metacdn contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,4176.435,ok,,cross_family_v1_metacdn,55bdc344bbc80ca21ce60b260c7539fdc927865d48998dc7949aa3274f54c14c,metakv,brightkite;citibike;cloudphysics;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,32,object_slots,unit,0,10000,10000,50000,10000,40000,10793,29207,0.730175,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,twemcache,wiki2018), validation family=metakv, held-out family=metacdn contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,4176.435,ok,,cross_family_v1_metacdn,55bdc344bbc80ca21ce60b260c7539fdc927865d48998dc7949aa3274f54c14c,metakv,brightkite;citibike;cloudphysics;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,64,object_slots,unit,0,10000,0,50000,0,50000,20188,29812,0.59624,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,twemcache,wiki2018), validation family=metakv, held-out family=metacdn contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,6882.2356,ok,,cross_family_v1_metacdn,55bdc344bbc80ca21ce60b260c7539fdc927865d48998dc7949aa3274f54c14c,metakv,brightkite;citibike;cloudphysics;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,64,object_slots,unit,0,10000,10000,50000,10000,40000,16493,23507,0.587675,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,twemcache,wiki2018), validation family=metakv, held-out family=metacdn contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,6882.2356,ok,,cross_family_v1_metacdn,55bdc344bbc80ca21ce60b260c7539fdc927865d48998dc7949aa3274f54c14c,metakv,brightkite;citibike;cloudphysics;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,128,object_slots,unit,0,10000,0,50000,0,50000,20601,29399,0.58798,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,twemcache,wiki2018), validation family=metakv, held-out family=metacdn contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,14241.5372,ok,,cross_family_v1_metacdn,55bdc344bbc80ca21ce60b260c7539fdc927865d48998dc7949aa3274f54c14c,metakv,brightkite;citibike;cloudphysics;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,128,object_slots,unit,0,10000,10000,50000,10000,40000,16790,23210,0.58025,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,twemcache,wiki2018), validation family=metakv, held-out family=metacdn contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,14241.5372,ok,,cross_family_v1_metacdn,55bdc344bbc80ca21ce60b260c7539fdc927865d48998dc7949aa3274f54c14c,metakv,brightkite;citibike;cloudphysics;twemcache;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,32,object_slots,unit,0,10000,0,50000,0,50000,10988,39012,0.78024,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,metacdn,wiki2018), validation family=twemcache, held-out family=metakv contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,324.3271,ok,,cross_family_v1_metakv,0aa23b68502ef5d92f4a2e5141fc37338cd02dcaca28e9feacc6431dc8846023,twemcache,brightkite;citibike;cloudphysics;metacdn;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,32,object_slots,unit,0,10000,10000,50000,10000,40000,8726,31274,0.78185,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,metacdn,wiki2018), validation family=twemcache, held-out family=metakv contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,324.3271,ok,,cross_family_v1_metakv,0aa23b68502ef5d92f4a2e5141fc37338cd02dcaca28e9feacc6431dc8846023,twemcache,brightkite;citibike;cloudphysics;metacdn;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,64,object_slots,unit,0,10000,0,50000,0,50000,11946,38054,0.76108,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,metacdn,wiki2018), validation family=twemcache, held-out family=metakv contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,795.6571,ok,,cross_family_v1_metakv,0aa23b68502ef5d92f4a2e5141fc37338cd02dcaca28e9feacc6431dc8846023,twemcache,brightkite;citibike;cloudphysics;metacdn;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,64,object_slots,unit,0,10000,10000,50000,10000,40000,9448,30552,0.7638,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,metacdn,wiki2018), validation family=twemcache, held-out family=metakv contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,795.6571,ok,,cross_family_v1_metakv,0aa23b68502ef5d92f4a2e5141fc37338cd02dcaca28e9feacc6431dc8846023,twemcache,brightkite;citibike;cloudphysics;metacdn;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,128,object_slots,unit,0,10000,0,50000,0,50000,12013,37987,0.75974,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,metacdn,wiki2018), validation family=twemcache, held-out family=metakv contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,2884.1189,ok,,cross_family_v1_metakv,0aa23b68502ef5d92f4a2e5141fc37338cd02dcaca28e9feacc6431dc8846023,twemcache,brightkite;citibike;cloudphysics;metacdn;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,128,object_slots,unit,0,10000,10000,50000,10000,40000,9471,30529,0.763225,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,metacdn,wiki2018), validation family=twemcache, held-out family=metakv contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,2884.1189,ok,,cross_family_v1_metakv,0aa23b68502ef5d92f4a2e5141fc37338cd02dcaca28e9feacc6431dc8846023,twemcache,brightkite;citibike;cloudphysics;metacdn;wiki2018
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,32,object_slots,unit,0,10000,0,50000,0,50000,10970,39030,0.7806,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,metacdn,metakv), validation family=wiki2018, held-out family=twemcache contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,5100.3268,ok,,cross_family_v1_twemcache,9f4b04151743c335ea9a1466c45167e2fb63e4cbaeabfd293b9e69f420287075,wiki2018,brightkite;citibike;cloudphysics;metacdn;metakv
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,32,object_slots,unit,0,10000,10000,50000,10000,40000,8996,31004,0.7751,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,metacdn,metakv), validation family=wiki2018, held-out family=twemcache contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,5100.3268,ok,,cross_family_v1_twemcache,9f4b04151743c335ea9a1466c45167e2fb63e4cbaeabfd293b9e69f420287075,wiki2018,brightkite;citibike;cloudphysics;metacdn;metakv
reviewer_fairness_v1,evict_value_v1_cross_family_v1,deployment_full_stream,native_pretrained_cross_family,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,64,object_slots,unit,0,10000,0,50000,0,50000,13663,36337,0.72674,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,metacdn,metakv), validation family=wiki2018, held-out family=twemcache contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,9462.4572,ok,,cross_family_v1_twemcache,9f4b04151743c335ea9a1466c45167e2fb63e4cbaeabfd293b9e69f420287075,wiki2018,brightkite;citibike;cloudphysics;metacdn;metakv
reviewer_fairness_v1,evict_value_v1_cross_family_v1,primary_controlled_window,native_pretrained_cross_family,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,64,object_slots,unit,0,10000,10000,50000,10000,40000,11102,28898,0.72245,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,cloudphysics,metacdn,metakv), validation family=wiki2018, held-out family=twemcache contributes ZERO rows (see fold isolation checks)",yes,no,reused_heavy_r1_grid_selected_on_validation_family_only,0,none,9462.4572,ok,,cross_family_v1_twemcache,9f4b04151743c335ea9a1466c45167e2fb63e4cbaeabfd293b9e69f420287075,wiki2018,brightkite;citibike;cloudphysics;metacdn;metakv
