trace,capacity,variant,misses,hit_rate,predictor_frac,fallback_frac,tie_frac,match_lru,match_blind_oracle,match_predictive_marker,contexts_seen,bad_outcomes,good_outcomes,strong_trust_contexts,weak_trust_contexts,avg_local_trust,atlas_eta_pos,atlas_eta_neg
data/example_atlas_v1.json,4,eta_pos=0.2_eta_neg=0.4,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,5,0,0,0,0,0.7,0.2,0.4
data/example_atlas_v1.json,4,eta_pos=0.2_eta_neg=0.8,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,5,0,0,0,0,0.7,0.2,0.8
stress::predictor_good_lru_bad,2,eta_pos=0.02_eta_neg=0.05,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6749999999999999,0.02,0.05
stress::predictor_good_lru_bad,2,eta_pos=0.02_eta_neg=0.1,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6499999999999999,0.02,0.1
stress::predictor_good_lru_bad,2,eta_pos=0.02_eta_neg=0.2,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6,0.02,0.2
stress::predictor_good_lru_bad,2,eta_pos=0.02_eta_neg=0.4,8,0.2,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1,0,0,0,0.49999999999999994,0.02,0.4
stress::predictor_good_lru_bad,2,eta_pos=0.02_eta_neg=0.8,8,0.2,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1,0,0,1,0.35,0.02,0.8
stress::predictor_good_lru_bad,2,eta_pos=0.05_eta_neg=0.05,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6749999999999999,0.05,0.05
stress::predictor_good_lru_bad,2,eta_pos=0.05_eta_neg=0.1,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6499999999999999,0.05,0.1
stress::predictor_good_lru_bad,2,eta_pos=0.05_eta_neg=0.2,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6,0.05,0.2
stress::predictor_good_lru_bad,2,eta_pos=0.05_eta_neg=0.4,8,0.2,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1,0,0,0,0.49999999999999994,0.05,0.4
stress::predictor_good_lru_bad,2,eta_pos=0.05_eta_neg=0.8,8,0.2,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1,0,0,1,0.35,0.05,0.8
stress::predictor_good_lru_bad,2,eta_pos=0.1_eta_neg=0.1,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6499999999999999,0.1,0.1
stress::predictor_good_lru_bad,2,eta_pos=0.1_eta_neg=0.2,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6,0.1,0.2
stress::predictor_good_lru_bad,2,eta_pos=0.1_eta_neg=0.4,8,0.2,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1,0,0,0,0.49999999999999994,0.1,0.4
stress::predictor_good_lru_bad,2,eta_pos=0.1_eta_neg=0.8,8,0.2,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1,0,0,1,0.35,0.1,0.8
stress::predictor_good_lru_bad,2,eta_pos=0.2_eta_neg=0.2,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6,0.2,0.2
stress::predictor_good_lru_bad,2,eta_pos=0.2_eta_neg=0.4,8,0.2,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1,0,0,0,0.49999999999999994,0.2,0.4
stress::predictor_good_lru_bad,2,eta_pos=0.2_eta_neg=0.8,8,0.2,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,1,0,0,1,0.35,0.2,0.8
stress::predictor_good_lru_bad,3,eta_pos=0.02_eta_neg=0.05,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.02,0.05
stress::predictor_good_lru_bad,3,eta_pos=0.02_eta_neg=0.1,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.02,0.1
stress::predictor_good_lru_bad,3,eta_pos=0.02_eta_neg=0.2,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.02,0.2
stress::predictor_good_lru_bad,3,eta_pos=0.02_eta_neg=0.4,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.02,0.4
stress::predictor_good_lru_bad,3,eta_pos=0.02_eta_neg=0.8,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.02,0.8
stress::predictor_good_lru_bad,3,eta_pos=0.05_eta_neg=0.05,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.05,0.05
stress::predictor_good_lru_bad,3,eta_pos=0.05_eta_neg=0.1,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.05,0.1
stress::predictor_good_lru_bad,3,eta_pos=0.05_eta_neg=0.2,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.05,0.2
stress::predictor_good_lru_bad,3,eta_pos=0.05_eta_neg=0.4,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.05,0.4
stress::predictor_good_lru_bad,3,eta_pos=0.05_eta_neg=0.8,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.05,0.8
stress::predictor_good_lru_bad,3,eta_pos=0.1_eta_neg=0.1,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.1,0.1
stress::predictor_good_lru_bad,3,eta_pos=0.1_eta_neg=0.2,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.1,0.2
stress::predictor_good_lru_bad,3,eta_pos=0.1_eta_neg=0.4,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.1,0.4
stress::predictor_good_lru_bad,3,eta_pos=0.1_eta_neg=0.8,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.1,0.8
stress::predictor_good_lru_bad,3,eta_pos=0.2_eta_neg=0.2,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.2,0.2
stress::predictor_good_lru_bad,3,eta_pos=0.2_eta_neg=0.4,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.2,0.4
stress::predictor_good_lru_bad,3,eta_pos=0.2_eta_neg=0.8,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.2,0.8
stress::predictor_good_lru_bad,4,eta_pos=0.02_eta_neg=0.05,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.02,0.05
stress::predictor_good_lru_bad,4,eta_pos=0.02_eta_neg=0.1,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.02,0.1
stress::predictor_good_lru_bad,4,eta_pos=0.02_eta_neg=0.2,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.02,0.2
stress::predictor_good_lru_bad,4,eta_pos=0.02_eta_neg=0.4,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.02,0.4
stress::predictor_good_lru_bad,4,eta_pos=0.02_eta_neg=0.8,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.02,0.8
stress::predictor_good_lru_bad,4,eta_pos=0.05_eta_neg=0.05,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.05,0.05
stress::predictor_good_lru_bad,4,eta_pos=0.05_eta_neg=0.1,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.05,0.1
stress::predictor_good_lru_bad,4,eta_pos=0.05_eta_neg=0.2,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.05,0.2
stress::predictor_good_lru_bad,4,eta_pos=0.05_eta_neg=0.4,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.05,0.4
stress::predictor_good_lru_bad,4,eta_pos=0.05_eta_neg=0.8,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.05,0.8
