trace,capacity,variant,misses,hit_rate,predictor_frac,fallback_frac,tie_frac,match_lru,match_blind_oracle,match_predictive_marker,contexts_seen,bad_outcomes,good_outcomes,strong_trust_contexts,weak_trust_contexts,avg_local_trust,confidence_bins
data/example_unweighted.json,2,bins_2_0.7,10,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1,0,0,0,0,0.7,0.7
data/example_unweighted.json,2,bins_3_0.5_0.8,10,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1,0,0,0,0,0.7,"0.5,0.8"
data/example_unweighted.json,2,bins_4_0.4_0.6_0.8,10,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1,0,0,0,0,0.7,"0.4,0.6,0.8"
data/example_unweighted.json,2,bins_5_0.2_0.4_0.6_0.8,10,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
data/example_unweighted.json,3,bins_2_0.7,6,0.4,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1,0,0,0,0,0.7,0.7
data/example_unweighted.json,3,bins_3_0.5_0.8,6,0.4,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1,0,0,0,0,0.7,"0.5,0.8"
data/example_unweighted.json,3,bins_4_0.4_0.6_0.8,6,0.4,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1,0,0,0,0,0.7,"0.4,0.6,0.8"
data/example_unweighted.json,3,bins_5_0.2_0.4_0.6_0.8,6,0.4,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
data/example_unweighted.json,4,bins_2_0.7,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.7
data/example_unweighted.json,4,bins_3_0.5_0.8,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,"0.5,0.8"
data/example_unweighted.json,4,bins_4_0.4_0.6_0.8,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,"0.4,0.6,0.8"
data/example_unweighted.json,4,bins_5_0.2_0.4_0.6_0.8,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,"0.2,0.4,0.6,0.8"
data/example_atlas_v1.json,2,bins_2_0.7,9,0.1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,6,1,0,0,0,0.6859999999999999,0.7
data/example_atlas_v1.json,2,bins_3_0.5_0.8,9,0.1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,6,1,0,0,0,0.6859999999999999,"0.5,0.8"
data/example_atlas_v1.json,2,bins_4_0.4_0.6_0.8,9,0.1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,6,1,0,0,0,0.6859999999999999,"0.4,0.6,0.8"
data/example_atlas_v1.json,2,bins_5_0.2_0.4_0.6_0.8,9,0.1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,6,1,0,0,0,0.6859999999999999,"0.2,0.4,0.6,0.8"
data/example_atlas_v1.json,3,bins_2_0.7,7,0.3,0.5,0.25,0.25,0.5,0.75,0.75,6,1,0,0,0,0.6839999999999999,0.7
data/example_atlas_v1.json,3,bins_3_0.5_0.8,7,0.3,0.5,0.25,0.25,0.5,0.75,0.75,6,1,0,0,0,0.6839999999999999,"0.5,0.8"
data/example_atlas_v1.json,3,bins_4_0.4_0.6_0.8,7,0.3,0.5,0.25,0.25,0.5,0.75,0.75,6,1,0,0,0,0.6839999999999999,"0.4,0.6,0.8"
data/example_atlas_v1.json,3,bins_5_0.2_0.4_0.6_0.8,7,0.3,0.5,0.25,0.25,0.5,0.75,0.75,6,1,0,0,0,0.6839999999999999,"0.2,0.4,0.6,0.8"
data/example_atlas_v1.json,4,bins_2_0.7,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,5,0,0,0,0,0.7,0.7
data/example_atlas_v1.json,4,bins_3_0.5_0.8,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,5,0,0,0,0,0.7,"0.5,0.8"
data/example_atlas_v1.json,4,bins_4_0.4_0.6_0.8,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,6,0,0,0,0,0.7,"0.4,0.6,0.8"
data/example_atlas_v1.json,4,bins_5_0.2_0.4_0.6_0.8,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,6,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
stress::predictor_good_lru_bad,2,bins_2_0.7,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6399999999999999,0.7
stress::predictor_good_lru_bad,2,bins_3_0.5_0.8,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6399999999999999,"0.5,0.8"
stress::predictor_good_lru_bad,2,bins_4_0.4_0.6_0.8,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6399999999999999,"0.4,0.6,0.8"
stress::predictor_good_lru_bad,2,bins_5_0.2_0.4_0.6_0.8,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6399999999999999,"0.2,0.4,0.6,0.8"
stress::predictor_good_lru_bad,3,bins_2_0.7,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,0.7
stress::predictor_good_lru_bad,3,bins_3_0.5_0.8,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,"0.5,0.8"
stress::predictor_good_lru_bad,3,bins_4_0.4_0.6_0.8,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,"0.4,0.6,0.8"
stress::predictor_good_lru_bad,3,bins_5_0.2_0.4_0.6_0.8,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
stress::predictor_good_lru_bad,4,bins_2_0.7,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.7
stress::predictor_good_lru_bad,4,bins_3_0.5_0.8,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,"0.5,0.8"
stress::predictor_good_lru_bad,4,bins_4_0.4_0.6_0.8,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,"0.4,0.6,0.8"
stress::predictor_good_lru_bad,4,bins_5_0.2_0.4_0.6_0.8,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,"0.2,0.4,0.6,0.8"
stress::predictor_bad_lru_good,2,bins_2_0.7,9,0.1,0.5714285714285714,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,2,3,0,0,0,0.52,0.7
stress::predictor_bad_lru_good,2,bins_3_0.5_0.8,9,0.1,0.5714285714285714,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,2,3,0,0,0,0.52,"0.5,0.8"
stress::predictor_bad_lru_good,2,bins_4_0.4_0.6_0.8,9,0.1,0.5714285714285714,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,2,3,0,0,0,0.52,"0.4,0.6,0.8"
stress::predictor_bad_lru_good,2,bins_5_0.2_0.4_0.6_0.8,9,0.1,0.5714285714285714,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,2,3,0,0,0,0.52,"0.2,0.4,0.6,0.8"
stress::predictor_bad_lru_good,3,bins_2_0.7,8,0.2,0.6,0.0,0.4,0.4,0.4,1.0,2,2,0,0,0,0.58,0.7
stress::predictor_bad_lru_good,3,bins_3_0.5_0.8,8,0.2,0.6,0.0,0.4,0.4,0.4,1.0,2,2,0,0,0,0.58,"0.5,0.8"
stress::predictor_bad_lru_good,3,bins_4_0.4_0.6_0.8,8,0.2,0.6,0.0,0.4,0.4,0.4,1.0,2,2,0,0,0,0.58,"0.4,0.6,0.8"
stress::predictor_bad_lru_good,3,bins_5_0.2_0.4_0.6_0.8,8,0.2,0.6,0.0,0.4,0.4,0.4,1.0,2,2,0,0,0,0.58,"0.2,0.4,0.6,0.8"
stress::predictor_bad_lru_good,4,bins_2_0.7,7,0.3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2,1,0,0,0,0.6399999999999999,0.7
stress::predictor_bad_lru_good,4,bins_3_0.5_0.8,7,0.3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2,1,0,0,0,0.6399999999999999,"0.5,0.8"
stress::predictor_bad_lru_good,4,bins_4_0.4_0.6_0.8,7,0.3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2,1,0,0,0,0.6399999999999999,"0.4,0.6,0.8"
stress::predictor_bad_lru_good,4,bins_5_0.2_0.4_0.6_0.8,7,0.3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2,1,0,0,0,0.6399999999999999,"0.2,0.4,0.6,0.8"
stress::mixed_regime,2,bins_2_0.7,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,0.7
stress::mixed_regime,2,bins_3_0.5_0.8,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,"0.5,0.8"
stress::mixed_regime,2,bins_4_0.4_0.6_0.8,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,"0.4,0.6,0.8"
stress::mixed_regime,2,bins_5_0.2_0.4_0.6_0.8,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,"0.2,0.4,0.6,0.8"
stress::mixed_regime,3,bins_2_0.7,7,0.3,0.25,0.5,0.25,0.75,0.0,0.5,4,0,0,0,0,0.7,0.7
stress::mixed_regime,3,bins_3_0.5_0.8,7,0.3,0.25,0.5,0.25,0.75,0.0,0.5,4,0,0,0,0,0.7,"0.5,0.8"
stress::mixed_regime,3,bins_4_0.4_0.6_0.8,7,0.3,0.25,0.5,0.25,0.75,0.0,0.5,4,0,0,0,0,0.7,"0.4,0.6,0.8"
stress::mixed_regime,3,bins_5_0.2_0.4_0.6_0.8,7,0.3,0.25,0.5,0.25,0.75,0.0,0.5,4,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
stress::mixed_regime,4,bins_2_0.7,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.7
stress::mixed_regime,4,bins_3_0.5_0.8,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,"0.5,0.8"
stress::mixed_regime,4,bins_4_0.4_0.6_0.8,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,"0.4,0.6,0.8"
stress::mixed_regime,4,bins_5_0.2_0.4_0.6_0.8,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,"0.2,0.4,0.6,0.8"
stress::regime_shift,2,bins_2_0.7,10,0.16666666666666666,0.625,0.0,0.375,0.375,0.5,1.0,2,3,0,0,0,0.52,0.7
stress::regime_shift,2,bins_3_0.5_0.8,10,0.16666666666666666,0.625,0.0,0.375,0.375,0.5,1.0,2,3,0,0,0,0.52,"0.5,0.8"
stress::regime_shift,2,bins_4_0.4_0.6_0.8,10,0.16666666666666666,0.625,0.0,0.375,0.375,0.5,1.0,2,3,0,0,0,0.52,"0.4,0.6,0.8"
stress::regime_shift,2,bins_5_0.2_0.4_0.6_0.8,10,0.16666666666666666,0.625,0.0,0.375,0.375,0.5,1.0,2,3,0,0,0,0.52,"0.2,0.4,0.6,0.8"
stress::regime_shift,3,bins_2_0.7,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,0.7
stress::regime_shift,3,bins_3_0.5_0.8,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,"0.5,0.8"
stress::regime_shift,3,bins_4_0.4_0.6_0.8,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,"0.4,0.6,0.8"
stress::regime_shift,3,bins_5_0.2_0.4_0.6_0.8,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
stress::regime_shift,4,bins_2_0.7,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,0.7
stress::regime_shift,4,bins_3_0.5_0.8,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,"0.5,0.8"
stress::regime_shift,4,bins_4_0.4_0.6_0.8,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,"0.4,0.6,0.8"
stress::regime_shift,4,bins_5_0.2_0.4_0.6_0.8,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
stress::confidence_calibrated,2,bins_2_0.7,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,0.7
stress::confidence_calibrated,2,bins_3_0.5_0.8,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,"0.5,0.8"
stress::confidence_calibrated,2,bins_4_0.4_0.6_0.8,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,"0.4,0.6,0.8"
stress::confidence_calibrated,2,bins_5_0.2_0.4_0.6_0.8,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,"0.2,0.4,0.6,0.8"
stress::confidence_calibrated,3,bins_2_0.7,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,0.7
stress::confidence_calibrated,3,bins_3_0.5_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.5,0.8"
stress::confidence_calibrated,3,bins_4_0.4_0.6_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.4,0.6,0.8"
stress::confidence_calibrated,3,bins_5_0.2_0.4_0.6_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
stress::confidence_calibrated,4,bins_2_0.7,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,0.7
stress::confidence_calibrated,4,bins_3_0.5_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.5,0.8"
stress::confidence_calibrated,4,bins_4_0.4_0.6_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.4,0.6,0.8"
stress::confidence_calibrated,4,bins_5_0.2_0.4_0.6_0.8,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,"0.2,0.4,0.6,0.8"
stress::confidence_miscalibrated,2,bins_2_0.7,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,0.7
stress::confidence_miscalibrated,2,bins_3_0.5_0.8,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,"0.5,0.8"
