trace,capacity,variant,misses,hit_rate,predictor_frac,fallback_frac,tie_frac,match_lru,match_blind_oracle,match_predictive_marker,contexts_seen,bad_outcomes,good_outcomes,strong_trust_contexts,weak_trust_contexts,avg_local_trust,tie_mode,atlas_tie_epsilon,atlas_adaptive_tie_coef
data/example_unweighted.json,2,fixed_eps=0.0,10,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1,0,0,0,0,0.7,fixed,0.0,0.0
data/example_unweighted.json,2,fixed_eps=0.01,10,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1,0,0,0,0,0.7,fixed,0.01,0.0
data/example_unweighted.json,2,fixed_eps=0.05,10,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1,0,0,0,0,0.7,fixed,0.05,0.0
data/example_unweighted.json,2,fixed_eps=0.1,10,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1,0,0,0,0,0.7,fixed,0.1,0.0
data/example_unweighted.json,2,adaptive_c=0.0,10,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1,0,0,0,0,0.7,adaptive,0.0,0.0
data/example_unweighted.json,2,adaptive_c=0.25,10,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1,0,0,0,0,0.7,adaptive,0.0,0.25
data/example_unweighted.json,2,adaptive_c=0.5,10,0.0,0.0,0.0,1.0,1.0,0.375,1.0,1,0,0,0,0,0.7,adaptive,0.0,0.5
data/example_unweighted.json,3,fixed_eps=0.0,6,0.4,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1,0,0,0,0,0.7,fixed,0.0,0.0
data/example_unweighted.json,3,fixed_eps=0.01,6,0.4,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1,0,0,0,0,0.7,fixed,0.01,0.0
data/example_unweighted.json,3,fixed_eps=0.05,6,0.4,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1,0,0,0,0,0.7,fixed,0.05,0.0
data/example_unweighted.json,3,fixed_eps=0.1,6,0.4,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1,0,0,0,0,0.7,fixed,0.1,0.0
data/example_unweighted.json,3,adaptive_c=0.0,6,0.4,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1,0,0,0,0,0.7,adaptive,0.0,0.0
data/example_unweighted.json,3,adaptive_c=0.25,6,0.4,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1,0,0,0,0,0.7,adaptive,0.0,0.25
data/example_unweighted.json,3,adaptive_c=0.5,6,0.4,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1,0,0,0,0,0.7,adaptive,0.0,0.5
data/example_unweighted.json,4,fixed_eps=0.0,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,fixed,0.0,0.0
data/example_unweighted.json,4,fixed_eps=0.01,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,fixed,0.01,0.0
data/example_unweighted.json,4,fixed_eps=0.05,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,fixed,0.05,0.0
data/example_unweighted.json,4,fixed_eps=0.1,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,fixed,0.1,0.0
data/example_unweighted.json,4,adaptive_c=0.0,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,adaptive,0.0,0.0
data/example_unweighted.json,4,adaptive_c=0.25,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,adaptive,0.0,0.25
data/example_unweighted.json,4,adaptive_c=0.5,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,adaptive,0.0,0.5
data/example_atlas_v1.json,2,fixed_eps=0.0,9,0.1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,5,1,0,0,0,0.6831999999999999,fixed,0.0,0.0
data/example_atlas_v1.json,2,fixed_eps=0.01,9,0.1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,5,1,0,0,0,0.6831999999999999,fixed,0.01,0.0
data/example_atlas_v1.json,2,fixed_eps=0.05,9,0.1,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.5714285714285714,5,1,0,0,0,0.6831999999999999,fixed,0.05,0.0
data/example_atlas_v1.json,2,fixed_eps=0.1,9,0.1,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.5714285714285714,5,1,0,0,0,0.6831999999999999,fixed,0.1,0.0
data/example_atlas_v1.json,2,adaptive_c=0.0,9,0.1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,5,1,0,0,0,0.6831999999999999,adaptive,0.0,0.0
data/example_atlas_v1.json,2,adaptive_c=0.25,9,0.1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,5,1,0,0,0,0.6831999999999999,adaptive,0.0,0.25
data/example_atlas_v1.json,2,adaptive_c=0.5,9,0.1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,5,1,0,0,0,0.6831999999999999,adaptive,0.0,0.5
data/example_atlas_v1.json,3,fixed_eps=0.0,7,0.3,0.5,0.25,0.25,0.5,0.75,0.75,5,1,0,0,0,0.6808,fixed,0.0,0.0
data/example_atlas_v1.json,3,fixed_eps=0.01,7,0.3,0.5,0.25,0.25,0.5,0.75,0.75,5,1,0,0,0,0.6808,fixed,0.01,0.0
data/example_atlas_v1.json,3,fixed_eps=0.05,7,0.3,0.5,0.25,0.25,0.5,0.75,0.75,5,1,0,0,0,0.6808,fixed,0.05,0.0
data/example_atlas_v1.json,3,fixed_eps=0.1,7,0.3,0.5,0.25,0.25,0.5,0.75,0.75,5,1,0,0,0,0.6808,fixed,0.1,0.0
data/example_atlas_v1.json,3,adaptive_c=0.0,7,0.3,0.5,0.25,0.25,0.5,0.75,0.75,5,1,0,0,0,0.6808,adaptive,0.0,0.0
data/example_atlas_v1.json,3,adaptive_c=0.25,7,0.3,0.5,0.25,0.25,0.5,0.75,0.75,5,1,0,0,0,0.6808,adaptive,0.0,0.25
data/example_atlas_v1.json,3,adaptive_c=0.5,8,0.2,0.2,0.4,0.4,0.8,0.4,0.6,5,0,0,0,0,0.7,adaptive,0.0,0.5
data/example_atlas_v1.json,4,fixed_eps=0.0,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,5,0,0,0,0,0.7,fixed,0.0,0.0
data/example_atlas_v1.json,4,fixed_eps=0.01,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,5,0,0,0,0,0.7,fixed,0.01,0.0
data/example_atlas_v1.json,4,fixed_eps=0.05,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,5,0,0,0,0,0.7,fixed,0.05,0.0
data/example_atlas_v1.json,4,fixed_eps=0.1,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,5,0,0,0,0,0.7,fixed,0.1,0.0
data/example_atlas_v1.json,4,adaptive_c=0.0,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,5,0,0,0,0,0.7,adaptive,0.0,0.0
data/example_atlas_v1.json,4,adaptive_c=0.25,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,5,0,0,0,0,0.7,adaptive,0.0,0.25
data/example_atlas_v1.json,4,adaptive_c=0.5,6,0.4,0.0,0.0,1.0,1.0,0.5,1.0,5,0,0,0,0,0.7,adaptive,0.0,0.5
stress::predictor_good_lru_bad,2,fixed_eps=0.0,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6399999999999999,fixed,0.0,0.0
stress::predictor_good_lru_bad,2,fixed_eps=0.01,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6399999999999999,fixed,0.01,0.0
stress::predictor_good_lru_bad,2,fixed_eps=0.05,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6399999999999999,fixed,0.05,0.0
stress::predictor_good_lru_bad,2,fixed_eps=0.1,7,0.3,0.4,0.0,0.6,0.6,1.0,1.0,2,1,0,0,0,0.6399999999999999,fixed,0.1,0.0
