trace,capacity,variant,misses,hit_rate,predictor_frac,fallback_frac,tie_frac,match_lru,match_blind_oracle,match_predictive_marker,contexts_seen,bad_outcomes,good_outcomes,strong_trust_contexts,weak_trust_contexts,avg_local_trust,policy
stress::predictor_good_lru_bad,3,eta_pos=0.02_eta_neg=0.4,7,0.3,0.0,0.0,1.0,1.0,0.25,1.0,2,0,0,0,0,0.7,atlas_v3
stress::predictor_good_lru_bad,3,default,7,0.3,,,,1.0,0.0,0.5,,,,,,,atlas_v1
stress::predictor_good_lru_bad,3,default,7,0.3,,,,1.0,0.0,0.5,,,,,,,atlas_v2
stress::predictor_good_lru_bad,3,default,7,0.3,,,,1.0,0.0,0.5,,,,,,,lru
stress::predictor_good_lru_bad,3,default,7,0.3,,,,0.0,1.0,0.0,,,,,,,blind_oracle
stress::predictor_good_lru_bad,3,default,6,0.4,,,,0.6666666666666666,0.0,1.0,,,,,,,predictive_marker
stress::predictor_good_lru_bad,3,default,6,0.4,,,,0.3333333333333333,0.0,0.6666666666666666,,,,,,,trust_and_doubt
stress::predictor_good_lru_bad,4,atlas_v3_default,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,atlas_v3
stress::predictor_good_lru_bad,4,eta_pos=0.02_eta_neg=0.4,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,atlas_v3
stress::predictor_good_lru_bad,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,atlas_v1
stress::predictor_good_lru_bad,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,atlas_v2
stress::predictor_good_lru_bad,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,lru
stress::predictor_good_lru_bad,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,blind_oracle
stress::predictor_good_lru_bad,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,predictive_marker
stress::predictor_good_lru_bad,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,trust_and_doubt
stress::predictor_bad_lru_good,2,atlas_v3_default,9,0.1,0.5714285714285714,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,2,3,0,0,0,0.52,atlas_v3
stress::predictor_bad_lru_good,2,eta_pos=0.02_eta_neg=0.4,7,0.3,0.2,0.6,0.2,0.8,0.8,0.4,2,1,0,0,0,0.49999999999999994,atlas_v3
stress::predictor_bad_lru_good,2,default,9,0.1,,,,0.0,1.0,0.0,,,,,,,atlas_v1
stress::predictor_bad_lru_good,2,default,8,0.2,,,,0.3333333333333333,0.6666666666666666,0.3333333333333333,,,,,,,atlas_v2
stress::predictor_bad_lru_good,2,default,6,0.4,,,,1.0,0.0,1.0,,,,,,,lru
stress::predictor_bad_lru_good,2,default,9,0.1,,,,0.0,1.0,0.0,,,,,,,blind_oracle
stress::predictor_bad_lru_good,2,default,6,0.4,,,,1.0,0.0,1.0,,,,,,,predictive_marker
stress::predictor_bad_lru_good,2,default,6,0.4,,,,1.0,0.0,1.0,,,,,,,trust_and_doubt
stress::predictor_bad_lru_good,3,atlas_v3_default,8,0.2,0.6,0.0,0.4,0.4,0.4,1.0,2,2,0,0,0,0.58,atlas_v3
stress::predictor_bad_lru_good,3,eta_pos=0.02_eta_neg=0.4,7,0.3,0.25,0.5,0.25,0.75,0.75,0.5,2,1,0,0,0,0.49999999999999994,atlas_v3
stress::predictor_bad_lru_good,3,default,8,0.2,,,,0.0,1.0,0.0,,,,,,,atlas_v1
stress::predictor_bad_lru_good,3,default,8,0.2,,,,0.2,0.8,0.0,,,,,,,atlas_v2
stress::predictor_bad_lru_good,3,default,6,0.4,,,,1.0,0.0,0.0,,,,,,,lru
stress::predictor_bad_lru_good,3,default,8,0.2,,,,0.0,1.0,0.0,,,,,,,blind_oracle
stress::predictor_bad_lru_good,3,default,6,0.4,,,,0.0,0.0,1.0,,,,,,,predictive_marker
stress::predictor_bad_lru_good,3,default,6,0.4,,,,0.0,0.0,0.3333333333333333,,,,,,,trust_and_doubt
stress::predictor_bad_lru_good,4,atlas_v3_default,7,0.3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2,1,0,0,0,0.6399999999999999,atlas_v3
stress::predictor_bad_lru_good,4,eta_pos=0.02_eta_neg=0.4,7,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,0,0,0,0.49999999999999994,atlas_v3
stress::predictor_bad_lru_good,4,default,7,0.3,,,,0.0,1.0,0.0,,,,,,,atlas_v1
stress::predictor_bad_lru_good,4,default,7,0.3,,,,0.0,1.0,0.0,,,,,,,atlas_v2
stress::predictor_bad_lru_good,4,default,6,0.4,,,,1.0,0.0,0.5,,,,,,,lru
stress::predictor_bad_lru_good,4,default,7,0.3,,,,0.0,1.0,0.0,,,,,,,blind_oracle
stress::predictor_bad_lru_good,4,default,6,0.4,,,,0.5,0.0,1.0,,,,,,,predictive_marker
stress::predictor_bad_lru_good,4,default,6,0.4,,,,0.0,0.0,0.5,,,,,,,trust_and_doubt
stress::mixed_regime,2,atlas_v3_default,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.6616,atlas_v3
stress::mixed_regime,2,eta_pos=0.02_eta_neg=0.4,8,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,5,2,0,0,0,0.572,atlas_v3
stress::mixed_regime,2,default,8,0.2,,,,0.3333333333333333,0.3333333333333333,0.5,,,,,,,atlas_v1
stress::mixed_regime,2,default,9,0.1,,,,0.8571428571428571,0.0,0.42857142857142855,,,,,,,atlas_v2
stress::mixed_regime,2,default,10,0.0,,,,1.0,0.25,0.25,,,,,,,lru
stress::mixed_regime,2,default,9,0.1,,,,0.2857142857142857,1.0,0.14285714285714285,,,,,,,blind_oracle
stress::mixed_regime,2,default,9,0.1,,,,0.2857142857142857,0.14285714285714285,1.0,,,,,,,predictive_marker
stress::mixed_regime,2,default,8,0.2,,,,0.3333333333333333,0.3333333333333333,0.5,,,,,,,trust_and_doubt
stress::mixed_regime,3,atlas_v3_default,7,0.3,0.25,0.5,0.25,0.75,0.0,0.5,4,0,0,0,0,0.7,atlas_v3
stress::mixed_regime,3,eta_pos=0.02_eta_neg=0.4,7,0.3,0.25,0.5,0.25,0.75,0.0,0.5,4,0,0,0,0,0.7,atlas_v3
stress::mixed_regime,3,default,7,0.3,,,,0.75,0.0,0.75,,,,,,,atlas_v1
stress::mixed_regime,3,default,7,0.3,,,,0.75,0.0,0.75,,,,,,,atlas_v2
stress::mixed_regime,3,default,7,0.3,,,,1.0,0.0,0.75,,,,,,,lru
stress::mixed_regime,3,default,6,0.4,,,,0.0,1.0,0.0,,,,,,,blind_oracle
stress::mixed_regime,3,default,7,0.3,,,,0.75,0.0,1.0,,,,,,,predictive_marker
stress::mixed_regime,3,default,6,0.4,,,,0.3333333333333333,0.0,0.6666666666666666,,,,,,,trust_and_doubt
stress::mixed_regime,4,atlas_v3_default,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,atlas_v3
stress::mixed_regime,4,eta_pos=0.02_eta_neg=0.4,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,atlas_v3
stress::mixed_regime,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,atlas_v1
stress::mixed_regime,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,atlas_v2
stress::mixed_regime,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,lru
stress::mixed_regime,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,blind_oracle
stress::mixed_regime,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,predictive_marker
stress::mixed_regime,4,default,4,0.6,,,,0.0,0.0,0.0,,,,,,,trust_and_doubt
stress::regime_shift,2,atlas_v3_default,10,0.16666666666666666,0.625,0.0,0.375,0.375,0.5,1.0,2,3,0,0,0,0.52,atlas_v3
stress::regime_shift,2,eta_pos=0.02_eta_neg=0.4,9,0.25,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.7142857142857143,2,1,0,0,0,0.49999999999999994,atlas_v3
stress::regime_shift,2,default,10,0.16666666666666666,,,,0.25,0.25,0.375,,,,,,,atlas_v1
stress::regime_shift,2,default,10,0.16666666666666666,,,,0.5,0.375,0.5,,,,,,,atlas_v2
stress::regime_shift,2,default,10,0.16666666666666666,,,,1.0,0.5,0.375,,,,,,,lru
stress::regime_shift,2,default,10,0.16666666666666666,,,,0.5,1.0,0.0,,,,,,,blind_oracle
stress::regime_shift,2,default,9,0.25,,,,0.42857142857142855,0.0,1.0,,,,,,,predictive_marker
stress::regime_shift,2,default,8,0.3333333333333333,,,,0.16666666666666666,0.3333333333333333,0.5,,,,,,,trust_and_doubt
stress::regime_shift,3,atlas_v3_default,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,atlas_v3
stress::regime_shift,3,eta_pos=0.02_eta_neg=0.4,6,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0,0,0,0,0.7,atlas_v3
stress::regime_shift,3,default,6,0.5,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,atlas_v1
stress::regime_shift,3,default,6,0.5,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,atlas_v2
stress::regime_shift,3,default,6,0.5,,,,1.0,0.0,0.3333333333333333,,,,,,,lru
stress::regime_shift,3,default,6,0.5,,,,0.0,1.0,0.3333333333333333,,,,,,,blind_oracle
stress::regime_shift,3,default,6,0.5,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,predictive_marker
stress::regime_shift,3,default,9,0.25,,,,0.16666666666666666,0.0,0.16666666666666666,,,,,,,trust_and_doubt
stress::regime_shift,4,atlas_v3_default,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,atlas_v3
stress::regime_shift,4,eta_pos=0.02_eta_neg=0.4,6,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0,0,0,0,0.7,atlas_v3
stress::regime_shift,4,default,6,0.5,,,,0.5,0.5,0.5,,,,,,,atlas_v1
stress::regime_shift,4,default,6,0.5,,,,0.5,0.5,0.5,,,,,,,atlas_v2
stress::regime_shift,4,default,6,0.5,,,,1.0,0.0,0.0,,,,,,,lru
stress::regime_shift,4,default,6,0.5,,,,0.0,1.0,0.5,,,,,,,blind_oracle
stress::regime_shift,4,default,7,0.4166666666666667,,,,0.0,0.3333333333333333,1.0,,,,,,,predictive_marker
stress::regime_shift,4,default,9,0.25,,,,0.0,0.0,0.2,,,,,,,trust_and_doubt
stress::confidence_calibrated,2,atlas_v3_default,7,0.3,0.6,0.0,0.4,0.4,1.0,1.0,3,2,0,0,0,0.628,atlas_v3
stress::confidence_calibrated,2,eta_pos=0.02_eta_neg=0.4,9,0.1,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.7142857142857143,3,1,0,0,0,0.58,atlas_v3
stress::confidence_calibrated,2,default,7,0.3,,,,0.4,0.4,0.6,,,,,,,atlas_v1
stress::confidence_calibrated,2,default,8,0.2,,,,0.6666666666666666,0.16666666666666666,0.3333333333333333,,,,,,,atlas_v2
stress::confidence_calibrated,2,default,10,0.0,,,,1.0,0.25,0.25,,,,,,,lru
stress::confidence_calibrated,2,default,10,0.0,,,,0.25,1.0,0.125,,,,,,,blind_oracle
stress::confidence_calibrated,2,default,7,0.3,,,,0.4,0.2,1.0,,,,,,,predictive_marker
stress::confidence_calibrated,2,default,7,0.3,,,,0.4,0.4,0.6,,,,,,,trust_and_doubt
stress::confidence_calibrated,3,atlas_v3_default,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,atlas_v3
stress::confidence_calibrated,3,eta_pos=0.02_eta_neg=0.4,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,atlas_v3
stress::confidence_calibrated,3,default,5,0.5,,,,1.0,0.0,1.0,,,,,,,atlas_v1
stress::confidence_calibrated,3,default,5,0.5,,,,1.0,0.0,1.0,,,,,,,atlas_v2
stress::confidence_calibrated,3,default,5,0.5,,,,1.0,0.0,1.0,,,,,,,lru
stress::confidence_calibrated,3,default,8,0.2,,,,0.0,1.0,0.0,,,,,,,blind_oracle
stress::confidence_calibrated,3,default,5,0.5,,,,1.0,0.0,1.0,,,,,,,predictive_marker
stress::confidence_calibrated,3,default,5,0.5,,,,1.0,0.0,1.0,,,,,,,trust_and_doubt
stress::confidence_calibrated,4,atlas_v3_default,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,atlas_v3
stress::confidence_calibrated,4,eta_pos=0.02_eta_neg=0.4,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,atlas_v3
stress::confidence_calibrated,4,default,5,0.5,,,,1.0,0.0,0.0,,,,,,,atlas_v1
stress::confidence_calibrated,4,default,5,0.5,,,,1.0,0.0,0.0,,,,,,,atlas_v2
stress::confidence_calibrated,4,default,5,0.5,,,,1.0,0.0,0.0,,,,,,,lru
stress::confidence_calibrated,4,default,6,0.4,,,,0.0,1.0,0.0,,,,,,,blind_oracle
stress::confidence_calibrated,4,default,5,0.5,,,,0.0,0.0,1.0,,,,,,,predictive_marker
stress::confidence_calibrated,4,default,5,0.5,,,,0.0,0.0,1.0,,,,,,,trust_and_doubt
stress::confidence_miscalibrated,2,atlas_v3_default,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,atlas_v3
stress::confidence_miscalibrated,2,eta_pos=0.02_eta_neg=0.4,10,0.0,0.0,0.375,0.625,1.0,0.375,0.625,3,0,0,0,0,0.7,atlas_v3
stress::confidence_miscalibrated,2,default,10,0.0,,,,1.0,0.25,0.25,,,,,,,atlas_v1
stress::confidence_miscalibrated,2,default,10,0.0,,,,1.0,0.25,0.25,,,,,,,atlas_v2
stress::confidence_miscalibrated,2,default,10,0.0,,,,1.0,0.25,0.25,,,,,,,lru
stress::confidence_miscalibrated,2,default,10,0.0,,,,0.25,1.0,0.125,,,,,,,blind_oracle
stress::confidence_miscalibrated,2,default,7,0.3,,,,0.4,0.2,1.0,,,,,,,predictive_marker
stress::confidence_miscalibrated,2,default,7,0.3,,,,0.4,0.4,0.6,,,,,,,trust_and_doubt
stress::confidence_miscalibrated,3,atlas_v3_default,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,atlas_v3
stress::confidence_miscalibrated,3,eta_pos=0.02_eta_neg=0.4,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,atlas_v3
stress::confidence_miscalibrated,3,default,5,0.5,,,,1.0,0.0,1.0,,,,,,,atlas_v1
stress::confidence_miscalibrated,3,default,5,0.5,,,,1.0,0.0,1.0,,,,,,,atlas_v2
stress::confidence_miscalibrated,3,default,5,0.5,,,,1.0,0.0,1.0,,,,,,,lru
stress::confidence_miscalibrated,3,default,8,0.2,,,,0.0,1.0,0.0,,,,,,,blind_oracle
stress::confidence_miscalibrated,3,default,5,0.5,,,,1.0,0.0,1.0,,,,,,,predictive_marker
stress::confidence_miscalibrated,3,default,5,0.5,,,,1.0,0.0,1.0,,,,,,,trust_and_doubt
stress::confidence_miscalibrated,4,atlas_v3_default,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,atlas_v3
stress::confidence_miscalibrated,4,eta_pos=0.02_eta_neg=0.4,5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,3,0,0,0,0,0.7,atlas_v3
stress::confidence_miscalibrated,4,default,5,0.5,,,,1.0,0.0,0.0,,,,,,,atlas_v1
stress::confidence_miscalibrated,4,default,5,0.5,,,,1.0,0.0,0.0,,,,,,,atlas_v2
stress::confidence_miscalibrated,4,default,5,0.5,,,,1.0,0.0,0.0,,,,,,,lru
stress::confidence_miscalibrated,4,default,6,0.4,,,,0.0,1.0,0.0,,,,,,,blind_oracle
stress::confidence_miscalibrated,4,default,5,0.5,,,,0.0,0.0,1.0,,,,,,,predictive_marker
stress::confidence_miscalibrated,4,default,5,0.5,,,,0.0,0.0,1.0,,,,,,,trust_and_doubt
