family,capacity,tie_policy,seed,misses,miss_ratio,delta_vs_LRU,delta_vs_current_exact,trace_sha256,fraction_tied_decisions,fraction_all_tied,mean_optimal_set_fraction
metakv,128,RANDOM_WITHIN_MINIMA,0,30537,0.763425,-2,-61,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,1.0,0.8861381275174378,0.9990487973605789
metakv,128,RANDOM_WITHIN_MINIMA,1,30536,0.7634,-3,-62,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,1.0,0.88561042703694,0.9990467194459
metakv,128,RANDOM_WITHIN_MINIMA,2,30541,0.763525,2,-57,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,1.0,0.8865132117481418,0.9990537822107985
metakv,128,RANDOM_WITHIN_MINIMA,3,30544,0.7636,5,-54,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,1.0,0.8864916186485071,0.9990551540400734
metakv,128,RANDOM_WITHIN_MINIMA,4,30542,0.76355,3,-56,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,1.0,0.8863204767205815,0.9990540689869688
twemcache,32,LRU_REFERENCE,,30022,0.75055,0,-5367,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,,,
twemcache,32,CURRENT_DETERMINISTIC,,35389,0.884725,5367,0,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.8488513379863799,0.994834199892622
twemcache,32,LRU_WITHIN_MINIMA,,29928,0.7482,-94,-5461,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.5299385191125368,0.9793170275327453
twemcache,32,MRU_WITHIN_MINIMA,,35501,0.887525,5479,112,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.8578349905636461,0.9951515450269006
twemcache,32,RANDOM_WITHIN_MINIMA,0,30734,0.76835,712,-4655,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.552710353354591,0.9811253416411791
twemcache,32,RANDOM_WITHIN_MINIMA,1,30793,0.769825,771,-4596,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.5538596434254538,0.9811939807748514
twemcache,32,RANDOM_WITHIN_MINIMA,2,30715,0.767875,693,-4674,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.5521406478919095,0.9811340143252483
twemcache,32,RANDOM_WITHIN_MINIMA,3,30765,0.769125,743,-4624,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.5501381439947993,0.9811849910612709
twemcache,32,RANDOM_WITHIN_MINIMA,4,30771,0.769275,749,-4618,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.5499008806993598,0.9811632706119399
twemcache,64,LRU_REFERENCE,,27650,0.69125,0,-7680,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,,,
twemcache,64,CURRENT_DETERMINISTIC,,35330,0.88325,7680,0,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.843136144919332,0.9973181432210586
twemcache,64,LRU_WITHIN_MINIMA,,27603,0.690075,-47,-7727,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.430931420497772,0.9865407519110242
twemcache,64,MRU_WITHIN_MINIMA,,35404,0.8851,7754,74,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.8528414868376455,0.9974662997118969
twemcache,64,RANDOM_WITHIN_MINIMA,0,28794,0.71985,1144,-6536,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.45797735639369314,0.9878289530805029
twemcache,64,RANDOM_WITHIN_MINIMA,1,28690,0.71725,1040,-6640,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.45590798187521786,0.9877064090275357
twemcache,64,RANDOM_WITHIN_MINIMA,2,28658,0.71645,1008,-6672,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.4525437923093028,0.987673598995045
twemcache,64,RANDOM_WITHIN_MINIMA,3,28749,0.718725,1099,-6581,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.45643326724407807,0.987751747886883
twemcache,64,RANDOM_WITHIN_MINIMA,4,28793,0.719825,1143,-6537,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.4581669155697565,0.9878442677039558
twemcache,128,LRU_REFERENCE,,24913,0.622825,0,-10248,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,,,
twemcache,128,CURRENT_DETERMINISTIC,,35161,0.879025,10248,0,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.8302380478370922,0.9985346424305338
twemcache,128,LRU_WITHIN_MINIMA,,24887,0.622175,-26,-10274,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.36420621207859527,0.9917718713585406
twemcache,128,MRU_WITHIN_MINIMA,,35230,0.88075,10317,69,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.8426625035481125,0.9986237759012205
twemcache,128,RANDOM_WITHIN_MINIMA,0,26643,0.666075,1730,-8518,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.3866681679990992,0.9925299914611718
twemcache,128,RANDOM_WITHIN_MINIMA,1,26518,0.66295,1605,-8643,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.38208009653820046,0.9924340895806621
twemcache,128,RANDOM_WITHIN_MINIMA,2,26561,0.664025,1648,-8600,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.3844358269643462,0.9924792811829374
twemcache,128,RANDOM_WITHIN_MINIMA,3,26578,0.66445,1665,-8583,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.3802392956580631,0.9924782127135224
twemcache,128,RANDOM_WITHIN_MINIMA,4,26472,0.6618,1559,-8689,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,1.0,0.3841417346630402,0.9924545864498338
wiki2018,32,LRU_REFERENCE,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,,,
wiki2018,32,CURRENT_DETERMINISTIC,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,32,LRU_WITHIN_MINIMA,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,32,MRU_WITHIN_MINIMA,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,32,RANDOM_WITHIN_MINIMA,0,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,32,RANDOM_WITHIN_MINIMA,1,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,32,RANDOM_WITHIN_MINIMA,2,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,32,RANDOM_WITHIN_MINIMA,3,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,32,RANDOM_WITHIN_MINIMA,4,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,64,LRU_REFERENCE,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,,,
wiki2018,64,CURRENT_DETERMINISTIC,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,64,LRU_WITHIN_MINIMA,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,64,MRU_WITHIN_MINIMA,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,64,RANDOM_WITHIN_MINIMA,0,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,64,RANDOM_WITHIN_MINIMA,1,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,64,RANDOM_WITHIN_MINIMA,2,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,64,RANDOM_WITHIN_MINIMA,3,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,64,RANDOM_WITHIN_MINIMA,4,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,128,LRU_REFERENCE,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,,,
wiki2018,128,CURRENT_DETERMINISTIC,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,128,LRU_WITHIN_MINIMA,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,128,MRU_WITHIN_MINIMA,,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,128,RANDOM_WITHIN_MINIMA,0,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,128,RANDOM_WITHIN_MINIMA,1,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,128,RANDOM_WITHIN_MINIMA,2,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,128,RANDOM_WITHIN_MINIMA,3,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
wiki2018,128,RANDOM_WITHIN_MINIMA,4,40000,1.0,0,0,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,1.0,1.0,1.0
