horizon,model,val_mae,val_rmse,test_mae,test_rmse,val_top1,test_top1,val_mean_regret,test_mean_regret
4,ridge,0.8480593176527532,1.0771320507726763,0.4734167518059404,0.49091383452591547,0.05028571428571429,0.08320540374577833,0.06485714285714286,0.015044519496469143
4,random_forest,0.849089844320737,1.0852035737150787,0.3412870863398979,0.44319616706859194,0.015428571428571429,0.026404666871354007,0.013428571428571429,0.00460546515198035
4,hist_gb,0.8446719214357293,1.0787200028508377,0.3482732698196101,0.439721684731626,0.01742857142857143,0.031624194043598404,0.009142857142857144,0.00552655818237642
8,ridge,1.3927094191780685,1.8617993547651532,0.7718492351714855,0.8597266202710445,0.037714285714285714,0.07952103162419405,0.088,0.038378876266502916
8,random_forest,1.4583361385149618,1.8814574188349533,0.5861609277706225,0.7384220909096172,0.017714285714285714,0.02671169788148603,0.024,0.01197420939514891
8,hist_gb,1.4403783992100012,1.864770519256375,0.5945700555553318,0.7320163662595053,0.015714285714285715,0.03622965919557875,0.020285714285714285,0.010439054344488793
16,ridge,2.6677838281700734,3.4608816120382806,1.4550099214935892,1.5951090726105548,0.027714285714285716,0.08256599140577041,0.11657142857142858,0.08502148557397177
16,random_forest,2.8190448897120137,3.5173882768392843,1.0539478934291369,1.3168018565886974,0.015714285714285715,0.024861878453038673,0.04314285714285714,0.01780233271945979
16,hist_gb,2.7675660585177604,3.4726213248596345,1.0567516954820206,1.29798753228474,0.020285714285714285,0.036525475751995086,0.03942857142857143,0.019643953345610803
