trace_name,trace_family,path,capacity,policy,misses,hit_rate
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,32,lru,1643,0.6714
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,32,blind_oracle,3254,0.3492
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,32,predictive_marker,1708,0.6584
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,32,blind_oracle_lru_combiner,1646,0.6708
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,32,trust_and_doubt,1735,0.653
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,32,rest_v1,1643,0.6714
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,32,evict_value_v1,1679,0.6642
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,64,lru,1459,0.7082
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,64,blind_oracle,2850,0.43
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,64,predictive_marker,1498,0.7004
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,64,blind_oracle_lru_combiner,1460,0.708
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,64,trust_and_doubt,1573,0.6854
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,64,rest_v1,1459,0.7082
brightkite_50k,brightkite,data/processed/brightkite/trace.jsonl,64,evict_value_v1,1576,0.6848
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,32,lru,1349,0.7302
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,32,blind_oracle,3982,0.2036
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,32,predictive_marker,1374,0.7252
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,32,blind_oracle_lru_combiner,1350,0.73
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,32,trust_and_doubt,1467,0.7066
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,32,rest_v1,1349,0.7302
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,32,evict_value_v1,1350,0.73
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,64,lru,1331,0.7338
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,64,blind_oracle,3530,0.294
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,64,predictive_marker,1329,0.7342
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,64,blind_oracle_lru_combiner,1332,0.7336
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,64,trust_and_doubt,1383,0.7234
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,64,rest_v1,1331,0.7338
citibike_202401_50k,citibike,data/processed/citibike/trace.jsonl,64,evict_value_v1,1329,0.7342
