model,val_mae,test_mae,val_rmse,test_rmse,val_top1_eviction_match,test_top1_eviction_match,val_mean_regret,test_mean_regret
ridge,1.6686337894938077,1.2106860441456104,2.0118455698378988,1.467854869633336,0.36363636363636365,0.4117647058823529,0.0,0.11764705882352941
random_forest,1.6259235440960824,1.2561625497813735,1.9112685411615793,1.5138287254439777,0.3181818181818182,0.29411764705882354,0.0,0.23529411764705882
hist_gb,1.8277071265534914,1.470807512534103,2.170763815430905,1.8096188483483355,0.3181818181818182,0.35294117647058826,0.0,0.17647058823529413
