split,model_family,label_variant,label_noise,decision_count,pairwise_accuracy,top1_reconstruction,mean_chosen_regret,mean_regret_vs_best
val,histgb,head_pair,0.0,1775.0,0.8138238043185526,0.0005633802816901409,0.8552112676056338,0.8552112676056338
