experiment_protocol_version,policy,policy_variant,implementation_source,implementation_commit,trace,trace_sha256,capacity,capacity_semantics,object_size_semantics,history_start,history_end,score_start,score_end,history_requests,scored_requests,hits,misses,miss_ratio,cache_warmup,model_training_mode,model_training_data,model_frozen_during_test,online_adaptation_during_test,hyperparameter_source,random_seed,future_information,runtime_seconds,status,failure_reason,batch_size_or_equivalent,n_history_events,n_scored_events
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,128,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,0.506,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,32,object_slots,unit,0,10000,0,50000,0,50000,11219,38781,0.77562,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,22.8184,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,32,object_slots,unit,0,10000,10000,50000,10000,40000,9078,30922,0.77305,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,22.8184,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,64,object_slots,unit,0,10000,0,50000,0,50000,14791,35209,0.70418,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,19.8103,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,64,object_slots,unit,0,10000,10000,50000,10000,40000,11953,28047,0.701175,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,19.8103,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,128,object_slots,unit,0,10000,0,50000,0,50000,18531,31469,0.62938,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,16.7191,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,128,object_slots,unit,0,10000,10000,50000,10000,40000,14941,25059,0.626475,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,16.7191,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,32,object_slots,unit,0,10000,0,50000,0,50000,11937,38063,0.76126,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,17.514,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,32,object_slots,unit,0,10000,10000,50000,10000,40000,9432,30568,0.7642,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,17.514,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,64,object_slots,unit,0,10000,0,50000,0,50000,11965,38035,0.7607,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,18.4904,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,64,object_slots,unit,0,10000,10000,50000,10000,40000,9454,30546,0.76365,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,18.4904,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,128,object_slots,unit,0,10000,0,50000,0,50000,12023,37977,0.75954,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,18.1417,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,128,object_slots,unit,0,10000,10000,50000,10000,40000,9468,30532,0.7633,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,18.1417,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,32,object_slots,unit,0,10000,0,50000,0,50000,20393,29607,0.59214,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,8.0965,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,32,object_slots,unit,0,10000,10000,50000,10000,40000,16566,23434,0.58585,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,8.0965,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,64,object_slots,unit,0,10000,0,50000,0,50000,21292,28708,0.57416,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,7.9003,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,64,object_slots,unit,0,10000,10000,50000,10000,40000,17322,22678,0.56695,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,7.9003,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,128,object_slots,unit,0,10000,0,50000,0,50000,22141,27859,0.55718,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,7.5365,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,128,object_slots,unit,0,10000,10000,50000,10000,40000,18000,22000,0.55,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,7.5365,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,32,object_slots,unit,0,10000,0,50000,0,50000,620,49380,0.9876,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,16.4923,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,32,object_slots,unit,0,10000,10000,50000,10000,40000,451,39549,0.988725,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,16.4923,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,64,object_slots,unit,0,10000,0,50000,0,50000,1309,48691,0.97382,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,16.3163,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,64,object_slots,unit,0,10000,10000,50000,10000,40000,1004,38996,0.9749,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,16.3163,ok,,,10000,40000
reviewer_fairness_v1,halp,deployment_full_stream,repository_reimplementation,n/a (no official code),cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,128,object_slots,unit,0,10000,0,50000,0,50000,2201,47799,0.95598,none_starts_empty,offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,17.5669,ok,,,0,50000
reviewer_fairness_v1,halp,primary_controlled_window,repository_reimplementation,n/a (no official code),cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,128,object_slots,unit,0,10000,10000,50000,10000,40000,1712,38288,0.9572,"processes_[0,10000)_then_scores_[10000,50000)",offline_frozen_single_split,"in_trace_prefix_[0,10000)",yes,no,repository_chosen_no_official_defaults,0,none,17.5669,ok,,,10000,40000
