experiment_protocol_version,policy,policy_variant,implementation_source,implementation_commit,trace,trace_sha256,capacity,capacity_semantics,object_size_semantics,history_start,history_end,score_start,score_end,history_requests,scored_requests,hits,misses,miss_ratio,cache_warmup,model_training_mode,model_training_data,model_frozen_during_test,online_adaptation_during_test,hyperparameter_source,random_seed,future_information,runtime_seconds,status,failure_reason,batch_size_or_equivalent,n_history_events,n_scored_events
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,0,50000,0,50000,32659,17341,0.34682,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1488,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,10000,50000,10000,40000,25554,14446,0.36115,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1488,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,32,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1856,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,32,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1856,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,64,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2449,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,64,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2449,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,128,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.3377,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,128,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.3377,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,32,object_slots,unit,0,10000,0,50000,0,50000,9057,40943,0.81886,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.154,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,32,object_slots,unit,0,10000,10000,50000,10000,40000,7515,32485,0.812125,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.154,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,64,object_slots,unit,0,10000,0,50000,0,50000,11177,38823,0.77646,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1868,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,64,object_slots,unit,0,10000,10000,50000,10000,40000,9209,30791,0.769775,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1868,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,128,object_slots,unit,0,10000,0,50000,0,50000,13881,36119,0.72238,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2434,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,128,object_slots,unit,0,10000,10000,50000,10000,40000,11467,28533,0.713325,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2434,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,32,object_slots,unit,0,10000,0,50000,0,50000,11855,38145,0.7629,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.133,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,32,object_slots,unit,0,10000,10000,50000,10000,40000,9363,30637,0.765925,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.133,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,64,object_slots,unit,0,10000,0,50000,0,50000,11963,38037,0.76074,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2057,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,64,object_slots,unit,0,10000,10000,50000,10000,40000,9402,30598,0.76495,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2057,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,128,object_slots,unit,0,10000,0,50000,0,50000,12180,37820,0.7564,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2706,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,128,object_slots,unit,0,10000,10000,50000,10000,40000,9440,30560,0.764,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2706,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,32,object_slots,unit,0,10000,0,50000,0,50000,20268,29732,0.59464,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1057,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,32,object_slots,unit,0,10000,10000,50000,10000,40000,16534,23466,0.58665,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1057,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,64,object_slots,unit,0,10000,0,50000,0,50000,21263,28737,0.57474,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1593,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,64,object_slots,unit,0,10000,10000,50000,10000,40000,17317,22683,0.567075,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1593,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,128,object_slots,unit,0,10000,0,50000,0,50000,22203,27797,0.55594,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2155,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,128,object_slots,unit,0,10000,10000,50000,10000,40000,18067,21933,0.548325,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2155,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,32,object_slots,unit,0,10000,0,50000,0,50000,886,49114,0.98228,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1388,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,32,object_slots,unit,0,10000,10000,50000,10000,40000,647,39353,0.983825,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1388,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,64,object_slots,unit,0,10000,0,50000,0,50000,1379,48621,0.97242,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2188,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,64,object_slots,unit,0,10000,10000,50000,10000,40000,932,39068,0.9767,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.2188,ok,,,10000,40000
reviewer_fairness_v1,sieve,deployment_full_stream,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,128,object_slots,unit,0,10000,0,50000,0,50000,1983,48017,0.96034,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.3065,ok,,,0,50000
reviewer_fairness_v1,sieve,primary_controlled_window,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,128,object_slots,unit,0,10000,10000,50000,10000,40000,1351,38649,0.966225,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.3065,ok,,,10000,40000
