experiment_protocol_version,policy,policy_variant,implementation_source,implementation_commit,trace,trace_sha256,capacity,capacity_semantics,object_size_semantics,history_start,history_end,score_start,score_end,history_requests,scored_requests,hits,misses,miss_ratio,cache_warmup,model_training_mode,model_training_data,model_frozen_during_test,online_adaptation_during_test,hyperparameter_source,random_seed,future_information,runtime_seconds,status,failure_reason,batch_size_or_equivalent,n_history_events,n_scored_events
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,0,50000,0,50000,32876,17124,0.34248,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0762,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,10000,50000,10000,40000,25783,14217,0.355425,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0762,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,32,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1164,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,32,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1164,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,64,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1131,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,64,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1131,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,128,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1137,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,128,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1137,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,32,object_slots,unit,0,10000,0,50000,0,50000,12119,37881,0.75762,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0975,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,32,object_slots,unit,0,10000,10000,50000,10000,40000,9978,30022,0.75055,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0975,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,64,object_slots,unit,0,10000,0,50000,0,50000,15188,34812,0.69624,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0972,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,64,object_slots,unit,0,10000,10000,50000,10000,40000,12350,27650,0.69125,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0972,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,128,object_slots,unit,0,10000,0,50000,0,50000,18677,31323,0.62646,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0623,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,128,object_slots,unit,0,10000,10000,50000,10000,40000,15087,24913,0.622825,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0623,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,32,object_slots,unit,0,10000,0,50000,0,50000,11936,38064,0.76128,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0739,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,32,object_slots,unit,0,10000,10000,50000,10000,40000,9431,30569,0.764225,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0739,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,64,object_slots,unit,0,10000,0,50000,0,50000,11959,38041,0.76082,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1055,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,64,object_slots,unit,0,10000,10000,50000,10000,40000,9448,30552,0.7638,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1055,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,128,object_slots,unit,0,10000,0,50000,0,50000,12016,37984,0.75968,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1067,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,128,object_slots,unit,0,10000,10000,50000,10000,40000,9461,30539,0.763475,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1067,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,32,object_slots,unit,0,10000,0,50000,0,50000,20620,29380,0.5876,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0942,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,32,object_slots,unit,0,10000,10000,50000,10000,40000,16793,23207,0.580175,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0942,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,64,object_slots,unit,0,10000,0,50000,0,50000,21384,28616,0.57232,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0897,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,64,object_slots,unit,0,10000,10000,50000,10000,40000,17414,22586,0.56465,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0897,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,128,object_slots,unit,0,10000,0,50000,0,50000,22189,27811,0.55622,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0919,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,128,object_slots,unit,0,10000,10000,50000,10000,40000,18048,21952,0.5488,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0919,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,32,object_slots,unit,0,10000,0,50000,0,50000,727,49273,0.98546,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0772,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,32,object_slots,unit,0,10000,10000,50000,10000,40000,558,39442,0.98605,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0772,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,64,object_slots,unit,0,10000,0,50000,0,50000,1425,48575,0.9715,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1083,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,64,object_slots,unit,0,10000,10000,50000,10000,40000,1120,38880,0.972,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1083,ok,,,10000,40000
reviewer_fairness_v1,lru,deployment_full_stream,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,128,object_slots,unit,0,10000,0,50000,0,50000,2252,47748,0.95496,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1091,ok,,,0,50000
reviewer_fairness_v1,lru,primary_controlled_window,native,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,128,object_slots,unit,0,10000,10000,50000,10000,40000,1763,38237,0.955925,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.1091,ok,,,10000,40000
