experiment_protocol_version,policy,policy_variant,implementation_source,implementation_commit,trace,trace_sha256,capacity,capacity_semantics,object_size_semantics,history_start,history_end,score_start,score_end,history_requests,scored_requests,hits,misses,miss_ratio,cache_warmup,model_training_mode,model_training_data,model_frozen_during_test,online_adaptation_during_test,hyperparameter_source,random_seed,future_information,runtime_seconds,status,failure_reason,batch_size_or_equivalent,n_history_events,n_scored_events
reviewer_fairness_v1,fifo_reinsertion,deployment_full_stream,native,n/a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,32,object_slots,unit,0,10000,0,50000,0,50000,31878,18122,0.36244,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.072,ok,,,0,50000
reviewer_fairness_v1,fifo_reinsertion,primary_controlled_window,native,n/a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,32,object_slots,unit,0,10000,10000,50000,10000,40000,25548,14452,0.3613,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.072,ok,,,10000,40000
reviewer_fairness_v1,fifo_reinsertion,deployment_full_stream,native,n/a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,64,object_slots,unit,0,10000,0,50000,0,50000,33423,16577,0.33154,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0752,ok,,,0,50000
reviewer_fairness_v1,fifo_reinsertion,primary_controlled_window,native,n/a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,64,object_slots,unit,0,10000,10000,50000,10000,40000,26733,13267,0.331675,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0752,ok,,,10000,40000
reviewer_fairness_v1,fifo_reinsertion,deployment_full_stream,native,n/a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,128,object_slots,unit,0,10000,0,50000,0,50000,34496,15504,0.31008,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0755,ok,,,0,50000
reviewer_fairness_v1,fifo_reinsertion,primary_controlled_window,native,n/a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,128,object_slots,unit,0,10000,10000,50000,10000,40000,27584,12416,0.3104,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0755,ok,,,10000,40000
reviewer_fairness_v1,fifo_reinsertion,deployment_full_stream,native,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,0,50000,0,50000,30013,19987,0.39974,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0792,ok,,,0,50000
reviewer_fairness_v1,fifo_reinsertion,primary_controlled_window,native,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,10000,50000,10000,40000,23408,16592,0.4148,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0792,ok,,,10000,40000
reviewer_fairness_v1,fifo_reinsertion,deployment_full_stream,native,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,0,50000,0,50000,31136,18864,0.37728,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0784,ok,,,0,50000
reviewer_fairness_v1,fifo_reinsertion,primary_controlled_window,native,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,10000,50000,10000,40000,24376,15624,0.3906,"processes_[0,10000)_then_scores_[10000,50000)",none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.0784,ok,,,10000,40000
reviewer_fairness_v1,fifo_reinsertion,deployment_full_stream,native,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,0,50000,0,50000,32960,17040,0.3408,none_starts_empty,none,n/a,n/a,no,n/a (parameter-free),n/a,none,0.077,ok,,,0,50000
