experiment_protocol_version,policy,policy_variant,implementation_source,implementation_commit,trace,trace_sha256,capacity,capacity_semantics,object_size_semantics,history_start,history_end,score_start,score_end,history_requests,scored_requests,hits,misses,miss_ratio,cache_warmup,model_training_mode,model_training_data,model_frozen_during_test,online_adaptation_during_test,hyperparameter_source,random_seed,future_information,runtime_seconds,status,failure_reason,batch_size_or_equivalent,n_history_events,n_scored_events
reviewer_fairness_v1,cacheus,deployment_full_stream,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,32,object_slots,unit,0,10000,0,50000,0,50000,31784,18216,0.36432,none_starts_empty,online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.5641,ok,,,0,50000
reviewer_fairness_v1,cacheus,primary_controlled_window,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,32,object_slots,unit,0,10000,10000,50000,10000,40000,25444,14556,0.3639,"processes_[0,10000)_then_scores_[10000,50000)",online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.5641,ok,,,10000,40000
reviewer_fairness_v1,cacheus,deployment_full_stream,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,64,object_slots,unit,0,10000,0,50000,0,50000,33133,16867,0.33734,none_starts_empty,online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.3403,ok,,,0,50000
reviewer_fairness_v1,cacheus,primary_controlled_window,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,64,object_slots,unit,0,10000,10000,50000,10000,40000,26507,13493,0.337325,"processes_[0,10000)_then_scores_[10000,50000)",online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.3403,ok,,,10000,40000
reviewer_fairness_v1,cacheus,deployment_full_stream,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,128,object_slots,unit,0,10000,0,50000,0,50000,34095,15905,0.3181,none_starts_empty,online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.3681,ok,,,0,50000
reviewer_fairness_v1,cacheus,primary_controlled_window,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,128,object_slots,unit,0,10000,10000,50000,10000,40000,27285,12715,0.317875,"processes_[0,10000)_then_scores_[10000,50000)",online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.3681,ok,,,10000,40000
reviewer_fairness_v1,cacheus,deployment_full_stream,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,0,50000,0,50000,29451,20549,0.41098,none_starts_empty,online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.3614,ok,,,0,50000
reviewer_fairness_v1,cacheus,primary_controlled_window,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,10000,50000,10000,40000,22960,17040,0.426,"processes_[0,10000)_then_scores_[10000,50000)",online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.3614,ok,,,10000,40000
reviewer_fairness_v1,cacheus,deployment_full_stream,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,0,50000,0,50000,30479,19521,0.39042,none_starts_empty,online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.4067,ok,,,0,50000
reviewer_fairness_v1,cacheus,primary_controlled_window,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,10000,50000,10000,40000,23880,16120,0.403,"processes_[0,10000)_then_scores_[10000,50000)",online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.4067,ok,,,10000,40000
reviewer_fairness_v1,cacheus,deployment_full_stream,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,0,50000,0,50000,32137,17863,0.35726,none_starts_empty,online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.4127,ok,,,0,50000
reviewer_fairness_v1,cacheus,primary_controlled_window,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,10000,50000,10000,40000,25272,14728,0.3682,"processes_[0,10000)_then_scores_[10000,50000)",online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.4127,ok,,,10000,40000
reviewer_fairness_v1,cacheus,deployment_full_stream,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,32,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.5889,ok,,,0,50000
reviewer_fairness_v1,cacheus,primary_controlled_window,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,32,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.5889,ok,,,10000,40000
reviewer_fairness_v1,cacheus,deployment_full_stream,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,64,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.5449,ok,,,0,50000
reviewer_fairness_v1,cacheus,primary_controlled_window,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,64,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.5449,ok,,,10000,40000
reviewer_fairness_v1,cacheus,deployment_full_stream,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,128,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.6266,ok,,,0,50000
reviewer_fairness_v1,cacheus,primary_controlled_window,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,128,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.6266,ok,,,10000,40000
reviewer_fairness_v1,cacheus,deployment_full_stream,official_source_unmodified,1eec63ce166502be33ddd1f35bc041ed73a24f4d,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,32,object_slots,unit,0,10000,0,50000,0,50000,11117,38883,0.77766,none_starts_empty,online_continuous_no_explicit_phase,in_trace_only,no,yes,official_defaults,123_hardcoded_upstream,none,0.483,ok,,,0,50000
