experiment_protocol_version,policy,policy_variant,implementation_source,implementation_commit,trace,trace_sha256,capacity,capacity_semantics,object_size_semantics,history_start,history_end,score_start,score_end,history_requests,scored_requests,hits,misses,miss_ratio,cache_warmup,model_training_mode,model_training_data,model_frozen_during_test,online_adaptation_during_test,hyperparameter_source,random_seed,future_information,runtime_seconds,status,failure_reason,batch_size_or_equivalent,n_history_events,n_scored_events
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,32,object_slots,unit,0,10000,0,50000,0,50000,29778,20222,0.40444,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.4912,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,32,object_slots,unit,0,10000,10000,50000,10000,40000,23430,16570,0.41425,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.4912,ok,,4096,10000,40000
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,64,object_slots,unit,0,10000,0,50000,0,50000,31787,18213,0.36426,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.2288,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,64,object_slots,unit,0,10000,10000,50000,10000,40000,25105,14895,0.372375,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.2288,ok,,4096,10000,40000
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,128,object_slots,unit,0,10000,0,50000,0,50000,33343,16657,0.33314,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,0.9812,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,128,object_slots,unit,0,10000,10000,50000,10000,40000,26425,13575,0.339375,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,0.9812,ok,,4096,10000,40000
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,0,50000,0,50000,29261,20739,0.41478,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.2195,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,10000,50000,10000,40000,22652,17348,0.4337,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.2195,ok,,4096,10000,40000
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,0,50000,0,50000,30756,19244,0.38488,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.1071,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,10000,50000,10000,40000,24011,15989,0.399725,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.1071,ok,,4096,10000,40000
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,0,50000,0,50000,32349,17651,0.35302,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,0.9759,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,10000,50000,10000,40000,25256,14744,0.3686,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,0.9759,ok,,4096,10000,40000
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,32,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,2.4158,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,32,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,2.4158,ok,,4096,10000,40000
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,64,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,2.4599,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,64,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,2.4599,ok,,4096,10000,40000
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,128,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,2.4827,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,128,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,2.4827,ok,,4096,10000,40000
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,32,object_slots,unit,0,10000,0,50000,0,50000,9641,40359,0.80718,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.9361,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,32,object_slots,unit,0,10000,10000,50000,10000,40000,7665,32335,0.808375,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.9361,ok,,4096,10000,40000
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,64,object_slots,unit,0,10000,0,50000,0,50000,12889,37111,0.74222,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.8656,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,64,object_slots,unit,0,10000,10000,50000,10000,40000,10194,29806,0.74515,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.8656,ok,,4096,10000,40000
reviewer_fairness_v1,three_l_cache,deployment_full_stream,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,128,object_slots,unit,0,10000,0,50000,0,50000,16236,33764,0.67528,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.7084,ok,,4096,0,50000
reviewer_fairness_v1,three_l_cache,primary_controlled_window,repository_reimplementation,134cd159b635cdab75419a4281bed1a330fef31f,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,128,object_slots,unit,0,10000,10000,50000,10000,40000,12733,27267,0.681675,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,class_default_batch_size_4096_NOT_validation_tuned_this_run,0,none,1.7084,ok,,4096,10000,40000
