experiment_protocol_version,policy,policy_variant,implementation_source,implementation_commit,trace,trace_sha256,capacity,capacity_semantics,object_size_semantics,history_start,history_end,score_start,score_end,history_requests,scored_requests,hits,misses,miss_ratio,cache_warmup,model_training_mode,model_training_data,model_frozen_during_test,online_adaptation_during_test,hyperparameter_source,random_seed,future_information,runtime_seconds,status,failure_reason,batch_size_or_equivalent,n_history_events,n_scored_events
reviewer_fairness_v1,lrb,deployment_full_stream,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,32,object_slots,unit,0,10000,0,50000,0,50000,31584,18416,0.36832,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,5.4077,ok,,2048,0,50000
reviewer_fairness_v1,lrb,primary_controlled_window,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,32,object_slots,unit,0,10000,10000,50000,10000,40000,25291,14709,0.367725,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,5.4077,ok,,2048,10000,40000
reviewer_fairness_v1,lrb,deployment_full_stream,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,64,object_slots,unit,0,10000,0,50000,0,50000,32981,17019,0.34038,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,7.3695,ok,,2048,0,50000
reviewer_fairness_v1,lrb,primary_controlled_window,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,64,object_slots,unit,0,10000,10000,50000,10000,40000,26370,13630,0.34075,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,7.3695,ok,,2048,10000,40000
reviewer_fairness_v1,lrb,deployment_full_stream,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,128,object_slots,unit,0,10000,0,50000,0,50000,34160,15840,0.3168,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,6.8642,ok,,2048,0,50000
reviewer_fairness_v1,lrb,primary_controlled_window,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,128,object_slots,unit,0,10000,10000,50000,10000,40000,27255,12745,0.318625,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,6.8642,ok,,2048,10000,40000
reviewer_fairness_v1,lrb,deployment_full_stream,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,0,50000,0,50000,25953,24047,0.48094,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,7.6435,ok,,2048,0,50000
reviewer_fairness_v1,lrb,primary_controlled_window,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,10000,50000,10000,40000,19587,20413,0.510325,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,7.6435,ok,,2048,10000,40000
reviewer_fairness_v1,lrb,deployment_full_stream,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,0,50000,0,50000,28695,21305,0.4261,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,10.6376,ok,,2048,0,50000
reviewer_fairness_v1,lrb,primary_controlled_window,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,10000,50000,10000,40000,22054,17946,0.44865,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,10.6376,ok,,2048,10000,40000
reviewer_fairness_v1,lrb,deployment_full_stream,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,0,50000,0,50000,31718,18282,0.36564,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,9.3846,ok,,2048,0,50000
reviewer_fairness_v1,lrb,primary_controlled_window,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,10000,50000,10000,40000,24778,15222,0.38055,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,9.3846,ok,,2048,10000,40000
reviewer_fairness_v1,lrb,deployment_full_stream,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,32,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,10.4138,ok,,2048,0,50000
reviewer_fairness_v1,lrb,primary_controlled_window,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,32,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,10.4138,ok,,2048,10000,40000
reviewer_fairness_v1,lrb,deployment_full_stream,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,64,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,16.2096,ok,,2048,0,50000
reviewer_fairness_v1,lrb,primary_controlled_window,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,64,object_slots,unit,0,10000,10000,50000,10000,40000,0,40000,1.0,"processes_[0,10000)_then_scores_[10000,50000)",online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,16.2096,ok,,2048,10000,40000
reviewer_fairness_v1,lrb,deployment_full_stream,repository_reimplementation,9e8b4423383c01c4528deb447f152f0437a37c3a,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,128,object_slots,unit,0,10000,0,50000,0,50000,0,50000,1.0,none_starts_empty,online_batched_retraining,in_trace_only,no,yes,"repository_documented_defaults_not_regridsearched_this_run (memory_window=4096, batch_size=2048 -- same values used elsewhere in this repository's LRB comparisons, e.g. run_three_l_cache_comparison.py's LRB reference row; official CDN-scale defaults never fire at this trace length)",0,none,16.1885,ok,,2048,0,50000
