job_label,instance_id,lemma,k,ranking_mode,orig_trace_len,min_trace_len,orig_trace,min_trace
campaign_r1_task14_random,2,lemma1_chain_monotone,6,adv_bias,106,10,"p6,p1,p1,p7,p0,p1,p2,p0,p6,p3,p1,p0,p1,p1,p3,p2,p6,p4,p5,p2,p6,p4,p0,p4,p2,p5,p4,p7,p1,p4,p4,p4,p1,p2,p4,p4,p4,p6,p6,p5,p5,p7,p1,p1,p0,p5,p4,p0,p4,p5,p5,p4,p2,p5,p0,p3,p0,p5,p4,p4,p4,p4,p0,p2,p5,p1,p2,p2,p3,p2,p3,p0,p6,p0,p3,p3,p3,p3,p4,p0,p6,p0,p5,p4,p2,p3,p4,p5,p3,p2,p1,p3,p6,p7,p1,p6,p4,p2,p2,p3,p1,p1,p1,p5,p1,p5","p5,p3,p7,p1,p6,p4,p2,p3,p1,p5"
campaign_r1_task14_random,12,lemma1_chain_monotone,4,adv_bias,46,13,"p9,p9,p9,p1,p7,p1,p1,p4,p1,p9,p1,p7,p2,p3,p1,p4,p7,p3,p2,p3,p5,p4,p3,p7,p5,p7,p4,p9,p3,p3,p4,p6,p1,p4,p7,p4,p4,p4,p7,p6,p7,p3,p6,p4,p9,p7","p5,p7,p6,p1,p4,p7,p6,p7,p3,p6,p4,p9,p7"
campaign_r1_task14_random,17,lemma1_chain_monotone,2,adv_bias,33,26,"p2,p0,p1,p2,p0,p0,p2,p0,p0,p3,p3,p4,p4,p0,p0,p1,p0,p3,p5,p3,p4,p3,p4,p2,p4,p2,p2,p4,p1,p3,p5,p1,p4","p2,p0,p1,p2,p0,p2,p0,p3,p4,p0,p1,p0,p3,p5,p3,p4,p3,p4,p2,p4,p2,p4,p3,p5,p1,p4"
campaign_r1_task14_random,17,lemma2_head_bound,2,adv_bias,33,26,"p2,p0,p1,p2,p0,p0,p2,p0,p0,p3,p3,p4,p4,p0,p0,p1,p0,p3,p5,p3,p4,p3,p4,p2,p4,p2,p2,p4,p1,p3,p5,p1,p4","p2,p0,p1,p2,p0,p2,p0,p3,p4,p0,p1,p0,p3,p5,p3,p4,p3,p4,p2,p4,p2,p4,p3,p5,p1,p4"
campaign_r1_task14_random,19,lemma1_chain_monotone,8,adv_bias,100,14,"p0,p7,p0,p0,p8,p0,p5,p5,p7,p5,p0,p6,p5,p6,p3,p5,p7,p8,p5,p3,p6,p6,p4,p4,p3,p3,p1,p8,p6,p8,p0,p2,p8,p0,p8,p0,p2,p4,p2,p0,p8,p0,p0,p8,p4,p2,p0,p8,p0,p7,p8,p2,p1,p0,p9,p4,p7,p3,p9,p2,p2,p3,p8,p7,p7,p1,p8,p6,p2,p8,p8,p8,p5,p1,p7,p1,p2,p1,p8,p7,p2,p1,p1,p6,p8,p0,p6,p7,p7,p7,p1,p1,p9,p1,p0,p8,p0,p0,p8,p7","p3,p5,p2,p8,p0,p6,p7,p1,p9,p1,p0,p0,p8,p7"
campaign_r1_task14_random,24,lemma1_chain_monotone,5,noisy,100,9,"p2,p5,p2,p5,p5,p2,p8,p2,p7,p9,p2,p0,p1,p1,p2,p11,p1,p2,p0,p1,p11,p1,p8,p1,p0,p1,p0,p6,p10,p1,p1,p0,p1,p1,p1,p7,p1,p3,p3,p1,p3,p7,p3,p3,p3,p3,p3,p4,p3,p1,p7,p3,p3,p6,p3,p8,p5,p2,p3,p2,p10,p7,p3,p6,p8,p10,p10,p6,p2,p6,p5,p8,p7,p3,p7,p7,p0,p0,p8,p7,p7,p7,p7,p7,p7,p7,p0,p7,p7,p7,p7,p7,p7,p7,p7,p2,p10,p7,p7,p2","p2,p0,p6,p10,p1,p7,p3,p8,p7"
campaign_r1_task14_random,24,lemma2_head_bound,5,noisy,100,9,"p2,p5,p2,p5,p5,p2,p8,p2,p7,p9,p2,p0,p1,p1,p2,p11,p1,p2,p0,p1,p11,p1,p8,p1,p0,p1,p0,p6,p10,p1,p1,p0,p1,p1,p1,p7,p1,p3,p3,p1,p3,p7,p3,p3,p3,p3,p3,p4,p3,p1,p7,p3,p3,p6,p3,p8,p5,p2,p3,p2,p10,p7,p3,p6,p8,p10,p10,p6,p2,p6,p5,p8,p7,p3,p7,p7,p0,p0,p8,p7,p7,p7,p7,p7,p7,p7,p0,p7,p7,p7,p7,p7,p7,p7,p7,p2,p10,p7,p7,p2","p2,p6,p5,p3,p8,p7,p0,p10,p7"
campaign_r1_task14_random,32,lemma1_chain_monotone,5,adv_bias,76,9,"p3,p5,p5,p8,p5,p6,p3,p3,p5,p8,p8,p4,p6,p4,p7,p4,p4,p6,p6,p4,p7,p4,p6,p4,p5,p4,p4,p0,p4,p5,p5,p4,p8,p4,p6,p4,p4,p5,p5,p1,p7,p3,p3,p5,p5,p6,p7,p1,p2,p4,p1,p1,p1,p7,p6,p2,p1,p1,p1,p8,p1,p1,p1,p8,p8,p1,p6,p8,p3,p8,p8,p8,p8,p8,p6,p8","p5,p6,p2,p4,p1,p7,p2,p1,p6"
campaign_r1_task14_random,32,lemma1_chain_monotone,5,adv_bias,76,9,"p3,p5,p5,p8,p5,p6,p3,p3,p5,p8,p8,p4,p6,p4,p7,p4,p4,p6,p6,p4,p7,p4,p6,p4,p5,p4,p4,p0,p4,p5,p5,p4,p8,p4,p6,p4,p4,p5,p5,p1,p7,p3,p3,p5,p5,p6,p7,p1,p2,p4,p1,p1,p1,p7,p6,p2,p1,p1,p1,p8,p1,p1,p1,p8,p8,p1,p6,p8,p3,p8,p8,p8,p8,p8,p6,p8","p5,p6,p2,p4,p1,p7,p2,p1,p6"
campaign_r1_task14_random,33,lemma1_chain_monotone,5,adv_bias,36,9,"p4,p4,p4,p3,p2,p3,p1,p0,p4,p3,p6,p2,p2,p4,p4,p6,p6,p4,p0,p4,p3,p4,p4,p4,p4,p0,p3,p5,p5,p4,p4,p5,p2,p6,p6,p0","p2,p6,p0,p3,p5,p4,p5,p2,p6"
