job_label,instance_id,mode,ranking_mode,k,trace_len,trace,lemma,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_r1_task7_random,0,random,adv_bias,5,48,"p1,p1,p6,p0,p6,p1,p0,p5,p1,p1,p7,p1,p1,p2,p4,p6,p2,p1,p5,p7,p0,p1,p0,p2,p5,p3,p7,p7,p3,p7,p0,p7,p7,p4,p2,p1,p2,p1,p2,p1,p0,p1,p3,p4,p2,p0,p8,p5",lemma1_chain_monotone,ph1_c0,1,4,3,False,True,p1,"p0,p1,p5,p7","p0,p5,p7","2,2,3,1"
campaign_r1_task7_random,8,random,adv_bias,8,157,"p0,p0,p0,p3,p1,p8,p3,p0,p1,p9,p2,p0,p8,p9,p6,p0,p9,p4,p6,p2,p1,p10,p9,p9,p5,p9,p11,p1,p8,p6,p5,p10,p4,p6,p10,p7,p4,p9,p10,p8,p9,p5,p11,p8,p0,p8,p0,p0,p8,p5,p6,p3,p2,p2,p2,p11,p2,p6,p5,p11,p7,p7,p11,p1,p6,p1,p7,p11,p4,p11,p4,p8,p3,p6,p5,p4,p4,p4,p9,p4,p6,p9,p4,p8,p5,p11,p5,p8,p9,p3,p6,p4,p2,p6,p7,p9,p3,p5,p3,p8,p9,p7,p3,p7,p5,p1,p8,p6,p4,p8,p3,p7,p5,p3,p3,p9,p7,p9,p9,p4,p10,p0,p5,p1,p10,p5,p3,p8,p10,p11,p1,p11,p5,p1,p5,p9,p1,p5,p5,p0,p8,p1,p7,p6,p10,p11,p4,p9,p5,p6,p1,p6,p10,p11,p2,p11,p1",lemma1_chain_monotone,ph2_c0,2,2,6,False,True,p5,"p0,p1,p11,p2,p3,p5,p6","p0,p1,p11,p2,p3,p6","5,5"
campaign_r1_task7_random,8,random,adv_bias,8,157,"p0,p0,p0,p3,p1,p8,p3,p0,p1,p9,p2,p0,p8,p9,p6,p0,p9,p4,p6,p2,p1,p10,p9,p9,p5,p9,p11,p1,p8,p6,p5,p10,p4,p6,p10,p7,p4,p9,p10,p8,p9,p5,p11,p8,p0,p8,p0,p0,p8,p5,p6,p3,p2,p2,p2,p11,p2,p6,p5,p11,p7,p7,p11,p1,p6,p1,p7,p11,p4,p11,p4,p8,p3,p6,p5,p4,p4,p4,p9,p4,p6,p9,p4,p8,p5,p11,p5,p8,p9,p3,p6,p4,p2,p6,p7,p9,p3,p5,p3,p8,p9,p7,p3,p7,p5,p1,p8,p6,p4,p8,p3,p7,p5,p3,p3,p9,p7,p9,p9,p4,p10,p0,p5,p1,p10,p5,p3,p8,p10,p11,p1,p11,p5,p1,p5,p9,p1,p5,p5,p0,p8,p1,p7,p6,p10,p11,p4,p9,p5,p6,p1,p6,p10,p11,p2,p11,p1",lemma1_chain_monotone,ph7_c0,7,2,6,False,True,p9,"p0,p1,p2,p3,p5,p8,p9","p0,p1,p2,p3,p5,p8","4,4"
campaign_r1_task7_random,8,random,adv_bias,8,157,"p0,p0,p0,p3,p1,p8,p3,p0,p1,p9,p2,p0,p8,p9,p6,p0,p9,p4,p6,p2,p1,p10,p9,p9,p5,p9,p11,p1,p8,p6,p5,p10,p4,p6,p10,p7,p4,p9,p10,p8,p9,p5,p11,p8,p0,p8,p0,p0,p8,p5,p6,p3,p2,p2,p2,p11,p2,p6,p5,p11,p7,p7,p11,p1,p6,p1,p7,p11,p4,p11,p4,p8,p3,p6,p5,p4,p4,p4,p9,p4,p6,p9,p4,p8,p5,p11,p5,p8,p9,p3,p6,p4,p2,p6,p7,p9,p3,p5,p3,p8,p9,p7,p3,p7,p5,p1,p8,p6,p4,p8,p3,p7,p5,p3,p3,p9,p7,p9,p9,p4,p10,p0,p5,p1,p10,p5,p3,p8,p10,p11,p1,p11,p5,p1,p5,p9,p1,p5,p5,p0,p8,p1,p7,p6,p10,p11,p4,p9,p5,p6,p1,p6,p10,p11,p2,p11,p1",lemma1_chain_monotone,ph8_c0,8,2,0,False,False,p7,"p0,p10,p3,p4,p6,p7,p9",,"1000000000000,1000000000000"
campaign_r1_task7_random,8,random,adv_bias,8,157,"p0,p0,p0,p3,p1,p8,p3,p0,p1,p9,p2,p0,p8,p9,p6,p0,p9,p4,p6,p2,p1,p10,p9,p9,p5,p9,p11,p1,p8,p6,p5,p10,p4,p6,p10,p7,p4,p9,p10,p8,p9,p5,p11,p8,p0,p8,p0,p0,p8,p5,p6,p3,p2,p2,p2,p11,p2,p6,p5,p11,p7,p7,p11,p1,p6,p1,p7,p11,p4,p11,p4,p8,p3,p6,p5,p4,p4,p4,p9,p4,p6,p9,p4,p8,p5,p11,p5,p8,p9,p3,p6,p4,p2,p6,p7,p9,p3,p5,p3,p8,p9,p7,p3,p7,p5,p1,p8,p6,p4,p8,p3,p7,p5,p3,p3,p9,p7,p9,p9,p4,p10,p0,p5,p1,p10,p5,p3,p8,p10,p11,p1,p11,p5,p1,p5,p9,p1,p5,p5,p0,p8,p1,p7,p6,p10,p11,p4,p9,p5,p6,p1,p6,p10,p11,p2,p11,p1",lemma2_head_bound,ph8_c0,8,2,0,False,False,p7,"p0,p10,p3,p4,p6,p7,p9",,"1000000000000,1000000000000"
campaign_r1_task7_random,11,random,adv_bias,5,41,"p4,p0,p4,p0,p0,p0,p0,p0,p0,p2,p0,p2,p0,p4,p0,p0,p2,p4,p2,p0,p2,p4,p5,p3,p0,p0,p0,p1,p2,p4,p5,p0,p3,p5,p0,p0,p3,p5,p3,p1,p0",lemma1_chain_monotone,ph1_c0,1,2,2,False,True,p5,"p0,p3,p4,p5","p0,p3","2,2"
campaign_r1_task7_random,13,random,adv_bias,4,39,"p1,p1,p1,p5,p5,p5,p6,p1,p6,p5,p6,p5,p1,p1,p6,p1,p5,p4,p1,p1,p1,p3,p1,p7,p8,p1,p3,p2,p3,p3,p3,p7,p7,p7,p2,p2,p3,p7,p7",lemma1_chain_monotone,ph1_c0,1,2,0,False,False,p6,"p4,p5,p6",,"1000000000000,1000000000000"
campaign_r1_task7_random,13,random,adv_bias,4,39,"p1,p1,p1,p5,p5,p5,p6,p1,p6,p5,p6,p5,p1,p1,p6,p1,p5,p4,p1,p1,p1,p3,p1,p7,p8,p1,p3,p2,p3,p3,p3,p7,p7,p7,p2,p2,p3,p7,p7",lemma2_head_bound,ph1_c0,1,2,0,False,False,p6,"p4,p5,p6",,"1000000000000,1000000000000"
campaign_r1_task7_random,13,random,adv_bias,4,39,"p1,p1,p1,p5,p5,p5,p6,p1,p6,p5,p6,p5,p1,p1,p6,p1,p5,p4,p1,p1,p1,p3,p1,p7,p8,p1,p3,p2,p3,p3,p3,p7,p7,p7,p2,p2,p3,p7,p7",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p8,"p1,p4,p8",,"1000000000000,1000000000000"
campaign_r1_task7_random,13,random,adv_bias,4,39,"p1,p1,p1,p5,p5,p5,p6,p1,p6,p5,p6,p5,p1,p1,p6,p1,p5,p4,p1,p1,p1,p3,p1,p7,p8,p1,p3,p2,p3,p3,p3,p7,p7,p7,p2,p2,p3,p7,p7",lemma2_head_bound,ph2_c0,2,2,0,False,False,p8,"p1,p4,p8",,"1000000000000,1000000000000"
campaign_r1_task7_random,14,random,adv_bias,8,92,"p5,p7,p4,p5,p7,p4,p8,p5,p4,p6,p7,p0,p0,p8,p4,p6,p7,p3,p1,p4,p0,p7,p3,p7,p8,p7,p8,p3,p4,p8,p7,p0,p3,p1,p6,p4,p0,p1,p0,p7,p0,p6,p7,p1,p7,p3,p8,p3,p1,p6,p1,p5,p8,p4,p0,p1,p6,p7,p3,p2,p3,p1,p2,p5,p4,p2,p3,p1,p3,p5,p4,p3,p6,p1,p8,p2,p1,p2,p1,p8,p1,p3,p1,p8,p5,p2,p6,p7,p5,p0,p0,p3",lemma1_chain_monotone,ph1_c0,1,2,5,False,True,p5,"p0,p4,p5,p6,p7,p8","p0,p4,p6,p7,p8","1,1"
campaign_r1_task7_random,18,random,near_tie,4,21,"p7,p7,p7,p7,p1,p8,p7,p4,p7,p3,p9,p2,p0,p0,p4,p9,p3,p0,p0,p6,p6",lemma1_chain_monotone,ph1_c0,1,2,0,False,False,p8,"p1,p4,p8",,"1000000000000,1000000000000"
campaign_r1_task7_random,18,random,near_tie,4,21,"p7,p7,p7,p7,p1,p8,p7,p4,p7,p3,p9,p2,p0,p0,p4,p9,p3,p0,p0,p6,p6",lemma2_head_bound,ph1_c0,1,2,0,False,False,p8,"p1,p4,p8",,"1000000000000,1000000000000"
campaign_r1_task7_random,28,random,adv_bias,8,63,"p7,p7,p7,p0,p8,p2,p0,p1,p0,p8,p2,p8,p0,p1,p11,p11,p4,p3,p8,p0,p14,p3,p7,p0,p6,p10,p16,p3,p8,p3,p7,p7,p5,p0,p0,p6,p17,p0,p2,p6,p6,p6,p10,p3,p2,p4,p8,p5,p8,p2,p15,p3,p10,p5,p11,p4,p8,p7,p4,p4,p6,p4,p10",lemma1_chain_monotone,ph1_c0,1,2,6,False,True,p7,"p0,p1,p11,p2,p4,p7,p8","p0,p1,p11,p2,p4,p8","1,1"
campaign_r1_task7_random,28,random,adv_bias,8,63,"p7,p7,p7,p0,p8,p2,p0,p1,p0,p8,p2,p8,p0,p1,p11,p11,p4,p3,p8,p0,p14,p3,p7,p0,p6,p10,p16,p3,p8,p3,p7,p7,p5,p0,p0,p6,p17,p0,p2,p6,p6,p6,p10,p3,p2,p4,p8,p5,p8,p2,p15,p3,p10,p5,p11,p4,p8,p7,p4,p4,p6,p4,p10",lemma1_chain_monotone,ph4_c0,4,2,0,False,False,p17,"p0,p1,p16,p17",,"1000000000000,1000000000000"
