job_label,instance_id,lemma,k,ranking_mode,orig_trace_len,min_trace_len,orig_trace,min_trace
campaign_r1_task7_random,0,lemma1_chain_monotone,5,adv_bias,48,9,"p1,p1,p6,p0,p6,p1,p0,p5,p1,p1,p7,p1,p1,p2,p4,p6,p2,p1,p5,p7,p0,p1,p0,p2,p5,p3,p7,p7,p3,p7,p0,p7,p7,p4,p2,p1,p2,p1,p2,p1,p0,p1,p3,p4,p2,p0,p8,p5","p7,p0,p1,p3,p4,p2,p0,p8,p5"
campaign_r1_task7_random,8,lemma1_chain_monotone,8,adv_bias,157,12,"p0,p0,p0,p3,p1,p8,p3,p0,p1,p9,p2,p0,p8,p9,p6,p0,p9,p4,p6,p2,p1,p10,p9,p9,p5,p9,p11,p1,p8,p6,p5,p10,p4,p6,p10,p7,p4,p9,p10,p8,p9,p5,p11,p8,p0,p8,p0,p0,p8,p5,p6,p3,p2,p2,p2,p11,p2,p6,p5,p11,p7,p7,p11,p1,p6,p1,p7,p11,p4,p11,p4,p8,p3,p6,p5,p4,p4,p4,p9,p4,p6,p9,p4,p8,p5,p11,p5,p8,p9,p3,p6,p4,p2,p6,p7,p9,p3,p5,p3,p8,p9,p7,p3,p7,p5,p1,p8,p6,p4,p8,p3,p7,p5,p3,p3,p9,p7,p9,p9,p4,p10,p0,p5,p1,p10,p5,p3,p8,p10,p11,p1,p11,p5,p1,p5,p9,p1,p5,p5,p0,p8,p1,p7,p6,p10,p11,p4,p9,p5,p6,p1,p6,p10,p11,p2,p11,p1","p8,p7,p4,p9,p5,p1,p6,p10,p11,p2,p11,p1"
campaign_r1_task7_random,8,lemma1_chain_monotone,8,adv_bias,157,12,"p0,p0,p0,p3,p1,p8,p3,p0,p1,p9,p2,p0,p8,p9,p6,p0,p9,p4,p6,p2,p1,p10,p9,p9,p5,p9,p11,p1,p8,p6,p5,p10,p4,p6,p10,p7,p4,p9,p10,p8,p9,p5,p11,p8,p0,p8,p0,p0,p8,p5,p6,p3,p2,p2,p2,p11,p2,p6,p5,p11,p7,p7,p11,p1,p6,p1,p7,p11,p4,p11,p4,p8,p3,p6,p5,p4,p4,p4,p9,p4,p6,p9,p4,p8,p5,p11,p5,p8,p9,p3,p6,p4,p2,p6,p7,p9,p3,p5,p3,p8,p9,p7,p3,p7,p5,p1,p8,p6,p4,p8,p3,p7,p5,p3,p3,p9,p7,p9,p9,p4,p10,p0,p5,p1,p10,p5,p3,p8,p10,p11,p1,p11,p5,p1,p5,p9,p1,p5,p5,p0,p8,p1,p7,p6,p10,p11,p4,p9,p5,p6,p1,p6,p10,p11,p2,p11,p1","p8,p7,p4,p9,p5,p1,p6,p10,p11,p2,p11,p1"
campaign_r1_task7_random,8,lemma1_chain_monotone,8,adv_bias,157,12,"p0,p0,p0,p3,p1,p8,p3,p0,p1,p9,p2,p0,p8,p9,p6,p0,p9,p4,p6,p2,p1,p10,p9,p9,p5,p9,p11,p1,p8,p6,p5,p10,p4,p6,p10,p7,p4,p9,p10,p8,p9,p5,p11,p8,p0,p8,p0,p0,p8,p5,p6,p3,p2,p2,p2,p11,p2,p6,p5,p11,p7,p7,p11,p1,p6,p1,p7,p11,p4,p11,p4,p8,p3,p6,p5,p4,p4,p4,p9,p4,p6,p9,p4,p8,p5,p11,p5,p8,p9,p3,p6,p4,p2,p6,p7,p9,p3,p5,p3,p8,p9,p7,p3,p7,p5,p1,p8,p6,p4,p8,p3,p7,p5,p3,p3,p9,p7,p9,p9,p4,p10,p0,p5,p1,p10,p5,p3,p8,p10,p11,p1,p11,p5,p1,p5,p9,p1,p5,p5,p0,p8,p1,p7,p6,p10,p11,p4,p9,p5,p6,p1,p6,p10,p11,p2,p11,p1","p8,p7,p4,p9,p5,p1,p6,p10,p11,p2,p11,p1"
campaign_r1_task7_random,8,lemma2_head_bound,8,adv_bias,157,23,"p0,p0,p0,p3,p1,p8,p3,p0,p1,p9,p2,p0,p8,p9,p6,p0,p9,p4,p6,p2,p1,p10,p9,p9,p5,p9,p11,p1,p8,p6,p5,p10,p4,p6,p10,p7,p4,p9,p10,p8,p9,p5,p11,p8,p0,p8,p0,p0,p8,p5,p6,p3,p2,p2,p2,p11,p2,p6,p5,p11,p7,p7,p11,p1,p6,p1,p7,p11,p4,p11,p4,p8,p3,p6,p5,p4,p4,p4,p9,p4,p6,p9,p4,p8,p5,p11,p5,p8,p9,p3,p6,p4,p2,p6,p7,p9,p3,p5,p3,p8,p9,p7,p3,p7,p5,p1,p8,p6,p4,p8,p3,p7,p5,p3,p3,p9,p7,p9,p9,p4,p10,p0,p5,p1,p10,p5,p3,p8,p10,p11,p1,p11,p5,p1,p5,p9,p1,p5,p5,p0,p8,p1,p7,p6,p10,p11,p4,p9,p5,p6,p1,p6,p10,p11,p2,p11,p1","p4,p10,p11,p9,p1,p5,p0,p8,p7,p6,p10,p11,p4,p9,p5,p6,p1,p6,p10,p11,p2,p11,p1"
campaign_r1_task7_random,11,lemma1_chain_monotone,5,adv_bias,41,9,"p4,p0,p4,p0,p0,p0,p0,p0,p0,p2,p0,p2,p0,p4,p0,p0,p2,p4,p2,p0,p2,p4,p5,p3,p0,p0,p0,p1,p2,p4,p5,p0,p3,p5,p0,p0,p3,p5,p3,p1,p0","p1,p2,p4,p0,p3,p5,p3,p1,p0"
campaign_r1_task7_random,13,lemma1_chain_monotone,4,adv_bias,39,15,"p1,p1,p1,p5,p5,p5,p6,p1,p6,p5,p6,p5,p1,p1,p6,p1,p5,p4,p1,p1,p1,p3,p1,p7,p8,p1,p3,p2,p3,p3,p3,p7,p7,p7,p2,p2,p3,p7,p7","p6,p5,p4,p3,p1,p7,p8,p1,p3,p2,p3,p7,p2,p3,p7"
campaign_r1_task7_random,13,lemma2_head_bound,4,adv_bias,39,15,"p1,p1,p1,p5,p5,p5,p6,p1,p6,p5,p6,p5,p1,p1,p6,p1,p5,p4,p1,p1,p1,p3,p1,p7,p8,p1,p3,p2,p3,p3,p3,p7,p7,p7,p2,p2,p3,p7,p7","p6,p5,p4,p3,p1,p7,p8,p1,p3,p2,p3,p7,p2,p3,p7"
campaign_r1_task7_random,13,lemma1_chain_monotone,4,adv_bias,39,15,"p1,p1,p1,p5,p5,p5,p6,p1,p6,p5,p6,p5,p1,p1,p6,p1,p5,p4,p1,p1,p1,p3,p1,p7,p8,p1,p3,p2,p3,p3,p3,p7,p7,p7,p2,p2,p3,p7,p7","p6,p5,p4,p3,p1,p7,p8,p1,p3,p2,p3,p7,p2,p3,p7"
campaign_r1_task7_random,13,lemma2_head_bound,4,adv_bias,39,15,"p1,p1,p1,p5,p5,p5,p6,p1,p6,p5,p6,p5,p1,p1,p6,p1,p5,p4,p1,p1,p1,p3,p1,p7,p8,p1,p3,p2,p3,p3,p3,p7,p7,p7,p2,p2,p3,p7,p7","p6,p5,p4,p3,p1,p7,p8,p1,p3,p2,p3,p7,p2,p3,p7"
