decision_id,trace,capacity,t,candidate_page_id,horizon,y_loss,y_value,request_bucket,request_confidence,candidate_bucket,candidate_confidence,candidate_recency_rank,candidate_age_norm,candidate_predictor_score,candidate_lru_score,candidate_is_predictor_victim,candidate_is_lru_victim,score_gap_to_predictor_best,score_gap_to_lru_victim,bucket_gap_to_predictor_best,bucket_gap_to_lru_victim,confidence_gap_to_predictor_best,confidence_gap_to_lru_victim,cache_bucket_mean,cache_bucket_std,cache_bucket_min,cache_bucket_max,cache_unique_bucket_count,cache_confidence_mean,cache_confidence_std,predictor_lru_disagree,recent_candidate_request_rate,recent_candidate_hit_rate
stress::predictor_good_lru_bad|c2|t2,stress::predictor_good_lru_bad,2,2,A,4,3.0,-3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-3.0,0.0,0.0,0.0,1.5,1.5,0.0,3.0,2.0,1.0,0.0,1.0,0.5,0.0
stress::predictor_good_lru_bad|c2|t2,stress::predictor_good_lru_bad,2,2,A,8,6.0,-6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-3.0,0.0,0.0,0.0,1.5,1.5,0.0,3.0,2.0,1.0,0.0,1.0,0.5,0.0
stress::predictor_good_lru_bad|c2|t2,stress::predictor_good_lru_bad,2,2,A,16,6.0,-6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-3.0,0.0,0.0,0.0,1.5,1.5,0.0,3.0,2.0,1.0,0.0,1.0,0.5,0.0
stress::predictor_good_lru_bad|c2|t2,stress::predictor_good_lru_bad,2,2,B,4,2.0,-2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,3.0,0.0,0.0,1.5,1.5,0.0,3.0,2.0,1.0,0.0,1.0,0.5,0.0
stress::predictor_good_lru_bad|c2|t2,stress::predictor_good_lru_bad,2,2,B,8,5.0,-5.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,3.0,0.0,0.0,1.5,1.5,0.0,3.0,2.0,1.0,0.0,1.0,0.5,0.0
stress::predictor_good_lru_bad|c2|t2,stress::predictor_good_lru_bad,2,2,B,16,5.0,-5.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,3.0,0.0,0.0,1.5,1.5,0.0,3.0,2.0,1.0,0.0,1.0,0.5,0.0
stress::predictor_good_lru_bad|c2|t3,stress::predictor_good_lru_bad,2,3,B,4,3.0,-3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0
stress::predictor_good_lru_bad|c2|t3,stress::predictor_good_lru_bad,2,3,B,8,5.0,-5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0
stress::predictor_good_lru_bad|c2|t3,stress::predictor_good_lru_bad,2,3,B,16,5.0,-5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0
stress::predictor_good_lru_bad|c2|t3,stress::predictor_good_lru_bad,2,3,C,4,3.0,-3.0,0.0,1.0,3.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0
stress::predictor_good_lru_bad|c2|t3,stress::predictor_good_lru_bad,2,3,C,8,5.0,-5.0,0.0,1.0,3.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0
stress::predictor_good_lru_bad|c2|t3,stress::predictor_good_lru_bad,2,3,C,16,5.0,-5.0,0.0,1.0,3.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0
