trace_name,trace_family,path,capacity,policy,misses,hit_rate
metacdn_cdn_202303_head_50k,metacdn,data/processed/metacdn/trace.jsonl,64,blind_oracle_lru_combiner,28617,0.42766
metacdn_cdn_202303_head_50k,metacdn,data/processed/metacdn/trace.jsonl,64,trust_and_doubt,28962,0.42076
metacdn_cdn_202303_head_50k,metacdn,data/processed/metacdn/trace.jsonl,64,rest_v1,28616,0.42768
metacdn_cdn_202303_head_50k,metacdn,data/processed/metacdn/trace.jsonl,64,evict_value_v1,29397,0.41206
cloudphysics_alibaba_block_head_50k,cloudphysics,data/processed/cloudphysics/trace.jsonl,64,lru,48575,0.0285
cloudphysics_alibaba_block_head_50k,cloudphysics,data/processed/cloudphysics/trace.jsonl,64,sieve,48621,0.02758
cloudphysics_alibaba_block_head_50k,cloudphysics,data/processed/cloudphysics/trace.jsonl,64,fifo_reinsertion,48500,0.03
cloudphysics_alibaba_block_head_50k,cloudphysics,data/processed/cloudphysics/trace.jsonl,64,predictive_marker,48867,0.02266
cloudphysics_alibaba_block_head_50k,cloudphysics,data/processed/cloudphysics/trace.jsonl,64,blind_oracle_lru_combiner,48577,0.02846
cloudphysics_alibaba_block_head_50k,cloudphysics,data/processed/cloudphysics/trace.jsonl,64,trust_and_doubt,48695,0.0261
cloudphysics_alibaba_block_head_50k,cloudphysics,data/processed/cloudphysics/trace.jsonl,64,rest_v1,48575,0.0285
cloudphysics_alibaba_block_head_50k,cloudphysics,data/processed/cloudphysics/trace.jsonl,64,evict_value_v1,49339,0.01322
