experiment_protocol_version,protocol_id,condition,fraction,held_out_family,fold_id,capacity,trace,trace_sha256,history_start,history_end,score_start,score_end,history_requests,scored_requests,hits,misses,miss_ratio,train_decision_count,train_candidate_row_count,train_pair_count,validation_decision_count,validation_candidate_row_count,validation_top1,validation_mean_regret,validation_pairwise_accuracy,validation_mae,validation_rmse,seed,scalar_model_family,pairwise_label_source,model_path,model_sha256,train_runtime_seconds,eval_runtime_seconds,status,failure_reason
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,brightkite,cross_family_v1_brightkite,32,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,0,10000,10000,50000,10000,40000,23501,16499,0.412475,149597,11034560,0,559,42528,0.005367,0.014311,,1.429037,1.752501,0,ridge,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/brightkite/fraction_0.25/eviction_loss_scalar.pkl,404e959942c235c98fd0f23b6b92abfce4acf730c22d7209cc85db9b69015603,34.2407,20.0612,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,brightkite,cross_family_v1_brightkite,64,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,0,10000,10000,50000,10000,40000,23962,16038,0.40095,149597,11034560,0,559,42528,0.005367,0.014311,,1.429037,1.752501,0,ridge,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/brightkite/fraction_0.25/eviction_loss_scalar.pkl,404e959942c235c98fd0f23b6b92abfce4acf730c22d7209cc85db9b69015603,34.2407,74.5847,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,brightkite,cross_family_v1_brightkite,128,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,0,10000,10000,50000,10000,40000,24055,15945,0.398625,149597,11034560,0,559,42528,0.005367,0.014311,,1.429037,1.752501,0,ridge,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/brightkite/fraction_0.25/eviction_loss_scalar.pkl,404e959942c235c98fd0f23b6b92abfce4acf730c22d7209cc85db9b69015603,34.2407,364.7195,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,brightkite,cross_family_v1_brightkite,32,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,0,10000,10000,50000,10000,40000,14700,25300,0.6325,149597,11034560,10724,559,42528,0.0,0.121646,0.895522,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/brightkite/fraction_0.25/eviction_loss_pairwise.pkl,4278390ad65d8c9d3f575bac0d4e2c5846c2011c8fa97c5489f2b37c5d423e56,5.2937,30.2164,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,brightkite,cross_family_v1_brightkite,64,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,0,10000,10000,50000,10000,40000,14711,25289,0.632225,149597,11034560,10724,559,42528,0.0,0.121646,0.895522,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/brightkite/fraction_0.25/eviction_loss_pairwise.pkl,4278390ad65d8c9d3f575bac0d4e2c5846c2011c8fa97c5489f2b37c5d423e56,5.2937,117.7979,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,brightkite,cross_family_v1_brightkite,128,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,0,10000,10000,50000,10000,40000,14741,25259,0.631475,149597,11034560,10724,559,42528,0.0,0.121646,0.895522,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/brightkite/fraction_0.25/eviction_loss_pairwise.pkl,4278390ad65d8c9d3f575bac0d4e2c5846c2011c8fa97c5489f2b37c5d423e56,5.2937,583.401,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,citibike,cross_family_v1_citibike,32,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,0,10000,10000,50000,10000,40000,22481,17519,0.437975,125723,9244928,0,1454,107680,0.112792,0.006878,,0.711716,0.778341,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/citibike/fraction_0.25/eviction_loss_scalar.pkl,0db3d0271191b5d21286d7aec4d84d15c45823c58b92e906a5fa5982b46e635a,53.1567,67.6568,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,citibike,cross_family_v1_citibike,64,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,0,10000,10000,50000,10000,40000,23912,16088,0.4022,125723,9244928,0,1454,107680,0.112792,0.006878,,0.711716,0.778341,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/citibike/fraction_0.25/eviction_loss_scalar.pkl,0db3d0271191b5d21286d7aec4d84d15c45823c58b92e906a5fa5982b46e635a,53.1567,167.3978,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,citibike,cross_family_v1_citibike,128,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,0,10000,10000,50000,10000,40000,24436,15564,0.3891,125723,9244928,0,1454,107680,0.112792,0.006878,,0.711716,0.778341,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/citibike/fraction_0.25/eviction_loss_scalar.pkl,0db3d0271191b5d21286d7aec4d84d15c45823c58b92e906a5fa5982b46e635a,53.1567,405.7912,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,citibike,cross_family_v1_citibike,32,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,0,10000,10000,50000,10000,40000,6293,33707,0.842675,125723,9244928,12767,1454,107680,0.048831,0.000688,0.384615,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/citibike/fraction_0.25/eviction_loss_pairwise.pkl,01e5ce73cebcba69abd4c042c112a7d5848ec7aacf351aef113875c1903c5b25,5.2333,40.3373,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,citibike,cross_family_v1_citibike,64,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,0,10000,10000,50000,10000,40000,6726,33274,0.83185,125723,9244928,12767,1454,107680,0.048831,0.000688,0.384615,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/citibike/fraction_0.25/eviction_loss_pairwise.pkl,01e5ce73cebcba69abd4c042c112a7d5848ec7aacf351aef113875c1903c5b25,5.2333,158.8941,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,citibike,cross_family_v1_citibike,128,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,0,10000,10000,50000,10000,40000,7719,32281,0.807025,125723,9244928,12767,1454,107680,0.048831,0.000688,0.384615,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/citibike/fraction_0.25/eviction_loss_pairwise.pkl,01e5ce73cebcba69abd4c042c112a7d5848ec7aacf351aef113875c1903c5b25,5.2333,797.2461,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,cloudphysics,cross_family_v1_cloudphysics,32,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,0,10000,10000,50000,10000,40000,262,39738,0.99345,118292,8672160,0,856,60832,0.106308,0.191589,,1.001049,1.252344,0,random_forest,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/cloudphysics/fraction_0.25/eviction_loss_scalar.pkl,d1313578f35600090c698ce0a9e750225ca0206e95ddf7e4088d733c4dfd605a,863.0978,163.0496,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,cloudphysics,cross_family_v1_cloudphysics,64,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,0,10000,10000,50000,10000,40000,610,39390,0.98475,118292,8672160,0,856,60832,0.106308,0.191589,,1.001049,1.252344,0,random_forest,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/cloudphysics/fraction_0.25/eviction_loss_scalar.pkl,d1313578f35600090c698ce0a9e750225ca0206e95ddf7e4088d733c4dfd605a,863.0978,300.6355,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,cloudphysics,cross_family_v1_cloudphysics,128,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,0,10000,10000,50000,10000,40000,683,39317,0.982925,118292,8672160,0,856,60832,0.106308,0.191589,,1.001049,1.252344,0,random_forest,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/cloudphysics/fraction_0.25/eviction_loss_scalar.pkl,d1313578f35600090c698ce0a9e750225ca0206e95ddf7e4088d733c4dfd605a,863.0978,1032.7625,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,cloudphysics,cross_family_v1_cloudphysics,32,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,0,10000,10000,50000,10000,40000,4,39996,0.9999,118292,8672160,11123,856,60832,0.321262,0.625,0.920792,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/cloudphysics/fraction_0.25/eviction_loss_pairwise.pkl,534e1f9186aa6944a641000ccb964ec46666723a5b2cc4a1dfdfb10a09c3faba,4.6115,45.2139,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,cloudphysics,cross_family_v1_cloudphysics,64,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,0,10000,10000,50000,10000,40000,4,39996,0.9999,118292,8672160,11123,856,60832,0.321262,0.625,0.920792,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/cloudphysics/fraction_0.25/eviction_loss_pairwise.pkl,534e1f9186aa6944a641000ccb964ec46666723a5b2cc4a1dfdfb10a09c3faba,4.6115,178.1463,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,cloudphysics,cross_family_v1_cloudphysics,128,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,0,10000,10000,50000,10000,40000,27,39973,0.999325,118292,8672160,11123,856,60832,0.321262,0.625,0.920792,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/cloudphysics/fraction_0.25/eviction_loss_pairwise.pkl,534e1f9186aa6944a641000ccb964ec46666723a5b2cc4a1dfdfb10a09c3faba,4.6115,896.9529,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,metacdn,cross_family_v1_metacdn,32,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,0,10000,10000,50000,10000,40000,10911,29089,0.727225,126169,9246720,0,1139,84864,0.016681,0.006146,,0.788571,0.96968,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metacdn/fraction_0.25/eviction_loss_scalar.pkl,5d3480c170c3f7f8e03a7210c6cb6369357dfe1d9f8acef8dcdb12d0f9adc9e5,53.8416,113.3297,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,metacdn,cross_family_v1_metacdn,64,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,0,10000,10000,50000,10000,40000,14714,25286,0.63215,126169,9246720,0,1139,84864,0.016681,0.006146,,0.788571,0.96968,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metacdn/fraction_0.25/eviction_loss_scalar.pkl,5d3480c170c3f7f8e03a7210c6cb6369357dfe1d9f8acef8dcdb12d0f9adc9e5,53.8416,249.4897,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,metacdn,cross_family_v1_metacdn,128,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,0,10000,10000,50000,10000,40000,15920,24080,0.602,126169,9246720,0,1139,84864,0.016681,0.006146,,0.788571,0.96968,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metacdn/fraction_0.25/eviction_loss_scalar.pkl,5d3480c170c3f7f8e03a7210c6cb6369357dfe1d9f8acef8dcdb12d0f9adc9e5,53.8416,554.1364,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,metacdn,cross_family_v1_metacdn,32,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,0,10000,10000,50000,10000,40000,5626,34374,0.85935,126169,9246720,11013,1139,84864,0.012291,0.037752,0.955556,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metacdn/fraction_0.25/eviction_loss_pairwise.pkl,62f49c97b5826cdcb233431be788923275013a1262a8bb295c76f596958581ce,4.6219,39.2626,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,metacdn,cross_family_v1_metacdn,64,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,0,10000,10000,50000,10000,40000,5626,34374,0.85935,126169,9246720,11013,1139,84864,0.012291,0.037752,0.955556,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metacdn/fraction_0.25/eviction_loss_pairwise.pkl,62f49c97b5826cdcb233431be788923275013a1262a8bb295c76f596958581ce,4.6219,145.5146,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,metacdn,cross_family_v1_metacdn,128,metacdn_cdn_202303_head_50k,7301f02e1373cb7e06f1ed2c417a8ebe16581319354780f811c8d032391f4e73,0,10000,10000,50000,10000,40000,5630,34370,0.85925,126169,9246720,11013,1139,84864,0.012291,0.037752,0.955556,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metacdn/fraction_0.25/eviction_loss_pairwise.pkl,62f49c97b5826cdcb233431be788923275013a1262a8bb295c76f596958581ce,4.6219,700.3622,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,metakv,cross_family_v1_metakv,32,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,0,10000,10000,50000,10000,40000,9105,30895,0.772375,121617,8968768,0,1038,75264,0.019268,0.047206,,0.921912,1.146426,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metakv/fraction_0.25/eviction_loss_scalar.pkl,4e3fe93118fd5940d891285a349da1554eb828ad9a34f68116f3ec66b757187b,51.227,120.1902,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,metakv,cross_family_v1_metakv,64,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,0,10000,10000,50000,10000,40000,9352,30648,0.7662,121617,8968768,0,1038,75264,0.019268,0.047206,,0.921912,1.146426,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metakv/fraction_0.25/eviction_loss_scalar.pkl,4e3fe93118fd5940d891285a349da1554eb828ad9a34f68116f3ec66b757187b,51.227,182.1669,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,metakv,cross_family_v1_metakv,128,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,0,10000,10000,50000,10000,40000,9336,30664,0.7666,121617,8968768,0,1038,75264,0.019268,0.047206,,0.921912,1.146426,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metakv/fraction_0.25/eviction_loss_scalar.pkl,4e3fe93118fd5940d891285a349da1554eb828ad9a34f68116f3ec66b757187b,51.227,802.7105,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,metakv,cross_family_v1_metakv,32,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,0,10000,10000,50000,10000,40000,7176,32824,0.8206,121617,8968768,11550,1038,75264,0.008671,0.072254,0.693878,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metakv/fraction_0.25/eviction_loss_pairwise.pkl,1e0ffa608bfefc8d4674c0f58de5595bddbf1468ad640a64b1d083ccdde3d104,4.386,38.7412,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,metakv,cross_family_v1_metakv,64,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,0,10000,10000,50000,10000,40000,7188,32812,0.8203,121617,8968768,11550,1038,75264,0.008671,0.072254,0.693878,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metakv/fraction_0.25/eviction_loss_pairwise.pkl,1e0ffa608bfefc8d4674c0f58de5595bddbf1468ad640a64b1d083ccdde3d104,4.386,155.7749,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,metakv,cross_family_v1_metakv,128,metakv_kvcache_202206_head_50k,4c229e841d546cd57a2edb6e3ddc53461ff4dc03d366e9d24e4239a89db7e0de,0,10000,10000,50000,10000,40000,7212,32788,0.8197,121617,8968768,11550,1038,75264,0.008671,0.072254,0.693878,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/metakv/fraction_0.25/eviction_loss_pairwise.pkl,1e0ffa608bfefc8d4674c0f58de5595bddbf1468ad640a64b1d083ccdde3d104,4.386,788.5739,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,twemcache,cross_family_v1_twemcache,32,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,0,10000,10000,50000,10000,40000,8906,31094,0.77735,112639,8302080,0,1498,110752,0.32777,0.0,,0.805932,0.858208,0,random_forest,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/twemcache/fraction_0.25/eviction_loss_scalar.pkl,0757698dbd784ea78b67fafbfa3de98330b9443852cb771bc902f89372697835,809.6625,127.492,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,twemcache,cross_family_v1_twemcache,64,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,0,10000,10000,50000,10000,40000,11101,28899,0.722475,112639,8302080,0,1498,110752,0.32777,0.0,,0.805932,0.858208,0,random_forest,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/twemcache/fraction_0.25/eviction_loss_scalar.pkl,0757698dbd784ea78b67fafbfa3de98330b9443852cb771bc902f89372697835,809.6625,216.5208,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,twemcache,cross_family_v1_twemcache,128,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,0,10000,10000,50000,10000,40000,11208,28792,0.7198,112639,8302080,0,1498,110752,0.32777,0.0,,0.805932,0.858208,0,random_forest,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/twemcache/fraction_0.25/eviction_loss_scalar.pkl,0757698dbd784ea78b67fafbfa3de98330b9443852cb771bc902f89372697835,809.6625,699.1897,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,twemcache,cross_family_v1_twemcache,32,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,0,10000,10000,50000,10000,40000,1950,38050,0.95125,112639,8302080,12406,1498,110752,0.0,0.0,,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/twemcache/fraction_0.25/eviction_loss_pairwise.pkl,ee9f0aee69840c34bdfe9bdd310da4fee8d7d5305b32aacb086a754187b34366,4.3133,42.9952,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,twemcache,cross_family_v1_twemcache,64,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,0,10000,10000,50000,10000,40000,2074,37926,0.94815,112639,8302080,12406,1498,110752,0.0,0.0,,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/twemcache/fraction_0.25/eviction_loss_pairwise.pkl,ee9f0aee69840c34bdfe9bdd310da4fee8d7d5305b32aacb086a754187b34366,4.3133,163.8627,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,twemcache,cross_family_v1_twemcache,128,twemcache_cluster26_sample100_50k,62df27062ce2595c843fd91e01d26c9783ff8f165f6b26e983696eda7ada0bb9,0,10000,10000,50000,10000,40000,2326,37674,0.94185,112639,8302080,12406,1498,110752,0.0,0.0,,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/twemcache/fraction_0.25/eviction_loss_pairwise.pkl,ee9f0aee69840c34bdfe9bdd310da4fee8d7d5305b32aacb086a754187b34366,4.3133,788.8252,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,wiki2018,cross_family_v1_wiki2018,32,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,0,10000,10000,50000,10000,40000,0,40000,1.0,126118,9257856,0,499,36704,0.014028,0.034068,,1.297165,1.567873,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/wiki2018/fraction_0.25/eviction_loss_scalar.pkl,b333e7f03f84741a16942e14c07bac4534ed6db767a36cf3a5ed4ee3796c6241,52.3492,109.6183,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,wiki2018,cross_family_v1_wiki2018,64,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,0,10000,10000,50000,10000,40000,0,40000,1.0,126118,9257856,0,499,36704,0.014028,0.034068,,1.297165,1.567873,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/wiki2018/fraction_0.25/eviction_loss_scalar.pkl,b333e7f03f84741a16942e14c07bac4534ed6db767a36cf3a5ed4ee3796c6241,52.3492,226.3388,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.25,wiki2018,cross_family_v1_wiki2018,128,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,0,10000,10000,50000,10000,40000,0,40000,1.0,126118,9257856,0,499,36704,0.014028,0.034068,,1.297165,1.567873,0,hist_gb,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/wiki2018/fraction_0.25/eviction_loss_scalar.pkl,b333e7f03f84741a16942e14c07bac4534ed6db767a36cf3a5ed4ee3796c6241,52.3492,902.199,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,wiki2018,cross_family_v1_wiki2018,32,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,0,10000,10000,50000,10000,40000,0,40000,1.0,126118,9257856,13932,499,36704,0.02004,0.248497,0.741176,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/wiki2018/fraction_0.25/eviction_loss_pairwise.pkl,5f5ef1640f1d91783738684f91852917adf82b800c11f316bb832a14b6d84a97,5.1919,45.0513,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,wiki2018,cross_family_v1_wiki2018,64,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,0,10000,10000,50000,10000,40000,0,40000,1.0,126118,9257856,13932,499,36704,0.02004,0.248497,0.741176,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/wiki2018/fraction_0.25/eviction_loss_pairwise.pkl,5f5ef1640f1d91783738684f91852917adf82b800c11f316bb832a14b6d84a97,5.1919,168.2502,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_pairwise,0.25,wiki2018,cross_family_v1_wiki2018,128,wiki2018_pageviews_en_50k,3813084bebfcf463ac22a685494b46aea45aded55d314411c9fbb058b5d67608,0,10000,10000,50000,10000,40000,0,40000,1.0,126118,9257856,13932,499,36704,0.02004,0.248497,0.741176,,,0,,regret,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/wiki2018/fraction_0.25/eviction_loss_pairwise.pkl,5f5ef1640f1d91783738684f91852917adf82b800c11f316bb832a14b6d84a97,5.1919,820.3702,ok,
reviewer_fairness_v1,supervision_objective_learning_curve_v1,eviction_loss_scalar,0.5,brightkite,cross_family_v1_brightkite,32,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,0,10000,10000,50000,10000,40000,23534,16466,0.41165,299194,22082464,0,559,42528,0.005367,0.014311,,1.429119,1.752622,0,ridge,,/home/soroush/Augmented-caching-kbs-second-revision/models/supervision_objective_learning_curve_v1/brightkite/fraction_0.5/eviction_loss_scalar.pkl,d41d4f92d8145ce5ecd6b0447894ac1e13db05a6421c150abc1d0aeb52bd2555,67.3687,20.0657,ok,
