job_label,instance_id,lemma,k,ranking_mode,orig_trace_len,min_trace_len,orig_trace,min_trace
campaign_r1_task9_random,1,lemma1_chain_monotone,6,adv_bias,101,10,"p5,p6,p5,p4,p4,p4,p8,p4,p6,p7,p2,p1,p7,p9,p2,p4,p4,p8,p0,p2,p1,p9,p2,p5,p8,p9,p1,p6,p9,p1,p6,p1,p9,p9,p2,p1,p1,p1,p6,p6,p6,p2,p2,p2,p7,p3,p3,p4,p2,p6,p1,p2,p6,p2,p9,p8,p1,p8,p8,p2,p2,p6,p1,p1,p5,p8,p9,p0,p2,p6,p0,p9,p9,p0,p6,p6,p0,p8,p6,p9,p7,p0,p4,p3,p7,p1,p3,p6,p3,p5,p3,p3,p7,p1,p9,p1,p5,p2,p9,p7,p1","p6,p3,p7,p9,p1,p5,p2,p9,p7,p1"
campaign_r1_task9_random,1,lemma1_chain_monotone,6,adv_bias,101,10,"p5,p6,p5,p4,p4,p4,p8,p4,p6,p7,p2,p1,p7,p9,p2,p4,p4,p8,p0,p2,p1,p9,p2,p5,p8,p9,p1,p6,p9,p1,p6,p1,p9,p9,p2,p1,p1,p1,p6,p6,p6,p2,p2,p2,p7,p3,p3,p4,p2,p6,p1,p2,p6,p2,p9,p8,p1,p8,p8,p2,p2,p6,p1,p1,p5,p8,p9,p0,p2,p6,p0,p9,p9,p0,p6,p6,p0,p8,p6,p9,p7,p0,p4,p3,p7,p1,p3,p6,p3,p5,p3,p3,p7,p1,p9,p1,p5,p2,p9,p7,p1","p6,p3,p7,p9,p1,p5,p2,p9,p7,p1"
campaign_r1_task9_random,1,lemma1_chain_monotone,6,adv_bias,101,10,"p5,p6,p5,p4,p4,p4,p8,p4,p6,p7,p2,p1,p7,p9,p2,p4,p4,p8,p0,p2,p1,p9,p2,p5,p8,p9,p1,p6,p9,p1,p6,p1,p9,p9,p2,p1,p1,p1,p6,p6,p6,p2,p2,p2,p7,p3,p3,p4,p2,p6,p1,p2,p6,p2,p9,p8,p1,p8,p8,p2,p2,p6,p1,p1,p5,p8,p9,p0,p2,p6,p0,p9,p9,p0,p6,p6,p0,p8,p6,p9,p7,p0,p4,p3,p7,p1,p3,p6,p3,p5,p3,p3,p7,p1,p9,p1,p5,p2,p9,p7,p1","p6,p3,p7,p9,p1,p5,p2,p9,p7,p1"
campaign_r1_task9_random,1,lemma2_head_bound,6,adv_bias,101,12,"p5,p6,p5,p4,p4,p4,p8,p4,p6,p7,p2,p1,p7,p9,p2,p4,p4,p8,p0,p2,p1,p9,p2,p5,p8,p9,p1,p6,p9,p1,p6,p1,p9,p9,p2,p1,p1,p1,p6,p6,p6,p2,p2,p2,p7,p3,p3,p4,p2,p6,p1,p2,p6,p2,p9,p8,p1,p8,p8,p2,p2,p6,p1,p1,p5,p8,p9,p0,p2,p6,p0,p9,p9,p0,p6,p6,p0,p8,p6,p9,p7,p0,p4,p3,p7,p1,p3,p6,p3,p5,p3,p3,p7,p1,p9,p1,p5,p2,p9,p7,p1","p0,p4,p6,p3,p7,p9,p1,p5,p2,p9,p7,p1"
campaign_r1_task9_random,4,lemma1_chain_monotone,3,adv_bias,20,8,"p7,p4,p0,p2,p2,p2,p4,p4,p0,p2,p7,p4,p6,p6,p1,p7,p7,p3,p1,p1","p2,p7,p4,p6,p1,p7,p3,p1"
campaign_r1_task9_random,4,lemma2_head_bound,3,adv_bias,20,8,"p7,p4,p0,p2,p2,p2,p4,p4,p0,p2,p7,p4,p6,p6,p1,p7,p7,p3,p1,p1","p2,p7,p4,p6,p1,p7,p3,p1"
campaign_r1_task9_random,32,lemma1_chain_monotone,6,adv_bias,114,10,"p1,p0,p5,p1,p1,p1,p1,p5,p1,p1,p5,p1,p13,p1,p1,p1,p1,p5,p1,p1,p5,p1,p1,p1,p1,p1,p5,p1,p1,p11,p11,p1,p1,p1,p5,p9,p4,p1,p1,p1,p1,p7,p11,p9,p1,p5,p4,p1,p1,p1,p1,p7,p5,p5,p1,p5,p7,p7,p5,p8,p5,p5,p10,p4,p4,p5,p5,p4,p10,p4,p4,p4,p10,p4,p4,p4,p10,p4,p4,p4,p10,p4,p1,p10,p9,p4,p12,p1,p4,p4,p1,p1,p1,p9,p1,p1,p2,p4,p4,p4,p1,p1,p4,p2,p1,p4,p4,p4,p1,p4,p4,p4,p1,p4","p13,p5,p9,p1,p7,p4,p10,p9,p1,p4"
campaign_r1_task9_random,34,lemma1_chain_monotone,8,adv_bias,125,12,"p2,p9,p9,p7,p2,p2,p2,p8,p8,p6,p1,p2,p2,p2,p9,p2,p2,p6,p8,p9,p0,p9,p2,p8,p6,p8,p8,p0,p9,p0,p8,p8,p9,p0,p0,p9,p1,p0,p0,p0,p0,p1,p8,p6,p4,p1,p9,p2,p0,p0,p2,p1,p9,p2,p1,p3,p9,p6,p6,p6,p9,p7,p2,p6,p3,p0,p1,p2,p5,p1,p6,p6,p1,p3,p9,p7,p4,p7,p6,p3,p0,p0,p6,p4,p6,p6,p4,p6,p4,p4,p6,p4,p6,p6,p1,p4,p1,p4,p6,p4,p9,p6,p4,p5,p4,p4,p9,p1,p8,p6,p9,p1,p9,p9,p8,p4,p1,p6,p4,p3,p4,p6,p3,p4,p6","p7,p3,p0,p5,p4,p6,p9,p8,p1,p3,p4,p6"
campaign_r1_task9_random,34,lemma1_chain_monotone,8,adv_bias,125,12,"p2,p9,p9,p7,p2,p2,p2,p8,p8,p6,p1,p2,p2,p2,p9,p2,p2,p6,p8,p9,p0,p9,p2,p8,p6,p8,p8,p0,p9,p0,p8,p8,p9,p0,p0,p9,p1,p0,p0,p0,p0,p1,p8,p6,p4,p1,p9,p2,p0,p0,p2,p1,p9,p2,p1,p3,p9,p6,p6,p6,p9,p7,p2,p6,p3,p0,p1,p2,p5,p1,p6,p6,p1,p3,p9,p7,p4,p7,p6,p3,p0,p0,p6,p4,p6,p6,p4,p6,p4,p4,p6,p4,p6,p6,p1,p4,p1,p4,p6,p4,p9,p6,p4,p5,p4,p4,p9,p1,p8,p6,p9,p1,p9,p9,p8,p4,p1,p6,p4,p3,p4,p6,p3,p4,p6","p7,p3,p0,p5,p4,p6,p9,p8,p1,p3,p4,p6"
campaign_r1_task9_random,39,lemma1_chain_monotone,8,adv_bias,131,11,"p0,p0,p0,p6,p0,p0,p0,p0,p0,p4,p0,p0,p4,p0,p0,p8,p0,p0,p0,p4,p8,p0,p0,p8,p0,p8,p8,p8,p8,p7,p0,p0,p8,p2,p8,p0,p0,p0,p8,p7,p8,p5,p8,p8,p0,p6,p8,p8,p5,p7,p5,p0,p0,p4,p2,p6,p8,p1,p5,p2,p7,p1,p4,p0,p2,p2,p4,p2,p5,p1,p2,p2,p6,p1,p1,p1,p1,p5,p5,p1,p3,p1,p1,p1,p1,p7,p7,p5,p1,p1,p0,p0,p7,p1,p0,p1,p1,p0,p0,p3,p2,p1,p3,p3,p0,p1,p1,p3,p1,p7,p5,p0,p1,p1,p1,p3,p1,p7,p1,p7,p6,p1,p2,p7,p1,p4,p1,p1,p9,p7,p9","p8,p5,p0,p3,p6,p2,p7,p4,p1,p7,p9"
