job_label,instance_id,mode,ranking_mode,k,trace_len,trace,lemma,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_r1_task9_random,1,random,adv_bias,6,101,"p5,p6,p5,p4,p4,p4,p8,p4,p6,p7,p2,p1,p7,p9,p2,p4,p4,p8,p0,p2,p1,p9,p2,p5,p8,p9,p1,p6,p9,p1,p6,p1,p9,p9,p2,p1,p1,p1,p6,p6,p6,p2,p2,p2,p7,p3,p3,p4,p2,p6,p1,p2,p6,p2,p9,p8,p1,p8,p8,p2,p2,p6,p1,p1,p5,p8,p9,p0,p2,p6,p0,p9,p9,p0,p6,p6,p0,p8,p6,p9,p7,p0,p4,p3,p7,p1,p3,p6,p3,p5,p3,p3,p7,p1,p9,p1,p5,p2,p9,p7,p1",lemma1_chain_monotone,ph1_c0,1,3,4,False,True,p2,"p2,p4,p5,p6,p8","p4,p5,p6,p8","2,2,3"
campaign_r1_task9_random,1,random,adv_bias,6,101,"p5,p6,p5,p4,p4,p4,p8,p4,p6,p7,p2,p1,p7,p9,p2,p4,p4,p8,p0,p2,p1,p9,p2,p5,p8,p9,p1,p6,p9,p1,p6,p1,p9,p9,p2,p1,p1,p1,p6,p6,p6,p2,p2,p2,p7,p3,p3,p4,p2,p6,p1,p2,p6,p2,p9,p8,p1,p8,p8,p2,p2,p6,p1,p1,p5,p8,p9,p0,p2,p6,p0,p9,p9,p0,p6,p6,p0,p8,p6,p9,p7,p0,p4,p3,p7,p1,p3,p6,p3,p5,p3,p3,p7,p1,p9,p1,p5,p2,p9,p7,p1",lemma1_chain_monotone,ph5_c2,5,2,2,False,True,p4,"p1,p3,p4","p1,p3","4,4"
campaign_r1_task9_random,1,random,adv_bias,6,101,"p5,p6,p5,p4,p4,p4,p8,p4,p6,p7,p2,p1,p7,p9,p2,p4,p4,p8,p0,p2,p1,p9,p2,p5,p8,p9,p1,p6,p9,p1,p6,p1,p9,p9,p2,p1,p1,p1,p6,p6,p6,p2,p2,p2,p7,p3,p3,p4,p2,p6,p1,p2,p6,p2,p9,p8,p1,p8,p8,p2,p2,p6,p1,p1,p5,p8,p9,p0,p2,p6,p0,p9,p9,p0,p6,p6,p0,p8,p6,p9,p7,p0,p4,p3,p7,p1,p3,p6,p3,p5,p3,p3,p7,p1,p9,p1,p5,p2,p9,p7,p1",lemma1_chain_monotone,ph7_c1,7,3,0,False,False,p4,"p0,p4,p6,p8",,"1000000000000,1000000000000,1000000000000"
campaign_r1_task9_random,1,random,adv_bias,6,101,"p5,p6,p5,p4,p4,p4,p8,p4,p6,p7,p2,p1,p7,p9,p2,p4,p4,p8,p0,p2,p1,p9,p2,p5,p8,p9,p1,p6,p9,p1,p6,p1,p9,p9,p2,p1,p1,p1,p6,p6,p6,p2,p2,p2,p7,p3,p3,p4,p2,p6,p1,p2,p6,p2,p9,p8,p1,p8,p8,p2,p2,p6,p1,p1,p5,p8,p9,p0,p2,p6,p0,p9,p9,p0,p6,p6,p0,p8,p6,p9,p7,p0,p4,p3,p7,p1,p3,p6,p3,p5,p3,p3,p7,p1,p9,p1,p5,p2,p9,p7,p1",lemma2_head_bound,ph7_c1,7,3,0,False,False,p4,"p0,p4,p6,p8",,"1000000000000,1000000000000,1000000000000"
campaign_r1_task9_random,4,random,adv_bias,3,20,"p7,p4,p0,p2,p2,p2,p4,p4,p0,p2,p7,p4,p6,p6,p1,p7,p7,p3,p1,p1",lemma1_chain_monotone,ph3_c0,3,2,0,False,False,p0,"p0,p6",,"1000000000000,1000000000000"
campaign_r1_task9_random,4,random,adv_bias,3,20,"p7,p4,p0,p2,p2,p2,p4,p4,p0,p2,p7,p4,p6,p6,p1,p7,p7,p3,p1,p1",lemma2_head_bound,ph3_c0,3,2,0,False,False,p0,"p0,p6",,"1000000000000,1000000000000"
campaign_r1_task9_random,32,random,adv_bias,6,114,"p1,p0,p5,p1,p1,p1,p1,p5,p1,p1,p5,p1,p13,p1,p1,p1,p1,p5,p1,p1,p5,p1,p1,p1,p1,p1,p5,p1,p1,p11,p11,p1,p1,p1,p5,p9,p4,p1,p1,p1,p1,p7,p11,p9,p1,p5,p4,p1,p1,p1,p1,p7,p5,p5,p1,p5,p7,p7,p5,p8,p5,p5,p10,p4,p4,p5,p5,p4,p10,p4,p4,p4,p10,p4,p4,p4,p10,p4,p4,p4,p10,p4,p1,p10,p9,p4,p12,p1,p4,p4,p1,p1,p1,p9,p1,p1,p2,p4,p4,p4,p1,p1,p4,p2,p1,p4,p4,p4,p1,p4,p4,p4,p1,p4",lemma1_chain_monotone,ph1_c0,1,2,4,False,True,p11,"p0,p11,p13,p5,p9","p0,p13,p5,p9","5,2"
campaign_r1_task9_random,34,random,adv_bias,8,125,"p2,p9,p9,p7,p2,p2,p2,p8,p8,p6,p1,p2,p2,p2,p9,p2,p2,p6,p8,p9,p0,p9,p2,p8,p6,p8,p8,p0,p9,p0,p8,p8,p9,p0,p0,p9,p1,p0,p0,p0,p0,p1,p8,p6,p4,p1,p9,p2,p0,p0,p2,p1,p9,p2,p1,p3,p9,p6,p6,p6,p9,p7,p2,p6,p3,p0,p1,p2,p5,p1,p6,p6,p1,p3,p9,p7,p4,p7,p6,p3,p0,p0,p6,p4,p6,p6,p4,p6,p4,p4,p6,p4,p6,p6,p1,p4,p1,p4,p6,p4,p9,p6,p4,p5,p4,p4,p9,p1,p8,p6,p9,p1,p9,p9,p8,p4,p1,p6,p4,p3,p4,p6,p3,p4,p6",lemma1_chain_monotone,ph1_c1,1,2,5,False,True,p7,"p0,p1,p2,p4,p7,p8","p0,p1,p2,p4,p8","1,1"
campaign_r1_task9_random,34,random,adv_bias,8,125,"p2,p9,p9,p7,p2,p2,p2,p8,p8,p6,p1,p2,p2,p2,p9,p2,p2,p6,p8,p9,p0,p9,p2,p8,p6,p8,p8,p0,p9,p0,p8,p8,p9,p0,p0,p9,p1,p0,p0,p0,p0,p1,p8,p6,p4,p1,p9,p2,p0,p0,p2,p1,p9,p2,p1,p3,p9,p6,p6,p6,p9,p7,p2,p6,p3,p0,p1,p2,p5,p1,p6,p6,p1,p3,p9,p7,p4,p7,p6,p3,p0,p0,p6,p4,p6,p6,p4,p6,p4,p4,p6,p4,p6,p6,p1,p4,p1,p4,p6,p4,p9,p6,p4,p5,p4,p4,p9,p1,p8,p6,p9,p1,p9,p9,p8,p4,p1,p6,p4,p3,p4,p6,p3,p4,p6",lemma1_chain_monotone,ph2_c0,2,2,5,False,True,p0,"p0,p1,p2,p3,p5,p8,p9","p1,p2,p5,p8,p9","3,1"
campaign_r1_task9_random,39,random,adv_bias,8,131,"p0,p0,p0,p6,p0,p0,p0,p0,p0,p4,p0,p0,p4,p0,p0,p8,p0,p0,p0,p4,p8,p0,p0,p8,p0,p8,p8,p8,p8,p7,p0,p0,p8,p2,p8,p0,p0,p0,p8,p7,p8,p5,p8,p8,p0,p6,p8,p8,p5,p7,p5,p0,p0,p4,p2,p6,p8,p1,p5,p2,p7,p1,p4,p0,p2,p2,p4,p2,p5,p1,p2,p2,p6,p1,p1,p1,p1,p5,p5,p1,p3,p1,p1,p1,p1,p7,p7,p5,p1,p1,p0,p0,p7,p1,p0,p1,p1,p0,p0,p3,p2,p1,p3,p3,p0,p1,p1,p3,p1,p7,p5,p0,p1,p1,p1,p3,p1,p7,p1,p7,p6,p1,p2,p7,p1,p4,p1,p1,p9,p7,p9",lemma1_chain_monotone,ph1_c0,1,2,6,False,True,p7,"p0,p2,p4,p5,p6,p7,p8","p0,p2,p4,p5,p6,p8","4,2"
