job_label,instance_id,mode,ranking_mode,k,trace_len,trace,lemma,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_r1_task10_random,21,random,adv_bias,4,50,"p6,p6,p3,p5,p4,p0,p3,p4,p5,p4,p5,p5,p3,p0,p4,p9,p9,p9,p5,p3,p4,p9,p4,p7,p3,p5,p9,p1,p5,p9,p5,p4,p5,p9,p9,p6,p7,p7,p6,p6,p1,p7,p2,p3,p7,p9,p2,p3,p5,p7",lemma1_chain_monotone,ph1_c0,1,2,2,False,True,p4,"p4,p5,p6","p5,p6","1,1"
campaign_r1_task10_random,21,random,adv_bias,4,50,"p6,p6,p3,p5,p4,p0,p3,p4,p5,p4,p5,p5,p3,p0,p4,p9,p9,p9,p5,p3,p4,p9,p4,p7,p3,p5,p9,p1,p5,p9,p5,p4,p5,p9,p9,p6,p7,p7,p6,p6,p1,p7,p2,p3,p7,p9,p2,p3,p5,p7",lemma1_chain_monotone,ph6_c0,6,2,0,False,False,p1,"p0,p1,p6",,"1000000000000,1000000000000"
campaign_r1_task10_random,21,random,adv_bias,4,50,"p6,p6,p3,p5,p4,p0,p3,p4,p5,p4,p5,p5,p3,p0,p4,p9,p9,p9,p5,p3,p4,p9,p4,p7,p3,p5,p9,p1,p5,p9,p5,p4,p5,p9,p9,p6,p7,p7,p6,p6,p1,p7,p2,p3,p7,p9,p2,p3,p5,p7",lemma2_head_bound,ph6_c0,6,2,0,False,False,p1,"p0,p1,p6",,"1000000000000,1000000000000"
campaign_r1_task10_random,21,random,adv_bias,4,50,"p6,p6,p3,p5,p4,p0,p3,p4,p5,p4,p5,p5,p3,p0,p4,p9,p9,p9,p5,p3,p4,p9,p4,p7,p3,p5,p9,p1,p5,p9,p5,p4,p5,p9,p9,p6,p7,p7,p6,p6,p1,p7,p2,p3,p7,p9,p2,p3,p5,p7",lemma1_chain_monotone,ph7_c0,7,2,0,False,False,p6,p6,,"1000000000000,1000000000000"
campaign_r1_task10_random,21,random,adv_bias,4,50,"p6,p6,p3,p5,p4,p0,p3,p4,p5,p4,p5,p5,p3,p0,p4,p9,p9,p9,p5,p3,p4,p9,p4,p7,p3,p5,p9,p1,p5,p9,p5,p4,p5,p9,p9,p6,p7,p7,p6,p6,p1,p7,p2,p3,p7,p9,p2,p3,p5,p7",lemma2_head_bound,ph7_c0,7,2,0,False,False,p6,p6,,"1000000000000,1000000000000"
campaign_r1_task10_random,29,random,adv_bias,3,44,"p3,p3,p3,p1,p5,p5,p5,p6,p5,p4,p1,p3,p5,p4,p1,p6,p3,p4,p1,p3,p1,p6,p4,p3,p1,p1,p1,p4,p1,p1,p4,p4,p0,p5,p4,p4,p4,p0,p4,p1,p0,p0,p0,p0",lemma1_chain_monotone,ph1_c0,1,2,1,False,True,p1,"p1,p3",p3,"2,2"
campaign_r1_task10_random,29,random,adv_bias,3,44,"p3,p3,p3,p1,p5,p5,p5,p6,p5,p4,p1,p3,p5,p4,p1,p6,p3,p4,p1,p3,p1,p6,p4,p3,p1,p1,p1,p4,p1,p1,p4,p4,p0,p5,p4,p4,p4,p0,p4,p1,p0,p0,p0,p0",lemma1_chain_monotone,ph3_c0,3,2,0,False,False,p6,p6,,"2,2"
campaign_r1_task10_random,29,random,adv_bias,3,44,"p3,p3,p3,p1,p5,p5,p5,p6,p5,p4,p1,p3,p5,p4,p1,p6,p3,p4,p1,p3,p1,p6,p4,p3,p1,p1,p1,p4,p1,p1,p4,p4,p0,p5,p4,p4,p4,p0,p4,p1,p0,p0,p0,p0",lemma2_head_bound,ph3_c0,3,2,0,False,False,p6,p6,,"2,2"
campaign_r1_task10_random,30,random,adv_bias,3,42,"p3,p6,p4,p1,p1,p4,p1,p2,p5,p2,p6,p4,p2,p4,p3,p3,p3,p1,p1,p1,p1,p1,p4,p6,p3,p6,p6,p4,p6,p1,p6,p2,p6,p0,p6,p2,p5,p5,p4,p0,p1,p5",lemma1_chain_monotone,ph9_c0,9,2,0,False,False,p6,"p3,p6",,"1000000000000,1000000000000"
campaign_r1_task10_random,30,random,adv_bias,3,42,"p3,p6,p4,p1,p1,p4,p1,p2,p5,p2,p6,p4,p2,p4,p3,p3,p3,p1,p1,p1,p1,p1,p4,p6,p3,p6,p6,p4,p6,p1,p6,p2,p6,p0,p6,p2,p5,p5,p4,p0,p1,p5",lemma2_head_bound,ph9_c0,9,2,0,False,False,p6,"p3,p6",,"1000000000000,1000000000000"
