job_label,instance_id,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_r1_task1_exhaustive,33,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,45,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,56,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,60,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,68,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,76,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,80,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,132,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,176,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,197,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,217,ph1_c0,1,1,0,True,True,p1,p1,,2
campaign_r1_task1_exhaustive,229,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,233,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,241,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,261,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,277,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,313,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,317,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,333,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,349,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,353,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,357,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,377,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task1_exhaustive,381,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,385,ph1_c0,1,1,0,True,True,p2,p2,,2
campaign_r1_task1_exhaustive,393,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,397,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,425,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,441,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,445,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,453,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,457,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,461,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,477,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,481,ph1_c0,1,1,0,True,True,p2,p2,,2
campaign_r1_task1_exhaustive,497,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,505,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,509,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,517,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,521,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,549,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,585,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,593,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,613,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,625,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,633,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,645,ph1_c0,1,1,0,True,True,p1,p1,,2
campaign_r1_task1_exhaustive,661,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,666,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,669,ph1_c0,1,1,0,True,True,p0,p0,,3
campaign_r1_task1_exhaustive,677,ph1_c0,1,1,0,True,True,p1,p1,,2
campaign_r1_task1_exhaustive,686,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,690,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,694,ph2_c0,2,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,706,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,714,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,718,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,722,ph1_c0,1,1,0,True,True,p2,p2,,2
campaign_r1_task1_exhaustive,722,ph2_c0,2,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,762,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,770,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,774,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,778,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,790,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,802,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,802,ph2_c0,2,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,818,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,826,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,829,ph1_c0,1,1,0,True,True,p1,p1,,3
campaign_r1_task1_exhaustive,830,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,842,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,846,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,854,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,858,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,866,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,870,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,874,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,878,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,894,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,906,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,922,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,926,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,930,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,938,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,942,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,949,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,954,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,974,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1005,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1014,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1018,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1030,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1034,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1046,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1050,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,1070,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,1074,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task1_exhaustive,1078,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1086,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,1090,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1110,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1122,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1138,ph1_c0,1,1,0,True,True,p1,p1,,2
campaign_r1_task1_exhaustive,1142,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1146,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1150,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1166,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task1_exhaustive,1174,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1182,ph1_c0,1,1,0,True,True,p1,p1,,2
campaign_r1_task1_exhaustive,1182,ph2_c0,2,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1186,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1190,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1194,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1194,ph2_c0,2,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1202,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1206,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1210,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1214,ph2_c0,2,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1238,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1250,ph2_c0,2,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1286,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1306,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1314,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1322,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1322,ph2_c0,2,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1326,ph1_c0,1,1,0,True,True,p2,p2,,2
campaign_r1_task1_exhaustive,1330,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,1334,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task1_exhaustive,1350,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1374,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1378,ph2_c0,2,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1382,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1390,ph1_c0,1,1,0,True,True,p2,p2,,2
campaign_r1_task1_exhaustive,1402,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1434,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1442,ph1_c0,1,1,0,True,True,p1,p1,,2
campaign_r1_task1_exhaustive,1445,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1454,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task1_exhaustive,1457,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task1_exhaustive,1458,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1470,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1478,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1482,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1498,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,1498,ph2_c0,2,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1502,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task1_exhaustive,1506,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1538,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1542,ph1_c0,1,1,0,True,True,p2,p2,,2
campaign_r1_task1_exhaustive,1550,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1562,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task1_exhaustive,1566,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,1566,ph2_c0,2,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1570,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1574,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1578,ph1_c0,1,1,0,True,True,p1,p1,,2
campaign_r1_task1_exhaustive,1602,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1606,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1606,ph2_c0,2,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1622,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1626,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1630,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,1630,ph2_c0,2,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1642,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1654,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1658,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task1_exhaustive,1662,ph1_c0,1,1,0,True,True,p2,p2,,2
campaign_r1_task1_exhaustive,1670,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1686,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1690,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1694,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1698,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1718,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task1_exhaustive,1730,ph2_c0,2,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1734,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1750,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1770,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1794,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1802,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1812,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,1814,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1822,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1834,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1846,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1853,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1862,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1866,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,1874,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1878,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1882,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,1882,ph2_c0,2,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1898,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1910,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1918,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1918,ph2_c0,2,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1926,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,1926,ph2_c0,2,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1930,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,1946,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,1954,ph2_c0,2,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1962,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1966,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,1970,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,1974,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1978,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,1986,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,2000,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,2000,ph2_c0,2,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,2004,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,2012,ph1_c0,1,1,0,True,True,p1,p1,,2
campaign_r1_task1_exhaustive,2016,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,2028,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,2032,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task1_exhaustive,2034,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task1_exhaustive,2036,ph1_c0,1,1,0,True,True,p1,p1,,2
campaign_r1_task1_exhaustive,2036,ph2_c0,2,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,2048,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,2064,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task1_exhaustive,2071,ph2_c0,2,1,0,True,True,p2,p2,,2
campaign_r1_task1_exhaustive,2072,ph1_c0,1,1,0,True,True,p1,p1,,2
campaign_r1_task1_exhaustive,2072,ph2_c0,2,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task1_exhaustive,2076,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task1_exhaustive,2076,ph2_c0,2,1,0,True,True,p2,p2,,1
campaign_r1_task1_exhaustive,2084,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task1_exhaustive,2084,ph2_c0,2,1,0,True,True,p2,p2,,2
campaign_r1_task1_exhaustive,2091,ph1_c0,1,1,0,True,True,p2,p2,,3
campaign_r1_task1_exhaustive,2096,ph1_c0,1,1,0,True,True,p1,p1,,1
