job_label,instance_id,lemma,k,ranking_mode,orig_trace_len,min_trace_len,orig_trace,min_trace
campaign_r1_task6_random,0,lemma1_chain_monotone,5,noisy,72,9,"p0,p4,p4,p4,p4,p0,p4,p1,p1,p11,p4,p0,p8,p4,p11,p0,p1,p1,p0,p1,p1,p4,p8,p4,p6,p3,p7,p1,p4,p4,p3,p1,p4,p3,p4,p1,p4,p6,p2,p4,p1,p4,p10,p4,p1,p4,p4,p5,p4,p7,p1,p1,p4,p4,p1,p4,p4,p8,p4,p4,p8,p4,p4,p4,p4,p8,p4,p4,p4,p8,p4,p7","p11,p0,p8,p6,p7,p4,p5,p1,p4"
campaign_r1_task6_random,0,lemma2_head_bound,5,noisy,72,9,"p0,p4,p4,p4,p4,p0,p4,p1,p1,p11,p4,p0,p8,p4,p11,p0,p1,p1,p0,p1,p1,p4,p8,p4,p6,p3,p7,p1,p4,p4,p3,p1,p4,p3,p4,p1,p4,p6,p2,p4,p1,p4,p10,p4,p1,p4,p4,p5,p4,p7,p1,p1,p4,p4,p1,p4,p4,p8,p4,p4,p8,p4,p4,p4,p4,p8,p4,p4,p4,p8,p4,p7","p11,p0,p8,p6,p7,p4,p5,p1,p4"
campaign_r1_task6_random,16,lemma1_chain_monotone,4,adv_bias,73,13,"p7,p7,p7,p7,p7,p7,p4,p0,p7,p0,p0,p3,p7,p7,p0,p0,p0,p0,p0,p8,p0,p0,p0,p0,p0,p4,p8,p4,p2,p4,p3,p2,p9,p8,p8,p8,p2,p9,p1,p2,p4,p2,p4,p4,p4,p1,p5,p6,p5,p4,p4,p6,p7,p1,p6,p4,p7,p4,p4,p7,p7,p6,p4,p0,p2,p7,p9,p7,p0,p3,p6,p6,p9","p5,p1,p6,p7,p4,p7,p4,p7,p9,p7,p3,p6,p9"
campaign_r1_task6_random,16,lemma2_head_bound,4,adv_bias,73,13,"p7,p7,p7,p7,p7,p7,p4,p0,p7,p0,p0,p3,p7,p7,p0,p0,p0,p0,p0,p8,p0,p0,p0,p0,p0,p4,p8,p4,p2,p4,p3,p2,p9,p8,p8,p8,p2,p9,p1,p2,p4,p2,p4,p4,p4,p1,p5,p6,p5,p4,p4,p6,p7,p1,p6,p4,p7,p4,p4,p7,p7,p6,p4,p0,p2,p7,p9,p7,p0,p3,p6,p6,p9","p5,p1,p6,p7,p4,p7,p4,p7,p9,p7,p3,p6,p9"
campaign_r1_task6_random,18,lemma1_chain_monotone,5,adv_bias,89,9,"p6,p6,p1,p4,p2,p6,p2,p6,p3,p6,p6,p6,p4,p6,p2,p6,p3,p4,p4,p4,p6,p4,p3,p2,p4,p3,p3,p3,p2,p5,p4,p2,p3,p4,p4,p4,p0,p6,p4,p4,p4,p4,p6,p3,p3,p4,p4,p5,p5,p1,p4,p4,p0,p4,p4,p4,p3,p5,p2,p3,p2,p3,p3,p4,p5,p2,p0,p2,p2,p3,p0,p3,p2,p3,p3,p1,p3,p3,p3,p0,p5,p2,p3,p1,p1,p5,p5,p2,p3","p4,p0,p5,p2,p3,p1,p5,p2,p3"
campaign_r1_task6_random,18,lemma1_chain_monotone,5,adv_bias,89,9,"p6,p6,p1,p4,p2,p6,p2,p6,p3,p6,p6,p6,p4,p6,p2,p6,p3,p4,p4,p4,p6,p4,p3,p2,p4,p3,p3,p3,p2,p5,p4,p2,p3,p4,p4,p4,p0,p6,p4,p4,p4,p4,p6,p3,p3,p4,p4,p5,p5,p1,p4,p4,p0,p4,p4,p4,p3,p5,p2,p3,p2,p3,p3,p4,p5,p2,p0,p2,p2,p3,p0,p3,p2,p3,p3,p1,p3,p3,p3,p0,p5,p2,p3,p1,p1,p5,p5,p2,p3","p4,p0,p5,p2,p3,p1,p5,p2,p3"
campaign_r1_task6_random,18,lemma1_chain_monotone,5,adv_bias,89,9,"p6,p6,p1,p4,p2,p6,p2,p6,p3,p6,p6,p6,p4,p6,p2,p6,p3,p4,p4,p4,p6,p4,p3,p2,p4,p3,p3,p3,p2,p5,p4,p2,p3,p4,p4,p4,p0,p6,p4,p4,p4,p4,p6,p3,p3,p4,p4,p5,p5,p1,p4,p4,p0,p4,p4,p4,p3,p5,p2,p3,p2,p3,p3,p4,p5,p2,p0,p2,p2,p3,p0,p3,p2,p3,p3,p1,p3,p3,p3,p0,p5,p2,p3,p1,p1,p5,p5,p2,p3","p4,p0,p5,p2,p3,p1,p5,p2,p3"
campaign_r1_task6_random,18,lemma1_chain_monotone,5,adv_bias,89,9,"p6,p6,p1,p4,p2,p6,p2,p6,p3,p6,p6,p6,p4,p6,p2,p6,p3,p4,p4,p4,p6,p4,p3,p2,p4,p3,p3,p3,p2,p5,p4,p2,p3,p4,p4,p4,p0,p6,p4,p4,p4,p4,p6,p3,p3,p4,p4,p5,p5,p1,p4,p4,p0,p4,p4,p4,p3,p5,p2,p3,p2,p3,p3,p4,p5,p2,p0,p2,p2,p3,p0,p3,p2,p3,p3,p1,p3,p3,p3,p0,p5,p2,p3,p1,p1,p5,p5,p2,p3","p4,p0,p5,p2,p3,p1,p5,p2,p3"
campaign_r1_task6_random,21,lemma1_chain_monotone,6,adv_bias,99,11,"p1,p1,p1,p2,p2,p1,p2,p1,p1,p1,p2,p1,p3,p1,p2,p1,p2,p1,p6,p1,p3,p2,p0,p5,p1,p0,p1,p5,p1,p4,p5,p4,p1,p5,p0,p3,p5,p1,p4,p0,p2,p4,p6,p0,p5,p2,p5,p2,p2,p4,p4,p4,p2,p2,p0,p1,p4,p0,p0,p1,p0,p2,p4,p0,p5,p0,p0,p0,p0,p0,p3,p5,p6,p3,p0,p3,p3,p3,p4,p2,p4,p3,p3,p3,p1,p3,p3,p4,p3,p4,p1,p3,p4,p6,p6,p6,p3,p6,p6","p1,p5,p6,p0,p4,p2,p3,p1,p3,p4,p6"
campaign_r1_task6_random,21,lemma1_chain_monotone,6,adv_bias,99,11,"p1,p1,p1,p2,p2,p1,p2,p1,p1,p1,p2,p1,p3,p1,p2,p1,p2,p1,p6,p1,p3,p2,p0,p5,p1,p0,p1,p5,p1,p4,p5,p4,p1,p5,p0,p3,p5,p1,p4,p0,p2,p4,p6,p0,p5,p2,p5,p2,p2,p4,p4,p4,p2,p2,p0,p1,p4,p0,p0,p1,p0,p2,p4,p0,p5,p0,p0,p0,p0,p0,p3,p5,p6,p3,p0,p3,p3,p3,p4,p2,p4,p3,p3,p3,p1,p3,p3,p4,p3,p4,p1,p3,p4,p6,p6,p6,p3,p6,p6","p1,p5,p6,p0,p4,p2,p3,p1,p3,p4,p6"
