job_label,instance_id,mode,ranking_mode,k,trace_len,trace,lemma,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_r1_task6_random,0,random,noisy,5,72,"p0,p4,p4,p4,p4,p0,p4,p1,p1,p11,p4,p0,p8,p4,p11,p0,p1,p1,p0,p1,p1,p4,p8,p4,p6,p3,p7,p1,p4,p4,p3,p1,p4,p3,p4,p1,p4,p6,p2,p4,p1,p4,p10,p4,p1,p4,p4,p5,p4,p7,p1,p1,p4,p4,p1,p4,p4,p8,p4,p4,p8,p4,p4,p4,p4,p8,p4,p4,p4,p8,p4,p7",lemma1_chain_monotone,ph1_c0,1,2,0,False,False,p0,"p0,p1,p4,p8",,"1000000000000,31"
campaign_r1_task6_random,0,random,noisy,5,72,"p0,p4,p4,p4,p4,p0,p4,p1,p1,p11,p4,p0,p8,p4,p11,p0,p1,p1,p0,p1,p1,p4,p8,p4,p6,p3,p7,p1,p4,p4,p3,p1,p4,p3,p4,p1,p4,p6,p2,p4,p1,p4,p10,p4,p1,p4,p4,p5,p4,p7,p1,p1,p4,p4,p1,p4,p4,p8,p4,p4,p8,p4,p4,p4,p4,p8,p4,p4,p4,p8,p4,p7",lemma2_head_bound,ph1_c0,1,2,0,False,False,p0,"p0,p1,p4,p8",,"1000000000000,31"
campaign_r1_task6_random,16,random,adv_bias,4,73,"p7,p7,p7,p7,p7,p7,p4,p0,p7,p0,p0,p3,p7,p7,p0,p0,p0,p0,p0,p8,p0,p0,p0,p0,p0,p4,p8,p4,p2,p4,p3,p2,p9,p8,p8,p8,p2,p9,p1,p2,p4,p2,p4,p4,p4,p1,p5,p6,p5,p4,p4,p6,p7,p1,p6,p4,p7,p4,p4,p7,p7,p6,p4,p0,p2,p7,p9,p7,p0,p3,p6,p6,p9",lemma1_chain_monotone,ph7_c0,7,2,0,False,False,p8,"p0,p5,p8",,"1000000000000,1000000000000"
campaign_r1_task6_random,16,random,adv_bias,4,73,"p7,p7,p7,p7,p7,p7,p4,p0,p7,p0,p0,p3,p7,p7,p0,p0,p0,p0,p0,p8,p0,p0,p0,p0,p0,p4,p8,p4,p2,p4,p3,p2,p9,p8,p8,p8,p2,p9,p1,p2,p4,p2,p4,p4,p4,p1,p5,p6,p5,p4,p4,p6,p7,p1,p6,p4,p7,p4,p4,p7,p7,p6,p4,p0,p2,p7,p9,p7,p0,p3,p6,p6,p9",lemma2_head_bound,ph7_c0,7,2,0,False,False,p8,"p0,p5,p8",,"1000000000000,1000000000000"
campaign_r1_task6_random,18,random,adv_bias,5,89,"p6,p6,p1,p4,p2,p6,p2,p6,p3,p6,p6,p6,p4,p6,p2,p6,p3,p4,p4,p4,p6,p4,p3,p2,p4,p3,p3,p3,p2,p5,p4,p2,p3,p4,p4,p4,p0,p6,p4,p4,p4,p4,p6,p3,p3,p4,p4,p5,p5,p1,p4,p4,p0,p4,p4,p4,p3,p5,p2,p3,p2,p3,p3,p4,p5,p2,p0,p2,p2,p3,p0,p3,p2,p3,p3,p1,p3,p3,p3,p0,p5,p2,p3,p1,p1,p5,p5,p2,p3",lemma1_chain_monotone,ph1_c0,1,2,3,False,True,p2,"p1,p2,p3,p6","p1,p3,p6","1,1"
campaign_r1_task6_random,18,random,adv_bias,5,89,"p6,p6,p1,p4,p2,p6,p2,p6,p3,p6,p6,p6,p4,p6,p2,p6,p3,p4,p4,p4,p6,p4,p3,p2,p4,p3,p3,p3,p2,p5,p4,p2,p3,p4,p4,p4,p0,p6,p4,p4,p4,p4,p6,p3,p3,p4,p4,p5,p5,p1,p4,p4,p0,p4,p4,p4,p3,p5,p2,p3,p2,p3,p3,p4,p5,p2,p0,p2,p2,p3,p0,p3,p2,p3,p3,p1,p3,p3,p3,p0,p5,p2,p3,p1,p1,p5,p5,p2,p3",lemma1_chain_monotone,ph2_c0,2,2,3,False,True,p5,"p0,p1,p2,p5","p0,p1,p2","4,4"
campaign_r1_task6_random,18,random,adv_bias,5,89,"p6,p6,p1,p4,p2,p6,p2,p6,p3,p6,p6,p6,p4,p6,p2,p6,p3,p4,p4,p4,p6,p4,p3,p2,p4,p3,p3,p3,p2,p5,p4,p2,p3,p4,p4,p4,p0,p6,p4,p4,p4,p4,p6,p3,p3,p4,p4,p5,p5,p1,p4,p4,p0,p4,p4,p4,p3,p5,p2,p3,p2,p3,p3,p4,p5,p2,p0,p2,p2,p3,p0,p3,p2,p3,p3,p1,p3,p3,p3,p0,p5,p2,p3,p1,p1,p5,p5,p2,p3",lemma1_chain_monotone,ph3_c0,3,2,3,False,True,p5,"p1,p2,p5,p6","p1,p2,p6","4,2"
campaign_r1_task6_random,18,random,adv_bias,5,89,"p6,p6,p1,p4,p2,p6,p2,p6,p3,p6,p6,p6,p4,p6,p2,p6,p3,p4,p4,p4,p6,p4,p3,p2,p4,p3,p3,p3,p2,p5,p4,p2,p3,p4,p4,p4,p0,p6,p4,p4,p4,p4,p6,p3,p3,p4,p4,p5,p5,p1,p4,p4,p0,p4,p4,p4,p3,p5,p2,p3,p2,p3,p3,p4,p5,p2,p0,p2,p2,p3,p0,p3,p2,p3,p3,p1,p3,p3,p3,p0,p5,p2,p3,p1,p1,p5,p5,p2,p3",lemma1_chain_monotone,ph4_c0,4,2,3,False,True,p5,"p2,p4,p5,p6","p2,p4,p6","4,2"
campaign_r1_task6_random,21,random,adv_bias,6,99,"p1,p1,p1,p2,p2,p1,p2,p1,p1,p1,p2,p1,p3,p1,p2,p1,p2,p1,p6,p1,p3,p2,p0,p5,p1,p0,p1,p5,p1,p4,p5,p4,p1,p5,p0,p3,p5,p1,p4,p0,p2,p4,p6,p0,p5,p2,p5,p2,p2,p4,p4,p4,p2,p2,p0,p1,p4,p0,p0,p1,p0,p2,p4,p0,p5,p0,p0,p0,p0,p0,p3,p5,p6,p3,p0,p3,p3,p3,p4,p2,p4,p3,p3,p3,p1,p3,p3,p4,p3,p4,p1,p3,p4,p6,p6,p6,p3,p6,p6",lemma1_chain_monotone,ph1_c1,1,2,3,False,True,p0,"p0,p2,p3,p6","p2,p3,p6","1,1"
campaign_r1_task6_random,21,random,adv_bias,6,99,"p1,p1,p1,p2,p2,p1,p2,p1,p1,p1,p2,p1,p3,p1,p2,p1,p2,p1,p6,p1,p3,p2,p0,p5,p1,p0,p1,p5,p1,p4,p5,p4,p1,p5,p0,p3,p5,p1,p4,p0,p2,p4,p6,p0,p5,p2,p5,p2,p2,p4,p4,p4,p2,p2,p0,p1,p4,p0,p0,p1,p0,p2,p4,p0,p5,p0,p0,p0,p0,p0,p3,p5,p6,p3,p0,p3,p3,p3,p4,p2,p4,p3,p3,p3,p1,p3,p3,p4,p3,p4,p1,p3,p4,p6,p6,p6,p3,p6,p6",lemma1_chain_monotone,ph3_c2,3,2,2,False,True,p4,"p1,p2,p4","p1,p2","3,1"
