job_label,instance_id,mode,ranking_mode,k,alphabet,trace_len,chain_count,sum_I,eta_pair,lemma1_pass,lemma2_pass,lemma3_pass,all_pass,violation_count,trace
campaign_smoke_task0_smoke,62,random,noisy,6,14,63,2,0,1,True,True,True,True,0,"p3,p3,p3,p7,p8,p3,p2,p5,p7,p7,p10,p5,p5,p5,p5,p5,p7,p5,p7,p5,p5,p1,p8,p7,p5,p7,p5,p0,p13,p7,p1,p1,p7,p11,p13,p7,p13,p6,p13,p12,p1,p5,p13,p0,p6,p11,p6,p1,p9,p2,p12,p12,p4,p12,p13,p6,p6,p7,p6,p6,p0,p7,p6"
campaign_smoke_task0_smoke,63,random,noisy,4,10,37,0,0,0,True,True,True,True,0,"p6,p2,p2,p2,p6,p2,p2,p6,p6,p6,p2,p2,p6,p0,p2,p1,p0,p6,p6,p2,p8,p1,p1,p0,p6,p0,p0,p3,p5,p6,p5,p0,p0,p0,p5,p2,p6"
campaign_smoke_task0_smoke,64,random,near_tie,3,7,21,0,0,0,True,True,True,True,0,"p5,p5,p5,p5,p5,p0,p0,p0,p0,p0,p0,p2,p3,p1,p2,p0,p0,p2,p3,p0,p2"
campaign_smoke_task0_smoke,65,random,noisy,4,8,28,0,0,0,True,True,True,True,0,"p1,p0,p5,p1,p1,p2,p4,p1,p1,p1,p6,p7,p2,p7,p4,p2,p3,p4,p0,p0,p4,p3,p3,p4,p4,p0,p3,p0"
campaign_smoke_task0_smoke,66,random,noisy,2,6,26,2,0,0,True,True,True,True,0,"p0,p0,p2,p0,p4,p2,p1,p2,p1,p1,p1,p2,p3,p1,p1,p1,p0,p0,p5,p0,p5,p0,p1,p3,p2,p1"
campaign_smoke_task0_smoke,67,random,noisy,2,6,32,0,0,0,True,True,True,True,0,"p5,p5,p4,p4,p0,p4,p4,p0,p0,p4,p2,p2,p2,p4,p2,p2,p2,p2,p5,p0,p0,p2,p2,p2,p3,p2,p1,p3,p1,p3,p1,p0"
campaign_smoke_task0_smoke,68,random,noisy,8,12,86,1,0,0,False,False,True,False,2,"p5,p5,p4,p10,p10,p4,p4,p4,p5,p5,p8,p7,p10,p5,p10,p5,p7,p5,p2,p4,p5,p10,p5,p7,p10,p8,p8,p7,p7,p10,p4,p4,p7,p10,p6,p7,p8,p7,p4,p10,p8,p11,p4,p7,p8,p10,p10,p9,p4,p10,p3,p9,p5,p1,p4,p5,p0,p4,p4,p10,p3,p1,p4,p9,p1,p10,p10,p1,p0,p1,p1,p1,p1,p1,p1,p1,p10,p9,p10,p1,p4,p2,p10,p8,p3,p1"
campaign_smoke_task0_smoke,69,random,adv_bias,4,8,43,0,0,0,True,True,True,True,0,"p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,p6,p2,p2,p6,p2,p6,p6,p4"
campaign_smoke_task0_smoke,70,random,near_tie,6,14,49,0,0,0,True,True,True,True,0,"p7,p7,p7,p11,p7,p0,p7,p6,p7,p6,p0,p7,p7,p6,p0,p7,p5,p8,p4,p0,p4,p7,p7,p4,p7,p7,p7,p7,p7,p7,p7,p4,p4,p4,p7,p7,p4,p4,p5,p7,p4,p5,p4,p1,p4,p7,p0,p0,p1"
campaign_smoke_task0_smoke,71,random,near_tie,2,3,20,0,0,1,True,True,True,True,0,"p1,p1,p0,p0,p0,p2,p1,p0,p1,p2,p2,p1,p2,p2,p2,p0,p0,p0,p0,p0"
campaign_smoke_task0_smoke,72,random,adv_bias,3,8,40,3,1,28,False,False,True,False,2,"p3,p6,p6,p3,p3,p5,p6,p3,p6,p6,p2,p2,p0,p3,p6,p2,p0,p3,p0,p0,p0,p0,p0,p4,p0,p0,p0,p0,p1,p1,p1,p3,p1,p6,p3,p0,p4,p6,p1,p6"
campaign_smoke_task0_smoke,73,random,near_tie,5,9,48,0,0,0,True,True,True,True,0,"p2,p2,p2,p2,p2,p2,p2,p2,p2,p1,p2,p2,p2,p2,p2,p4,p5,p8,p5,p8,p2,p3,p8,p4,p8,p2,p2,p5,p8,p2,p3,p2,p2,p2,p8,p2,p2,p2,p3,p2,p2,p2,p2,p2,p2,p2,p6,p2"
campaign_smoke_task0_smoke,74,random,near_tie,8,10,77,0,0,0,True,True,True,True,0,"p8,p3,p5,p2,p2,p9,p0,p7,p7,p7,p0,p1,p7,p0,p4,p8,p0,p4,p0,p1,p8,p0,p2,p1,p0,p6,p1,p8,p9,p2,p6,p3,p9,p8,p6,p1,p9,p9,p6,p9,p3,p3,p3,p6,p2,p9,p3,p3,p6,p1,p7,p4,p8,p8,p8,p7,p8,p6,p6,p2,p8,p8,p6,p4,p0,p7,p0,p7,p8,p4,p5,p2,p4,p6,p7,p0,p4"
campaign_smoke_task0_smoke,75,random,noisy,2,4,27,0,0,0,True,True,True,True,0,"p2,p2,p2,p2,p2,p2,p2,p0,p0,p2,p2,p0,p0,p0,p2,p2,p0,p1,p2,p0,p2,p3,p2,p0,p2,p2,p0"
campaign_smoke_task0_smoke,76,random,adv_bias,8,18,87,18,64,397,False,False,True,False,3,"p6,p1,p4,p8,p15,p3,p15,p5,p4,p9,p12,p3,p6,p3,p3,p3,p2,p7,p4,p8,p3,p9,p3,p15,p3,p12,p3,p5,p1,p1,p1,p10,p3,p3,p9,p17,p4,p4,p1,p8,p12,p5,p17,p1,p8,p5,p15,p11,p4,p4,p7,p1,p12,p12,p7,p10,p12,p0,p7,p0,p4,p15,p4,p11,p9,p9,p11,p10,p11,p1,p11,p10,p10,p6,p6,p5,p15,p15,p4,p5,p11,p17,p4,p6,p5,p6,p14"
campaign_smoke_task0_smoke,77,random,near_tie,6,8,93,0,0,0,True,True,True,True,0,"p0,p0,p5,p0,p0,p2,p4,p7,p3,p0,p0,p5,p0,p0,p3,p0,p7,p4,p0,p3,p3,p0,p7,p6,p1,p0,p0,p4,p7,p1,p0,p0,p4,p5,p7,p7,p1,p4,p1,p4,p1,p3,p7,p1,p4,p1,p1,p7,p4,p4,p5,p6,p0,p6,p1,p4,p4,p6,p4,p7,p4,p4,p0,p7,p7,p2,p7,p6,p7,p2,p4,p3,p4,p7,p2,p6,p4,p7,p5,p2,p1,p2,p7,p3,p7,p7,p5,p5,p5,p7,p5,p5,p5"
campaign_smoke_task0_smoke,78,random,noisy,2,6,21,0,0,0,True,True,True,True,0,"p3,p4,p3,p4,p5,p5,p3,p5,p5,p5,p3,p3,p3,p4,p3,p2,p3,p2,p1,p2,p4"
campaign_smoke_task0_smoke,79,random,near_tie,4,5,35,0,0,0,True,True,True,True,0,"p3,p3,p3,p1,p3,p3,p3,p3,p3,p3,p1,p3,p3,p3,p3,p1,p3,p3,p3,p3,p3,p3,p3,p1,p3,p3,p3,p3,p1,p3,p4,p3,p3,p3,p3"
campaign_smoke_task0_smoke,80,random,noisy,4,10,78,1,0,3,True,True,True,True,0,"p3,p1,p1,p1,p6,p3,p0,p1,p4,p1,p6,p3,p5,p1,p2,p6,p1,p5,p1,p3,p2,p2,p1,p1,p1,p0,p1,p9,p3,p1,p1,p1,p1,p4,p1,p6,p7,p3,p8,p1,p3,p4,p6,p4,p2,p3,p7,p2,p2,p2,p6,p2,p3,p3,p3,p4,p3,p7,p7,p5,p2,p8,p2,p2,p1,p1,p6,p0,p2,p5,p1,p3,p1,p4,p6,p1,p8,p4"
campaign_smoke_task0_smoke,81,random,adv_bias,4,10,64,11,10,126,False,False,True,False,4,"p1,p1,p8,p1,p2,p1,p5,p7,p2,p1,p8,p7,p2,p5,p8,p7,p0,p0,p7,p2,p1,p7,p0,p0,p0,p7,p9,p0,p3,p7,p0,p7,p1,p7,p2,p5,p5,p7,p5,p1,p4,p7,p5,p7,p5,p7,p6,p7,p5,p7,p1,p2,p6,p6,p2,p5,p5,p0,p6,p7,p2,p5,p3,p2"
campaign_smoke_task0_smoke,82,random,noisy,2,6,38,2,0,0,True,True,True,True,0,"p3,p3,p3,p3,p3,p3,p3,p3,p2,p2,p0,p5,p5,p1,p5,p5,p1,p4,p5,p2,p2,p2,p2,p2,p2,p2,p2,p1,p2,p2,p2,p2,p1,p1,p2,p2,p2,p1"
campaign_smoke_task0_smoke,83,random,adv_bias,8,18,67,9,15,174,True,True,True,True,0,"p8,p8,p8,p8,p8,p15,p15,p11,p8,p8,p2,p17,p12,p17,p11,p2,p8,p8,p17,p1,p9,p12,p15,p11,p1,p11,p12,p8,p15,p8,p3,p10,p8,p11,p11,p11,p5,p8,p16,p11,p12,p15,p8,p12,p12,p8,p5,p5,p16,p8,p5,p7,p17,p16,p8,p8,p17,p9,p12,p4,p16,p8,p8,p9,p4,p8,p7"
campaign_smoke_task0_smoke,84,random,adv_bias,3,5,40,0,0,0,True,True,True,True,0,"p4,p0,p4,p0,p4,p4,p0,p4,p4,p4,p4,p4,p0,p4,p4,p4,p0,p4,p4,p0,p4,p4,p4,p4,p4,p4,p4,p4,p4,p4,p4,p4,p4,p4,p4,p4,p4,p4,p4,p3"
campaign_smoke_task0_smoke,85,random,noisy,3,7,55,1,0,0,True,True,True,True,0,"p1,p3,p3,p3,p3,p0,p1,p3,p5,p1,p3,p3,p5,p3,p5,p5,p5,p3,p5,p3,p3,p3,p3,p5,p3,p3,p2,p3,p3,p3,p6,p3,p6,p3,p2,p6,p6,p3,p3,p6,p2,p2,p2,p6,p3,p6,p6,p6,p6,p6,p4,p5,p6,p6,p6"
campaign_smoke_task0_smoke,86,random,noisy,8,10,153,2,0,2,True,True,True,True,0,"p1,p3,p3,p7,p9,p0,p6,p9,p3,p7,p2,p2,p5,p3,p8,p6,p4,p5,p3,p1,p3,p8,p7,p3,p5,p7,p3,p7,p0,p5,p3,p6,p5,p3,p4,p0,p0,p4,p0,p3,p3,p7,p9,p3,p6,p5,p9,p6,p5,p3,p9,p3,p3,p5,p7,p9,p3,p3,p3,p2,p5,p3,p3,p2,p5,p3,p5,p7,p3,p3,p5,p4,p3,p4,p4,p7,p3,p4,p6,p4,p4,p4,p4,p4,p6,p5,p0,p4,p4,p5,p6,p9,p4,p4,p6,p0,p0,p0,p8,p6,p8,p5,p0,p4,p4,p4,p0,p0,p3,p5,p0,p4,p6,p7,p6,p5,p9,p8,p2,p4,p7,p9,p8,p8,p9,p5,p5,p3,p9,p4,p2,p9,p8,p2,p7,p7,p6,p7,p3,p5,p5,p2,p6,p8,p8,p6,p2,p9,p8,p8,p8,p9,p5"
campaign_smoke_task0_smoke,87,random,noisy,5,12,48,1,0,0,True,True,True,True,0,"p1,p8,p8,p8,p0,p0,p8,p1,p0,p8,p8,p0,p0,p0,p6,p7,p5,p5,p11,p2,p2,p0,p6,p7,p2,p7,p3,p7,p7,p7,p4,p10,p7,p4,p4,p4,p7,p7,p5,p7,p0,p4,p4,p5,p7,p7,p1,p7"
campaign_smoke_task0_smoke,88,random,noisy,3,8,50,0,0,2,True,True,True,True,0,"p0,p3,p3,p3,p0,p7,p3,p3,p6,p2,p0,p1,p1,p1,p1,p1,p1,p1,p2,p3,p0,p3,p3,p0,p1,p1,p0,p4,p2,p0,p0,p2,p7,p4,p0,p2,p0,p4,p2,p2,p6,p2,p2,p2,p6,p6,p5,p1,p2,p1"
campaign_smoke_task0_smoke,89,random,adv_bias,5,9,88,18,32,250,False,False,True,False,6,"p8,p8,p2,p8,p5,p6,p7,p6,p5,p5,p2,p7,p5,p8,p4,p2,p7,p6,p2,p5,p2,p8,p5,p6,p2,p6,p2,p4,p8,p4,p5,p3,p8,p3,p7,p0,p3,p0,p0,p8,p1,p5,p3,p1,p0,p8,p6,p4,p6,p4,p8,p7,p8,p3,p2,p4,p2,p4,p3,p0,p8,p4,p0,p0,p6,p7,p4,p0,p5,p1,p8,p3,p7,p0,p2,p8,p4,p6,p2,p8,p2,p3,p0,p0,p2,p4,p0,p0"
campaign_smoke_task0_smoke,90,random,noisy,6,10,32,0,0,0,True,True,True,True,0,"p2,p6,p3,p2,p9,p9,p9,p8,p3,p2,p7,p9,p8,p9,p3,p2,p8,p9,p3,p3,p2,p9,p3,p8,p8,p7,p2,p8,p6,p3,p5,p8"
campaign_smoke_task0_smoke,91,random,near_tie,8,18,142,2,0,0,False,False,True,False,2,"p16,p16,p16,p16,p16,p16,p9,p16,p16,p16,p16,p2,p16,p10,p5,p16,p10,p16,p16,p16,p14,p14,p7,p16,p4,p16,p16,p8,p4,p1,p16,p1,p16,p4,p11,p7,p6,p6,p1,p13,p2,p3,p13,p4,p1,p7,p16,p17,p4,p1,p4,p6,p1,p4,p16,p1,p16,p4,p16,p17,p16,p7,p16,p2,p6,p8,p10,p4,p4,p4,p16,p17,p16,p10,p7,p11,p4,p5,p5,p11,p4,p10,p17,p7,p8,p15,p11,p16,p10,p7,p15,p7,p7,p15,p7,p7,p16,p7,p16,p12,p13,p15,p9,p7,p9,p16,p13,p13,p7,p4,p9,p12,p3,p9,p16,p15,p9,p13,p13,p16,p4,p2,p13,p9,p14,p14,p16,p14,p3,p0,p14,p12,p13,p14,p14,p2,p0,p16,p0,p13,p2,p0"
campaign_smoke_task0_smoke,92,random,noisy,2,3,23,0,0,1,True,True,True,True,0,"p1,p1,p0,p1,p2,p2,p0,p0,p2,p1,p0,p0,p1,p2,p1,p0,p1,p2,p0,p1,p2,p0,p0"
campaign_smoke_task0_smoke,93,random,noisy,2,3,19,0,0,0,True,True,True,True,0,"p2,p2,p0,p2,p2,p2,p1,p2,p2,p2,p2,p1,p0,p2,p2,p1,p2,p1,p2"
campaign_smoke_task0_smoke,94,random,noisy,8,12,154,0,0,2,True,True,True,True,0,"p9,p10,p4,p9,p10,p1,p7,p4,p7,p0,p6,p6,p8,p1,p6,p8,p9,p0,p7,p1,p1,p5,p4,p11,p3,p7,p6,p1,p6,p4,p0,p1,p10,p1,p9,p4,p0,p1,p10,p9,p6,p6,p3,p11,p1,p9,p4,p7,p2,p9,p0,p7,p9,p7,p9,p9,p1,p5,p11,p9,p3,p2,p9,p8,p8,p5,p11,p7,p10,p8,p9,p0,p7,p6,p1,p4,p2,p2,p9,p4,p0,p10,p1,p9,p7,p4,p0,p10,p9,p4,p10,p5,p10,p6,p4,p4,p3,p4,p10,p7,p2,p8,p11,p0,p10,p4,p3,p4,p8,p4,p4,p4,p4,p4,p4,p1,p9,p7,p7,p4,p1,p4,p4,p7,p8,p7,p4,p6,p4,p1,p7,p0,p6,p0,p1,p6,p6,p6,p9,p4,p5,p10,p4,p8,p6,p10,p6,p0,p6,p9,p1,p10,p10,p6"
campaign_smoke_task0_smoke,95,random,near_tie,4,6,21,0,0,0,True,True,True,True,0,"p3,p3,p3,p3,p3,p0,p3,p3,p3,p3,p0,p0,p3,p3,p0,p3,p3,p3,p0,p4,p0"
campaign_smoke_task0_smoke,96,random,noisy,2,4,18,0,0,0,True,True,True,True,0,"p2,p2,p1,p0,p1,p0,p0,p0,p2,p0,p2,p0,p0,p0,p0,p0,p0,p3"
campaign_smoke_task0_smoke,97,random,near_tie,5,7,99,0,0,0,True,True,True,True,0,"p0,p0,p0,p0,p0,p0,p0,p4,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p0,p1,p0,p0,p0,p0,p0,p2,p0,p2,p0,p2,p0,p0,p0,p0,p0,p0,p0,p0,p2,p0,p0,p0,p0,p0,p0,p0,p1,p4,p0,p1,p1,p1,p1,p0,p1,p1,p0,p1,p0,p4,p0,p3,p1,p1,p2,p0,p1,p3,p3,p2,p1,p3,p3,p3,p1,p1,p1,p3,p1,p1,p1,p4,p1,p3,p3,p1,p3,p1,p1,p3,p3,p4"
campaign_smoke_task0_smoke,98,random,adv_bias,4,6,69,11,13,100,False,False,True,False,3,"p0,p0,p0,p0,p0,p0,p3,p0,p5,p2,p5,p2,p2,p2,p1,p2,p2,p0,p1,p2,p0,p2,p0,p1,p3,p5,p0,p2,p0,p0,p3,p2,p0,p1,p1,p5,p5,p5,p3,p3,p5,p4,p2,p3,p5,p2,p3,p2,p3,p4,p4,p2,p1,p3,p3,p3,p3,p2,p2,p2,p3,p3,p0,p3,p3,p3,p5,p2,p3"
campaign_smoke_task0_smoke,99,random,adv_bias,6,10,69,0,0,0,True,True,True,True,0,"p9,p9,p5,p5,p5,p9,p9,p9,p9,p7,p7,p5,p5,p7,p9,p7,p5,p5,p7,p9,p7,p9,p7,p5,p5,p9,p6,p9,p9,p5,p9,p9,p1,p9,p1,p3,p5,p9,p6,p9,p1,p5,p3,p1,p6,p9,p3,p3,p1,p3,p1,p1,p1,p1,p1,p1,p1,p1,p1,p1,p3,p1,p1,p1,p1,p1,p1,p1,p1"
campaign_smoke_task0_smoke,100,random,near_tie,5,6,84,0,0,0,True,True,True,True,0,"p5,p5,p5,p5,p5,p5,p4,p5,p5,p5,p2,p0,p3,p0,p5,p3,p3,p2,p3,p2,p0,p0,p5,p3,p0,p3,p3,p1,p2,p2,p1,p5,p1,p2,p1,p2,p1,p0,p5,p1,p1,p1,p3,p3,p3,p4,p1,p5,p3,p4,p3,p5,p3,p3,p3,p2,p4,p5,p5,p0,p4,p3,p5,p2,p1,p4,p3,p0,p0,p2,p2,p2,p3,p0,p2,p0,p0,p0,p0,p2,p0,p0,p0,p2"
campaign_smoke_task0_smoke,101,random,near_tie,6,14,112,1,0,0,False,False,True,False,2,"p6,p6,p6,p6,p4,p6,p6,p6,p6,p4,p4,p6,p6,p6,p2,p6,p6,p2,p6,p10,p4,p2,p6,p6,p1,p6,p2,p11,p2,p4,p6,p6,p4,p1,p4,p6,p1,p4,p4,p6,p0,p4,p6,p4,p9,p4,p4,p1,p4,p4,p4,p0,p5,p1,p1,p4,p9,p4,p4,p1,p4,p1,p9,p4,p4,p1,p1,p1,p4,p4,p3,p4,p1,p4,p1,p1,p4,p1,p1,p0,p4,p1,p4,p0,p1,p1,p4,p4,p4,p1,p1,p4,p1,p4,p1,p4,p4,p1,p4,p8,p4,p8,p3,p1,p4,p4,p4,p4,p6,p6,p6,p8"
campaign_smoke_task0_smoke,102,random,near_tie,4,10,52,2,0,0,True,True,True,True,0,"p2,p2,p1,p2,p6,p1,p3,p1,p6,p6,p6,p3,p6,p5,p0,p5,p6,p3,p5,p0,p1,p5,p0,p5,p1,p5,p5,p4,p2,p2,p5,p6,p1,p5,p3,p2,p2,p7,p7,p3,p1,p3,p2,p2,p2,p7,p1,p3,p7,p7,p2,p2"
campaign_smoke_task0_smoke,103,random,near_tie,8,12,110,0,0,0,True,True,True,True,0,"p0,p0,p0,p0,p4,p0,p0,p0,p0,p0,p0,p0,p0,p4,p0,p0,p0,p0,p0,p0,p0,p0,p4,p5,p0,p0,p0,p0,p4,p4,p4,p0,p0,p0,p0,p0,p0,p0,p4,p0,p0,p0,p0,p4,p4,p0,p0,p0,p0,p0,p4,p0,p4,p0,p0,p0,p11,p0,p4,p0,p4,p0,p2,p0,p4,p0,p0,p4,p2,p0,p4,p0,p0,p0,p2,p0,p0,p4,p0,p2,p11,p0,p11,p0,p11,p0,p11,p4,p0,p0,p4,p4,p0,p0,p11,p0,p0,p4,p11,p6,p11,p4,p0,p4,p4,p6,p11,p4,p4,p3"
campaign_smoke_task0_smoke,104,random,near_tie,5,9,47,0,0,0,True,True,True,True,0,"p2,p2,p2,p3,p8,p8,p4,p3,p8,p4,p3,p8,p3,p0,p8,p8,p3,p3,p0,p1,p0,p1,p4,p0,p4,p3,p1,p0,p3,p0,p7,p0,p0,p3,p0,p0,p7,p7,p0,p3,p0,p8,p0,p0,p8,p8,p7"
campaign_smoke_task0_smoke,105,random,noisy,5,6,39,0,0,0,True,True,True,True,0,"p1,p1,p1,p1,p1,p1,p1,p1,p1,p3,p1,p1,p5,p3,p5,p5,p3,p0,p5,p5,p5,p1,p5,p2,p5,p5,p4,p0,p4,p5,p4,p5,p4,p5,p1,p4,p4,p0,p3"
campaign_smoke_task0_smoke,106,random,noisy,6,7,44,0,0,1,True,True,True,True,0,"p2,p5,p3,p1,p6,p3,p0,p6,p0,p5,p2,p0,p1,p6,p1,p3,p3,p0,p4,p5,p3,p2,p2,p4,p0,p5,p3,p4,p4,p0,p6,p4,p4,p0,p1,p5,p0,p3,p6,p6,p1,p2,p4,p4"
campaign_smoke_task0_smoke,107,random,noisy,6,7,44,0,0,0,True,True,True,True,0,"p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p6,p3,p6,p6,p6,p6,p6,p6,p6,p0,p0,p0,p6,p0,p6,p6,p6,p1,p2,p6,p1,p6,p0,p6,p6,p6,p1,p1,p6"
campaign_smoke_task0_smoke,108,random,adv_bias,3,7,44,4,3,48,False,True,True,False,1,"p0,p0,p2,p1,p0,p0,p6,p1,p6,p1,p1,p1,p1,p3,p4,p1,p0,p3,p3,p1,p0,p3,p0,p1,p4,p1,p3,p4,p4,p4,p5,p5,p5,p4,p5,p5,p5,p0,p5,p2,p6,p3,p2,p3"
campaign_smoke_task0_smoke,109,random,near_tie,4,8,74,0,0,1,True,True,True,True,0,"p1,p1,p1,p3,p0,p1,p4,p2,p1,p4,p1,p3,p3,p1,p2,p2,p4,p7,p1,p2,p6,p1,p3,p6,p4,p2,p5,p1,p7,p4,p0,p7,p4,p7,p1,p2,p1,p2,p5,p1,p2,p1,p6,p6,p1,p1,p3,p1,p5,p1,p1,p1,p5,p4,p1,p6,p5,p5,p1,p1,p5,p5,p1,p2,p2,p3,p2,p0,p2,p1,p6,p3,p3,p5"
campaign_smoke_task0_smoke,110,random,noisy,4,5,64,0,0,2,True,True,True,True,0,"p3,p3,p3,p2,p1,p1,p3,p3,p4,p1,p1,p3,p3,p3,p0,p4,p4,p3,p1,p4,p1,p4,p1,p0,p3,p0,p1,p1,p1,p0,p0,p1,p0,p3,p1,p0,p0,p4,p1,p1,p4,p2,p4,p0,p4,p3,p1,p0,p3,p4,p1,p2,p1,p0,p3,p0,p4,p2,p3,p4,p2,p2,p1,p2"
campaign_smoke_task0_smoke,111,random,near_tie,3,8,35,2,0,0,True,True,True,True,0,"p5,p5,p5,p5,p5,p5,p5,p4,p5,p2,p5,p1,p0,p4,p0,p0,p0,p1,p4,p4,p2,p1,p4,p4,p4,p4,p5,p4,p0,p4,p4,p5,p4,p4,p2"
campaign_smoke_task0_smoke,112,random,noisy,2,6,33,0,0,1,True,True,True,True,0,"p3,p3,p3,p0,p3,p1,p5,p0,p0,p2,p5,p2,p2,p3,p3,p0,p4,p0,p0,p0,p3,p0,p4,p3,p3,p3,p3,p3,p5,p5,p5,p5,p3"
campaign_smoke_task0_smoke,113,random,adv_bias,4,5,65,7,8,102,False,True,True,False,1,"p1,p3,p1,p4,p1,p1,p1,p1,p1,p1,p1,p4,p0,p2,p2,p0,p2,p0,p3,p0,p0,p3,p0,p0,p1,p2,p0,p0,p1,p0,p3,p0,p0,p2,p4,p1,p4,p0,p3,p3,p0,p3,p4,p2,p0,p0,p2,p4,p0,p2,p4,p3,p4,p2,p1,p1,p0,p4,p0,p4,p0,p0,p3,p4,p0"
campaign_smoke_task0_smoke,114,random,noisy,4,6,44,1,0,0,True,True,True,True,0,"p1,p1,p2,p0,p0,p5,p5,p5,p5,p2,p2,p1,p3,p0,p2,p2,p5,p5,p3,p0,p0,p4,p1,p0,p2,p5,p1,p0,p5,p4,p3,p0,p1,p2,p0,p4,p3,p4,p5,p5,p5,p0,p4,p0"
campaign_smoke_task0_smoke,115,random,adv_bias,8,9,118,11,28,462,False,True,True,False,2,"p4,p7,p4,p1,p0,p0,p7,p5,p5,p5,p4,p3,p8,p0,p3,p2,p0,p3,p7,p2,p6,p0,p2,p5,p4,p2,p2,p4,p7,p7,p0,p6,p4,p2,p6,p4,p3,p3,p7,p4,p6,p3,p3,p3,p7,p5,p8,p7,p1,p5,p3,p0,p3,p0,p2,p0,p5,p0,p2,p4,p6,p4,p1,p5,p4,p1,p5,p1,p6,p4,p4,p4,p8,p0,p4,p0,p4,p6,p0,p6,p4,p8,p5,p3,p0,p6,p6,p8,p8,p0,p8,p0,p0,p5,p8,p0,p2,p8,p0,p1,p2,p7,p7,p5,p1,p0,p2,p0,p8,p8,p8,p7,p2,p0,p2,p2,p2,p8"
campaign_smoke_task0_smoke,116,random,noisy,3,5,27,1,0,0,True,True,True,True,0,"p2,p2,p2,p2,p4,p2,p2,p3,p2,p0,p1,p4,p4,p0,p0,p1,p1,p1,p1,p0,p0,p1,p0,p0,p0,p1,p0"
campaign_smoke_task0_smoke,117,random,near_tie,5,6,89,0,0,1,True,True,True,True,0,"p0,p0,p0,p2,p0,p2,p3,p0,p5,p2,p3,p2,p3,p2,p4,p2,p2,p3,p4,p3,p0,p3,p2,p5,p2,p5,p2,p3,p3,p2,p3,p3,p3,p2,p3,p3,p3,p2,p0,p3,p2,p2,p3,p3,p4,p3,p1,p2,p4,p2,p4,p4,p1,p4,p4,p2,p2,p5,p5,p2,p5,p2,p2,p1,p0,p5,p3,p3,p4,p2,p5,p4,p1,p0,p3,p0,p1,p1,p4,p4,p1,p2,p0,p0,p3,p0,p3,p0,p2"
campaign_smoke_task0_smoke,118,random,noisy,6,8,50,0,0,0,True,True,True,True,0,"p5,p2,p2,p0,p5,p0,p0,p0,p2,p5,p0,p0,p3,p5,p0,p5,p0,p0,p2,p5,p5,p5,p5,p3,p2,p5,p2,p5,p2,p5,p5,p5,p2,p2,p2,p2,p2,p2,p0,p2,p1,p5,p7,p2,p2,p2,p0,p2,p2,p6"
campaign_smoke_task0_smoke,119,random,near_tie,6,10,96,1,0,1,False,False,True,False,2,"p6,p3,p6,p7,p6,p7,p8,p0,p6,p7,p9,p3,p9,p6,p8,p6,p7,p0,p7,p8,p6,p8,p9,p0,p4,p6,p4,p9,p7,p0,p4,p8,p8,p1,p5,p3,p9,p5,p7,p2,p6,p5,p7,p9,p9,p5,p1,p7,p5,p5,p4,p6,p0,p1,p7,p9,p9,p6,p6,p9,p5,p8,p9,p6,p0,p9,p9,p1,p8,p5,p9,p5,p4,p0,p8,p0,p9,p4,p8,p0,p4,p1,p8,p4,p2,p6,p3,p7,p4,p4,p2,p1,p6,p3,p6,p0"
campaign_smoke_task0_smoke,120,random,noisy,2,6,22,0,0,0,True,True,True,True,0,"p1,p2,p2,p2,p2,p2,p2,p2,p5,p2,p2,p5,p2,p0,p5,p1,p2,p4,p5,p5,p5,p5"
campaign_smoke_task0_smoke,121,random,noisy,8,12,90,0,0,1,True,True,True,True,0,"p4,p3,p4,p3,p7,p3,p3,p4,p4,p3,p10,p3,p6,p8,p2,p3,p1,p11,p10,p11,p3,p3,p10,p1,p10,p7,p5,p6,p1,p6,p4,p6,p3,p10,p7,p1,p4,p4,p3,p1,p9,p10,p8,p7,p3,p1,p7,p8,p9,p8,p4,p4,p6,p7,p7,p8,p8,p4,p3,p8,p1,p11,p3,p4,p10,p2,p6,p10,p7,p0,p11,p8,p4,p0,p3,p1,p10,p11,p11,p3,p10,p9,p9,p0,p10,p2,p10,p3,p3,p8"
campaign_smoke_task0_smoke,122,random,near_tie,4,5,71,0,0,0,True,True,True,True,0,"p1,p1,p3,p3,p0,p2,p4,p0,p2,p2,p0,p2,p4,p2,p0,p1,p1,p2,p1,p1,p3,p1,p3,p1,p3,p4,p2,p2,p4,p2,p3,p0,p0,p2,p2,p2,p3,p2,p2,p3,p0,p3,p0,p4,p3,p3,p4,p2,p0,p1,p2,p1,p3,p2,p4,p2,p2,p2,p2,p2,p4,p0,p4,p1,p4,p4,p3,p3,p0,p4,p3"
