job_label,instance_id,mode,ranking_mode,k,trace_len,trace,lemma,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_smoke_task0_smoke,0,random,adv_bias,5,28,"p3,p3,p3,p3,p0,p3,p5,p3,p0,p3,p5,p3,p5,p4,p6,p2,p2,p3,p0,p5,p3,p3,p3,p1,p3,p2,p1,p3",lemma1_chain_monotone,ph1_c0,1,2,3,False,True,p0,"p0,p4,p5,p6","p4,p5,p6","1,1"
campaign_smoke_task0_smoke,0,random,adv_bias,5,28,"p3,p3,p3,p3,p0,p3,p5,p3,p0,p3,p5,p3,p5,p4,p6,p2,p2,p3,p0,p5,p3,p3,p3,p1,p3,p2,p1,p3",lemma1_chain_monotone,ph1_c1,1,2,0,False,False,p6,"p4,p6",,"1000000000000,1000000000000"
campaign_smoke_task0_smoke,0,random,adv_bias,5,28,"p3,p3,p3,p3,p0,p3,p5,p3,p0,p3,p5,p3,p5,p4,p6,p2,p2,p3,p0,p5,p3,p3,p3,p1,p3,p2,p1,p3",lemma2_head_bound,ph1_c1,1,2,0,False,False,p6,"p4,p6",,"1000000000000,1000000000000"
campaign_smoke_task0_smoke,16,random,near_tie,6,97,"p13,p5,p8,p0,p8,p4,p5,p4,p1,p3,p8,p7,p7,p6,p8,p10,p4,p4,p8,p4,p11,p8,p3,p8,p5,p10,p7,p6,p4,p6,p4,p4,p3,p5,p5,p4,p0,p8,p10,p3,p2,p4,p7,p2,p6,p1,p2,p0,p10,p4,p10,p6,p1,p4,p7,p6,p8,p3,p0,p6,p8,p2,p6,p5,p1,p6,p9,p5,p1,p4,p5,p7,p1,p6,p11,p1,p2,p1,p2,p13,p7,p1,p7,p2,p4,p6,p1,p8,p2,p0,p4,p1,p11,p2,p7,p8,p10",lemma1_chain_monotone,ph1_c0,1,2,0,False,False,p1,"p0,p1,p4,p5",,"34,23"
campaign_smoke_task0_smoke,16,random,near_tie,6,97,"p13,p5,p8,p0,p8,p4,p5,p4,p1,p3,p8,p7,p7,p6,p8,p10,p4,p4,p8,p4,p11,p8,p3,p8,p5,p10,p7,p6,p4,p6,p4,p4,p3,p5,p5,p4,p0,p8,p10,p3,p2,p4,p7,p2,p6,p1,p2,p0,p10,p4,p10,p6,p1,p4,p7,p6,p8,p3,p0,p6,p8,p2,p6,p5,p1,p6,p9,p5,p1,p4,p5,p7,p1,p6,p11,p1,p2,p1,p2,p13,p7,p1,p7,p2,p4,p6,p1,p8,p2,p0,p4,p1,p11,p2,p7,p8,p10",lemma2_head_bound,ph1_c0,1,2,0,False,False,p1,"p0,p1,p4,p5",,"34,23"
campaign_smoke_task0_smoke,22,random,adv_bias,8,123,"p9,p9,p5,p2,p2,p2,p5,p9,p2,p5,p5,p9,p2,p10,p7,p2,p7,p9,p9,p1,p2,p1,p2,p5,p1,p5,p2,p6,p7,p1,p5,p4,p5,p1,p6,p9,p4,p2,p2,p2,p9,p6,p5,p4,p5,p9,p10,p8,p2,p2,p2,p8,p5,p6,p8,p10,p9,p10,p9,p7,p9,p9,p10,p9,p8,p0,p7,p5,p8,p7,p7,p7,p9,p5,p10,p10,p4,p5,p7,p9,p11,p4,p9,p4,p6,p4,p3,p5,p5,p11,p0,p11,p10,p0,p9,p7,p3,p9,p1,p3,p1,p11,p11,p5,p5,p6,p10,p6,p1,p0,p4,p4,p4,p1,p1,p1,p1,p5,p4,p1,p7,p6,p2",lemma1_chain_monotone,ph1_c1,1,2,4,False,True,p10,"p1,p10,p4,p7,p9","p1,p4,p7,p9","1,1"
campaign_smoke_task0_smoke,23,random,near_tie,5,44,"p7,p7,p7,p7,p7,p7,p7,p7,p6,p7,p7,p7,p7,p6,p7,p7,p6,p8,p8,p5,p7,p3,p2,p8,p8,p2,p8,p8,p6,p8,p2,p4,p8,p8,p8,p8,p2,p2,p1,p6,p8,p8,p0,p6",lemma1_chain_monotone,ph1_c0,1,2,0,False,False,p3,"p3,p7",,"1000000000000,1000000000000"
campaign_smoke_task0_smoke,23,random,near_tie,5,44,"p7,p7,p7,p7,p7,p7,p7,p7,p6,p7,p7,p7,p7,p6,p7,p7,p6,p8,p8,p5,p7,p3,p2,p8,p8,p2,p8,p8,p6,p8,p2,p4,p8,p8,p8,p8,p2,p2,p1,p6,p8,p8,p0,p6",lemma2_head_bound,ph1_c0,1,2,0,False,False,p3,"p3,p7",,"1000000000000,1000000000000"
campaign_smoke_task0_smoke,24,random,adv_bias,4,55,"p1,p1,p1,p1,p4,p3,p1,p5,p0,p0,p0,p3,p0,p2,p0,p1,p1,p4,p1,p4,p2,p1,p1,p2,p5,p3,p3,p2,p3,p5,p3,p5,p2,p5,p2,p4,p5,p4,p2,p2,p5,p5,p1,p0,p1,p2,p1,p5,p5,p4,p2,p5,p1,p1,p3",lemma1_chain_monotone,ph3_c1,3,2,1,False,True,p1,"p0,p1",p0,"4,3"
campaign_smoke_task0_smoke,38,random,adv_bias,6,106,"p3,p3,p3,p4,p3,p4,p3,p5,p1,p1,p4,p1,p5,p4,p7,p7,p1,p5,p6,p5,p7,p0,p7,p7,p3,p1,p2,p6,p6,p6,p4,p5,p0,p0,p4,p3,p3,p0,p7,p3,p6,p2,p0,p0,p3,p2,p3,p6,p3,p4,p3,p3,p3,p0,p0,p6,p0,p3,p4,p4,p0,p2,p3,p5,p1,p1,p4,p4,p5,p3,p4,p4,p4,p1,p3,p1,p5,p4,p4,p1,p4,p4,p0,p4,p0,p5,p0,p4,p5,p4,p1,p4,p0,p1,p6,p0,p3,p1,p1,p5,p6,p7,p4,p2,p2,p1",lemma1_chain_monotone,ph1_c0,1,3,3,False,True,p1,"p1,p3,p4,p5,p6","p4,p5,p6","3,2,4"
