job_label,instance_id,lemma,k,ranking_mode,orig_trace_len,min_trace_len,orig_trace,min_trace
campaign_smoke_task0_smoke,0,lemma1_chain_monotone,5,adv_bias,28,8,"p3,p3,p3,p3,p0,p3,p5,p3,p0,p3,p5,p3,p5,p4,p6,p2,p2,p3,p0,p5,p3,p3,p3,p1,p3,p2,p1,p3","p4,p6,p0,p5,p3,p2,p1,p3"
campaign_smoke_task0_smoke,0,lemma1_chain_monotone,5,adv_bias,28,8,"p3,p3,p3,p3,p0,p3,p5,p3,p0,p3,p5,p3,p5,p4,p6,p2,p2,p3,p0,p5,p3,p3,p3,p1,p3,p2,p1,p3","p4,p6,p0,p5,p3,p2,p1,p3"
campaign_smoke_task0_smoke,0,lemma2_head_bound,5,adv_bias,28,8,"p3,p3,p3,p3,p0,p3,p5,p3,p0,p3,p5,p3,p5,p4,p6,p2,p2,p3,p0,p5,p3,p3,p3,p1,p3,p2,p1,p3","p4,p6,p0,p5,p3,p2,p1,p3"
campaign_smoke_task0_smoke,16,lemma1_chain_monotone,6,near_tie,97,9,"p13,p5,p8,p0,p8,p4,p5,p4,p1,p3,p8,p7,p7,p6,p8,p10,p4,p4,p8,p4,p11,p8,p3,p8,p5,p10,p7,p6,p4,p6,p4,p4,p3,p5,p5,p4,p0,p8,p10,p3,p2,p4,p7,p2,p6,p1,p2,p0,p10,p4,p10,p6,p1,p4,p7,p6,p8,p3,p0,p6,p8,p2,p6,p5,p1,p6,p9,p5,p1,p4,p5,p7,p1,p6,p11,p1,p2,p1,p2,p13,p7,p1,p7,p2,p4,p6,p1,p8,p2,p0,p4,p1,p11,p2,p7,p8,p10","p6,p13,p4,p1,p11,p2,p7,p8,p10"
campaign_smoke_task0_smoke,16,lemma2_head_bound,6,near_tie,97,9,"p13,p5,p8,p0,p8,p4,p5,p4,p1,p3,p8,p7,p7,p6,p8,p10,p4,p4,p8,p4,p11,p8,p3,p8,p5,p10,p7,p6,p4,p6,p4,p4,p3,p5,p5,p4,p0,p8,p10,p3,p2,p4,p7,p2,p6,p1,p2,p0,p10,p4,p10,p6,p1,p4,p7,p6,p8,p3,p0,p6,p8,p2,p6,p5,p1,p6,p9,p5,p1,p4,p5,p7,p1,p6,p11,p1,p2,p1,p2,p13,p7,p1,p7,p2,p4,p6,p1,p8,p2,p0,p4,p1,p11,p2,p7,p8,p10","p4,p6,p0,p1,p11,p2,p7,p8,p10"
campaign_smoke_task0_smoke,22,lemma1_chain_monotone,8,adv_bias,123,11,"p9,p9,p5,p2,p2,p2,p5,p9,p2,p5,p5,p9,p2,p10,p7,p2,p7,p9,p9,p1,p2,p1,p2,p5,p1,p5,p2,p6,p7,p1,p5,p4,p5,p1,p6,p9,p4,p2,p2,p2,p9,p6,p5,p4,p5,p9,p10,p8,p2,p2,p2,p8,p5,p6,p8,p10,p9,p10,p9,p7,p9,p9,p10,p9,p8,p0,p7,p5,p8,p7,p7,p7,p9,p5,p10,p10,p4,p5,p7,p9,p11,p4,p9,p4,p6,p4,p3,p5,p5,p11,p0,p11,p10,p0,p9,p7,p3,p9,p1,p3,p1,p11,p11,p5,p5,p6,p10,p6,p1,p0,p4,p4,p4,p1,p1,p1,p1,p5,p4,p1,p7,p6,p2","p3,p11,p10,p6,p0,p5,p4,p1,p7,p6,p2"
campaign_smoke_task0_smoke,23,lemma1_chain_monotone,5,near_tie,44,8,"p7,p7,p7,p7,p7,p7,p7,p7,p6,p7,p7,p7,p7,p6,p7,p7,p6,p8,p8,p5,p7,p3,p2,p8,p8,p2,p8,p8,p6,p8,p2,p4,p8,p8,p8,p8,p2,p2,p1,p6,p8,p8,p0,p6","p7,p3,p4,p2,p1,p8,p0,p6"
campaign_smoke_task0_smoke,23,lemma2_head_bound,5,near_tie,44,8,"p7,p7,p7,p7,p7,p7,p7,p7,p6,p7,p7,p7,p7,p6,p7,p7,p6,p8,p8,p5,p7,p3,p2,p8,p8,p2,p8,p8,p6,p8,p2,p4,p8,p8,p8,p8,p2,p2,p1,p6,p8,p8,p0,p6","p7,p3,p4,p2,p1,p8,p0,p6"
campaign_smoke_task0_smoke,24,lemma1_chain_monotone,4,adv_bias,55,7,"p1,p1,p1,p1,p4,p3,p1,p5,p0,p0,p0,p3,p0,p2,p0,p1,p1,p4,p1,p4,p2,p1,p1,p2,p5,p3,p3,p2,p3,p5,p3,p5,p2,p5,p2,p4,p5,p4,p2,p2,p5,p5,p1,p0,p1,p2,p1,p5,p5,p4,p2,p5,p1,p1,p3","p0,p1,p4,p2,p5,p1,p3"
campaign_smoke_task0_smoke,38,lemma1_chain_monotone,6,adv_bias,106,10,"p3,p3,p3,p4,p3,p4,p3,p5,p1,p1,p4,p1,p5,p4,p7,p7,p1,p5,p6,p5,p7,p0,p7,p7,p3,p1,p2,p6,p6,p6,p4,p5,p0,p0,p4,p3,p3,p0,p7,p3,p6,p2,p0,p0,p3,p2,p3,p6,p3,p4,p3,p3,p3,p0,p0,p6,p0,p3,p4,p4,p0,p2,p3,p5,p1,p1,p4,p4,p5,p3,p4,p4,p4,p1,p3,p1,p5,p4,p4,p1,p4,p4,p0,p4,p0,p5,p0,p4,p5,p4,p1,p4,p0,p1,p6,p0,p3,p1,p1,p5,p6,p7,p4,p2,p2,p1","p2,p4,p6,p0,p3,p1,p5,p6,p4,p2"
campaign_smoke_task0_smoke,38,lemma1_chain_monotone,6,adv_bias,106,10,"p3,p3,p3,p4,p3,p4,p3,p5,p1,p1,p4,p1,p5,p4,p7,p7,p1,p5,p6,p5,p7,p0,p7,p7,p3,p1,p2,p6,p6,p6,p4,p5,p0,p0,p4,p3,p3,p0,p7,p3,p6,p2,p0,p0,p3,p2,p3,p6,p3,p4,p3,p3,p3,p0,p0,p6,p0,p3,p4,p4,p0,p2,p3,p5,p1,p1,p4,p4,p5,p3,p4,p4,p4,p1,p3,p1,p5,p4,p4,p1,p4,p4,p0,p4,p0,p5,p0,p4,p5,p4,p1,p4,p0,p1,p6,p0,p3,p1,p1,p5,p6,p7,p4,p2,p2,p1","p2,p4,p6,p0,p3,p1,p5,p6,p4,p2"
campaign_smoke_task0_smoke,38,lemma1_chain_monotone,6,adv_bias,106,10,"p3,p3,p3,p4,p3,p4,p3,p5,p1,p1,p4,p1,p5,p4,p7,p7,p1,p5,p6,p5,p7,p0,p7,p7,p3,p1,p2,p6,p6,p6,p4,p5,p0,p0,p4,p3,p3,p0,p7,p3,p6,p2,p0,p0,p3,p2,p3,p6,p3,p4,p3,p3,p3,p0,p0,p6,p0,p3,p4,p4,p0,p2,p3,p5,p1,p1,p4,p4,p5,p3,p4,p4,p4,p1,p3,p1,p5,p4,p4,p1,p4,p4,p0,p4,p0,p5,p0,p4,p5,p4,p1,p4,p0,p1,p6,p0,p3,p1,p1,p5,p6,p7,p4,p2,p2,p1","p2,p4,p6,p0,p3,p1,p5,p6,p4,p2"
campaign_smoke_task0_smoke,38,lemma1_chain_monotone,6,adv_bias,106,10,"p3,p3,p3,p4,p3,p4,p3,p5,p1,p1,p4,p1,p5,p4,p7,p7,p1,p5,p6,p5,p7,p0,p7,p7,p3,p1,p2,p6,p6,p6,p4,p5,p0,p0,p4,p3,p3,p0,p7,p3,p6,p2,p0,p0,p3,p2,p3,p6,p3,p4,p3,p3,p3,p0,p0,p6,p0,p3,p4,p4,p0,p2,p3,p5,p1,p1,p4,p4,p5,p3,p4,p4,p4,p1,p3,p1,p5,p4,p4,p1,p4,p4,p0,p4,p0,p5,p0,p4,p5,p4,p1,p4,p0,p1,p6,p0,p3,p1,p1,p5,p6,p7,p4,p2,p2,p1","p2,p4,p6,p0,p3,p1,p5,p6,p4,p2"
campaign_smoke_task0_smoke,38,lemma2_head_bound,6,adv_bias,106,14,"p3,p3,p3,p4,p3,p4,p3,p5,p1,p1,p4,p1,p5,p4,p7,p7,p1,p5,p6,p5,p7,p0,p7,p7,p3,p1,p2,p6,p6,p6,p4,p5,p0,p0,p4,p3,p3,p0,p7,p3,p6,p2,p0,p0,p3,p2,p3,p6,p3,p4,p3,p3,p3,p0,p0,p6,p0,p3,p4,p4,p0,p2,p3,p5,p1,p1,p4,p4,p5,p3,p4,p4,p4,p1,p3,p1,p5,p4,p4,p1,p4,p4,p0,p4,p0,p5,p0,p4,p5,p4,p1,p4,p0,p1,p6,p0,p3,p1,p1,p5,p6,p7,p4,p2,p2,p1","p2,p0,p4,p5,p1,p6,p3,p1,p5,p6,p7,p4,p2,p1"
