job_label,instance_id,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_smoke_task0_smoke,0,ph1_c0,1,2,3,False,True,p0,"p0,p4,p5,p6","p4,p5,p6","1,1"
campaign_smoke_task0_smoke,0,ph1_c1,1,2,0,False,False,p6,"p4,p6",,"1000000000000,1000000000000"
campaign_smoke_task0_smoke,2,ph1_c0,1,1,4,True,True,p11,"p0,p11,p5,p6,p7","p0,p5,p6,p7",3
campaign_smoke_task0_smoke,2,ph1_c1,1,1,3,True,True,p6,"p0,p5,p6,p7","p0,p5,p7",3
campaign_smoke_task0_smoke,2,ph1_c2,1,1,2,True,True,p7,"p0,p5,p7","p0,p5",2
campaign_smoke_task0_smoke,2,ph2_c0,2,2,1,True,True,p0,"p0,p5",p5,"7,1000000000000"
campaign_smoke_task0_smoke,2,ph2_c1,2,1,0,True,True,p5,"p5,p7,p8,p9",,1000000000000
campaign_smoke_task0_smoke,7,ph1_c0,1,1,0,True,True,p2,"p2,p5,p6",,30
campaign_smoke_task0_smoke,8,ph1_c0,1,1,1,True,True,p3,"p0,p2,p3,p4,p6",p6,10
campaign_smoke_task0_smoke,11,ph1_c0,1,2,1,True,True,p1,"p0,p1",p0,"1,2"
campaign_smoke_task0_smoke,11,ph2_c0,2,1,0,True,True,p3,"p2,p3",,2
campaign_smoke_task0_smoke,11,ph3_c0,3,1,1,True,True,p0,"p0,p2",p2,2
campaign_smoke_task0_smoke,11,ph4_c0,4,1,1,True,True,p0,"p0,p2",p2,1
campaign_smoke_task0_smoke,16,ph1_c0,1,2,0,False,False,p1,"p0,p1,p4,p5",,"34,23"
campaign_smoke_task0_smoke,16,ph3_c0,3,1,0,True,True,p7,"p10,p3,p5,p7,p8",,14
campaign_smoke_task0_smoke,19,ph1_c0,1,1,0,True,True,p4,"p0,p1,p10,p4,p5,p7,p9",,16
campaign_smoke_task0_smoke,20,ph1_c0,1,1,2,True,True,p3,"p0,p3,p7","p0,p7",5
campaign_smoke_task0_smoke,20,ph1_c1,1,1,1,True,True,p7,"p0,p7",p0,4
campaign_smoke_task0_smoke,20,ph2_c0,2,1,2,True,True,p4,"p0,p4,p6","p0,p6",3
campaign_smoke_task0_smoke,20,ph2_c1,2,1,1,True,True,p0,"p0,p6",p6,4
campaign_smoke_task0_smoke,20,ph3_c0,3,2,2,True,True,p5,"p5,p6,p7","p6,p7","4,1000000000000"
campaign_smoke_task0_smoke,22,ph1_c0,1,1,6,True,True,p5,"p1,p10,p4,p5,p6,p7,p9","p1,p10,p4,p6,p7,p9",4
campaign_smoke_task0_smoke,22,ph1_c1,1,2,4,False,True,p10,"p1,p10,p4,p7,p9","p1,p4,p7,p9","1,1"
campaign_smoke_task0_smoke,22,ph1_c2,1,1,2,True,True,p7,"p1,p4,p7","p1,p4",2
campaign_smoke_task0_smoke,22,ph1_c3,1,1,1,True,True,p4,"p1,p4",p1,2
campaign_smoke_task0_smoke,22,ph2_c0,2,1,6,True,True,p9,"p0,p1,p10,p2,p6,p8,p9","p0,p1,p10,p2,p6,p8",2
campaign_smoke_task0_smoke,22,ph2_c1,2,1,5,True,True,p6,"p0,p1,p10,p2,p6,p8","p0,p1,p10,p2,p8",5
campaign_smoke_task0_smoke,22,ph2_c2,2,2,4,True,True,p0,"p0,p1,p10,p2,p8","p1,p10,p2,p8","5,6"
campaign_smoke_task0_smoke,22,ph3_c0,3,2,6,True,True,p1,"p1,p11,p2,p4,p5,p6,p8","p11,p2,p4,p5,p6,p8","5,9"
campaign_smoke_task0_smoke,22,ph3_c1,3,1,4,True,True,p11,"p11,p2,p4,p6,p8","p2,p4,p6,p8",5
campaign_smoke_task0_smoke,22,ph3_c2,3,1,3,True,True,p6,"p2,p4,p6,p8","p2,p4,p8",5
campaign_smoke_task0_smoke,22,ph3_c3,3,1,2,True,True,p4,"p2,p4,p8","p2,p8",7
campaign_smoke_task0_smoke,22,ph4_c0,4,2,6,True,True,p5,"p11,p2,p3,p5,p7,p8,p9","p11,p2,p3,p7,p8,p9","10,12"
campaign_smoke_task0_smoke,22,ph4_c1,4,2,4,True,True,p2,"p11,p2,p3,p8,p9","p11,p3,p8,p9","4,1000000000000"
campaign_smoke_task0_smoke,23,ph1_c0,1,2,0,False,False,p3,"p3,p7",,"1000000000000,1000000000000"
campaign_smoke_task0_smoke,24,ph1_c0,1,1,2,True,True,p1,"p1,p4,p5","p4,p5",3
campaign_smoke_task0_smoke,24,ph1_c1,1,1,1,True,True,p4,"p4,p5",p5,3
campaign_smoke_task0_smoke,24,ph2_c0,2,1,2,True,True,p5,"p0,p3,p5","p0,p3",4
campaign_smoke_task0_smoke,24,ph2_c1,2,1,1,True,True,p3,"p0,p3",p0,2
campaign_smoke_task0_smoke,24,ph3_c0,3,1,2,True,True,p4,"p0,p1,p4","p0,p1",4
campaign_smoke_task0_smoke,24,ph3_c1,3,2,1,False,True,p1,"p0,p1",p0,"4,3"
campaign_smoke_task0_smoke,24,ph4_c0,4,1,2,True,True,p5,"p3,p4,p5","p3,p4",3
campaign_smoke_task0_smoke,24,ph4_c1,4,1,1,True,True,p4,"p3,p4",p3,3
