capacity,horizon,decisions,candidate_rows,all_tied_fraction,discriminative_fraction,random_optimal_probability,mean_random_regret
32,16,204438,6542016,0.6617996654242362,0.3382003345757638,0.9765879508701905,0.02380795155499467
32,32,189760,6072320,0.6743149241146712,0.32568507588532886,0.9758701781197302,0.024541196774873524
32,64,189760,6072320,0.6670109612141653,0.33298903878583475,0.9710935853182968,0.029658021975126476
32,128,189760,6072320,0.6668159780775716,0.33318402192242835,0.9708342116357505,0.02993896896079258
