weighting,scope,horizon,cell_count,decisions,candidate_rows,all_tied_fraction_mean,all_tied_fraction_median,all_tied_fraction_min,all_tied_fraction_max,discriminative_fraction_mean,discriminative_fraction_median,discriminative_fraction_min,discriminative_fraction_max,random_optimal_probability_mean,random_optimal_probability_median,random_optimal_probability_min,random_optimal_probability_max,mean_random_regret_mean,mean_random_regret_median,mean_random_regret_min,mean_random_regret_max
CELL_MACRO,EXCLUDING_WIKI2018,16,16,588242,68752064,0.4310300235183329,0.40644088516219756,0.006657440999364177,0.8695599195792124,0.5689699764816671,0.5935591148378024,0.13044008042078759,0.9933425590006358,0.9807821082216837,0.9909195726974265,0.9347340748764829,0.9991181082604172,0.01943312074424102,0.009095704136206452,0.0008822043562930161,0.06696428571428571
CELL_MACRO,EXCLUDING_WIKI2018,32,16,507368,57505792,0.37761049524772,0.2864155810067285,0.000441306266548985,0.8628260412284392,0.62238950475228,0.7135844189932715,0.1371739587715608,0.999558693733451,0.969517874209555,0.9850276400424496,0.8961637384157105,0.9987676649282399,0.03177533426081145,0.015091908447479627,0.0012326476884703622,0.1041844798102383
CELL_MACRO,EXCLUDING_WIKI2018,64,16,507368,57505792,0.346913052577321,0.18014698587569383,0.0,0.862142406394615,0.653086947422679,0.8198530141243061,0.13785759360538496,1.0,0.9521465991024356,0.9777352546959499,0.803675598521624,0.9982086723372781,0.05267910269198005,0.024792009259210025,0.0017913276627218935,0.19759832855251544
CELL_MACRO,EXCLUDING_WIKI2018,128,16,507368,57505792,0.3350956380587644,0.12988496515153325,0.0,0.862142406394615,0.6649043619412356,0.8701150348484668,0.13785759360538496,1.0,0.9253364948817161,0.9726478993078347,0.6285735464474845,0.9978596936416948,0.09272326505251394,0.029883191355669397,0.002140306358305156,0.4822055848455125
