weighting,scope,horizon,cell_count,decisions,candidate_rows,all_tied_fraction_mean,all_tied_fraction_median,all_tied_fraction_min,all_tied_fraction_max,discriminative_fraction_mean,discriminative_fraction_median,discriminative_fraction_min,discriminative_fraction_max,random_optimal_probability_mean,random_optimal_probability_median,random_optimal_probability_min,random_optimal_probability_max,mean_random_regret_mean,mean_random_regret_median,mean_random_regret_min,mean_random_regret_max
CELL_MACRO,ALL_FIVE_FAMILIES,16,20,787762,92665024,0.5448240188146664,0.7141432792543465,0.006657440999364177,1.0,0.45517598118533364,0.2858567207456535,0.0,0.9933425590006358,0.984625686577347,0.9942764503597764,0.9347340748764829,1.0,0.015546496595392818,0.0058396600844008145,0.0,0.06696428571428571
CELL_MACRO,ALL_FIVE_FAMILIES,32,20,706888,81418752,0.502088396198176,0.5998435329782408,0.000441306266548985,1.0,0.49791160380182403,0.4001564670217593,0.0,0.999558693733451,0.975614299367644,0.9890060300160504,0.8961637384157105,1.0,0.025420267408649163,0.01156972765693776,0.0,0.1041844798102383
CELL_MACRO,ALL_FIVE_FAMILIES,64,20,706888,81418752,0.4775304420618568,0.5054904378299233,0.0,1.0,0.5224695579381432,0.4945095621700767,0.0,1.0,0.9617172792819484,0.9842047805009502,0.803675598521624,1.0,0.04214328215358404,0.016005084912352543,0.0,0.19759832855251544
CELL_MACRO,ALL_FIVE_FAMILIES,128,20,706888,81418752,0.46807651044701154,0.4735928471944053,0.0,1.0,0.5319234895529885,0.5264071528055947,0.0,1.0,0.9402691959053728,0.9778195728572441,0.6285735464474845,1.0,0.07417861204201115,0.023472076022241037,0.0,0.4822055848455125
