example_id,decision_step,branch_id,method,gold_branch_id,baseline_pick_branch_id,expanded_pick_branch_id,baseline_correct,target_expand_value,target_expand_delta,target_expand_better_than_baseline,target_expand_approx_from_future_observation,split,raw_score,depth,expansions,verifications,remaining_budget,post_verify_score,score_delta,survived_pruning_steps
best_of_n::ep12,7,0,best_of_n,2,4,4,0,0.0,0.0,0,0,train,1.0,9.0,8.0,2.0,0.0,1.0,0.003380398180887756,7.0
best_of_n::ep12,7,1,best_of_n,2,4,4,0,0.0,0.0,0,0,train,0.8954267159061782,10.0,8.0,1.0,0.0,0.8954267159061782,0.08233964382206382,7.0
best_of_n::ep12,7,2,best_of_n,2,4,4,0,0.0,0.0,0,0,train,0.8973508998450552,12.0,8.0,4.0,0.0,0.8973508998450552,0.11909439673564604,7.0
best_of_n::ep12,7,3,best_of_n,2,4,4,0,0.0,0.0,0,0,train,0.8248468552045857,12.0,8.0,1.0,0.0,0.8248468552045857,0.1022607545166887,7.0
best_of_n::ep12,7,4,best_of_n,2,4,4,0,0.0,0.0,0,0,train,1.0,11.0,8.0,2.0,0.0,1.0,0.017635642071530233,7.0
best_of_n::ep13,0,0,best_of_n,4,0,0,0,0.0,0.0,0,1,train,0.9573701229795866,5.0,1.0,0.0,7.0,0.9573701229795866,0.0,0.0
best_of_n::ep13,0,1,best_of_n,4,0,0,0,0.0,0.0,0,1,train,0.5685046731440336,2.0,1.0,1.0,7.0,0.5685046731440336,0.17900497648886837,0.0
best_of_n::ep13,0,2,best_of_n,4,0,2,0,0.0,0.0,0,1,train,0.9185202262992922,3.0,1.0,0.0,7.0,0.9185202262992922,0.0,0.0
best_of_n::ep13,0,3,best_of_n,4,0,0,0,0.0,0.0,0,1,train,0.07990129298372861,4.0,1.0,0.0,7.0,0.07990129298372861,0.0,0.0
best_of_n::ep13,0,4,best_of_n,4,0,0,0,0.0,0.0,0,1,train,0.08909437183274937,3.0,1.0,0.0,7.0,0.08909437183274937,0.0,0.0
best_of_n::ep13,1,0,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.9573701229795866,6.0,2.0,0.0,6.0,0.9573701229795866,0.0,1.0
best_of_n::ep13,1,1,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.6986485678824209,3.0,2.0,1.0,6.0,0.6986485678824209,0.13014389473838728,1.0
best_of_n::ep13,1,2,best_of_n,4,2,2,0,0.0,0.0,0,1,train,1.0,4.0,2.0,1.0,6.0,1.0,0.0814797737007078,1.0
best_of_n::ep13,1,3,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.10755317521684765,5.0,2.0,1.0,6.0,0.10755317521684765,0.02765188223311904,1.0
best_of_n::ep13,1,4,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.08909437183274937,4.0,2.0,0.0,6.0,0.08909437183274937,0.0,1.0
best_of_n::ep13,2,0,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.9573701229795866,7.0,3.0,0.0,5.0,0.9573701229795866,0.0,2.0
best_of_n::ep13,2,1,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.7510838726225166,4.0,3.0,2.0,5.0,0.7510838726225166,0.05243530474009572,2.0
best_of_n::ep13,2,2,best_of_n,4,2,2,0,0.0,0.0,0,1,train,1.0,5.0,3.0,2.0,5.0,1.0,0.0,2.0
best_of_n::ep13,2,3,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.11096960120257766,6.0,3.0,2.0,5.0,0.11096960120257766,0.003416425985730012,1.0
best_of_n::ep13,2,4,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.08909437183274937,5.0,3.0,0.0,5.0,0.08909437183274937,0.0,1.0
best_of_n::ep13,3,0,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.9573701229795866,8.0,4.0,0.0,4.0,0.9573701229795866,0.0,3.0
best_of_n::ep13,3,1,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.7888557711272045,5.0,4.0,3.0,4.0,0.7888557711272045,0.03777189850468787,3.0
best_of_n::ep13,3,2,best_of_n,4,2,2,0,0.0,0.0,0,1,train,1.0,6.0,4.0,2.0,4.0,1.0,0.0,3.0
best_of_n::ep13,3,3,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.12583519813324598,7.0,4.0,2.0,4.0,0.12583519813324598,0.014865596930668315,1.0
best_of_n::ep13,3,4,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.08909437183274937,6.0,4.0,0.0,4.0,0.08909437183274937,0.0,1.0
best_of_n::ep13,4,0,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.9573701229795866,9.0,5.0,0.0,3.0,0.9573701229795866,0.0,4.0
best_of_n::ep13,4,1,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.8766564386546585,6.0,5.0,3.0,3.0,0.8766564386546585,0.08780066752745397,4.0
best_of_n::ep13,4,2,best_of_n,4,2,2,0,0.0,0.0,0,1,train,1.0,7.0,5.0,2.0,3.0,1.0,0.0,4.0
best_of_n::ep13,4,3,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.3222716324062929,8.0,5.0,2.0,3.0,0.3222716324062929,0.19643643427304694,1.0
best_of_n::ep13,4,4,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.08909437183274937,7.0,5.0,0.0,3.0,0.08909437183274937,0.0,1.0
best_of_n::ep13,5,0,best_of_n,4,2,0,0,0.0,0.0,0,1,train,0.9573701229795866,10.0,6.0,0.0,2.0,0.9573701229795866,0.0,5.0
best_of_n::ep13,5,1,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.8782423929886554,7.0,6.0,3.0,2.0,0.8782423929886554,0.0015859543339968862,5.0
best_of_n::ep13,5,2,best_of_n,4,2,2,0,0.0,0.0,0,1,train,1.0,8.0,6.0,2.0,2.0,1.0,0.0,5.0
best_of_n::ep13,5,3,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.3902131265542095,9.0,6.0,2.0,2.0,0.3902131265542095,0.06794149414791656,1.0
best_of_n::ep13,5,4,best_of_n,4,2,2,0,0.0,0.0,0,1,train,0.1568449991175574,8.0,6.0,1.0,2.0,0.1568449991175574,0.06775062728480802,1.0
best_of_n::ep13,6,0,best_of_n,4,0,0,0,0.0,0.0,0,1,train,1.0,11.0,7.0,1.0,1.0,1.0,0.04262987702041343,6.0
best_of_n::ep13,6,1,best_of_n,4,0,0,0,0.0,0.0,0,1,train,0.9604975171711958,8.0,7.0,4.0,1.0,0.9604975171711958,0.08225512418254044,6.0
best_of_n::ep13,6,2,best_of_n,4,0,0,0,0.0,0.0,0,1,train,0.998252890370848,9.0,7.0,3.0,1.0,0.998252890370848,-0.0017471096291520327,6.0
best_of_n::ep13,6,3,best_of_n,4,0,0,0,0.0,0.0,0,1,train,0.4640507720606022,10.0,7.0,2.0,1.0,0.4640507720606022,0.07383764550639271,1.0
best_of_n::ep13,6,4,best_of_n,4,0,0,0,0.0,0.0,0,1,train,0.3522725600295198,9.0,7.0,2.0,1.0,0.3522725600295198,0.1954275609119624,1.0
best_of_n::ep13,7,0,best_of_n,4,0,0,0,0.0,0.0,0,0,train,1.0,12.0,8.0,2.0,0.0,1.0,0.0,7.0
best_of_n::ep13,7,1,best_of_n,4,0,0,0,0.0,0.0,0,0,train,1.0,9.0,8.0,4.0,0.0,1.0,0.0395024828288042,7.0
best_of_n::ep13,7,2,best_of_n,4,0,0,0,0.0,0.0,0,0,train,1.0,10.0,8.0,3.0,0.0,1.0,0.0017471096291520327,7.0
best_of_n::ep13,7,3,best_of_n,4,0,0,0,0.0,0.0,0,0,train,0.5165190664575687,11.0,8.0,3.0,0.0,0.5165190664575687,0.05246829439696654,1.0
best_of_n::ep13,7,4,best_of_n,4,0,0,0,0.0,0.0,0,0,train,0.4320838458993879,10.0,8.0,3.0,0.0,0.4320838458993879,0.07981128586986813,1.0
best_of_n::ep14,0,0,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.4645361501744073,2.0,1.0,0.0,7.0,0.4645361501744073,0.0,0.0
best_of_n::ep14,0,1,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.501754020292411,5.0,1.0,0.0,7.0,0.501754020292411,0.0,0.0
best_of_n::ep14,0,2,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.36345845875450966,3.0,1.0,0.0,7.0,0.36345845875450966,0.0,0.0
best_of_n::ep14,0,3,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.9409844570818141,4.0,1.0,0.0,7.0,0.9409844570818141,0.0,0.0
best_of_n::ep14,0,4,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.45904962704353725,5.0,1.0,1.0,7.0,0.45904962704353725,0.06891602225333215,0.0
best_of_n::ep14,1,0,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.4645361501744073,3.0,2.0,0.0,6.0,0.4645361501744073,0.0,1.0
best_of_n::ep14,1,1,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.501754020292411,6.0,2.0,0.0,6.0,0.501754020292411,0.0,1.0
best_of_n::ep14,1,2,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.36345845875450966,4.0,2.0,0.0,6.0,0.36345845875450966,0.0,1.0
best_of_n::ep14,1,3,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.9409844570818141,5.0,2.0,0.0,6.0,0.9409844570818141,0.0,1.0
best_of_n::ep14,1,4,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.4466911125879779,6.0,2.0,1.0,6.0,0.4466911125879779,-0.012358514455559355,1.0
best_of_n::ep14,2,0,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.4645361501744073,4.0,3.0,0.0,5.0,0.4645361501744073,0.0,2.0
best_of_n::ep14,2,1,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.501754020292411,7.0,3.0,0.0,5.0,0.501754020292411,0.0,2.0
best_of_n::ep14,2,2,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.3527443117069405,5.0,3.0,1.0,5.0,0.3527443117069405,-0.010714147047569178,2.0
best_of_n::ep14,2,3,best_of_n,0,3,3,0,0.0,0.0,0,1,train,1.0,6.0,3.0,1.0,5.0,1.0,0.05901554291818589,2.0
best_of_n::ep14,2,4,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.4506298905581507,7.0,3.0,2.0,5.0,0.4506298905581507,0.003938777970172835,2.0
best_of_n::ep14,3,0,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.5315400980974084,5.0,4.0,1.0,4.0,0.5315400980974084,0.06700394792300113,3.0
best_of_n::ep14,3,1,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.501754020292411,8.0,4.0,0.0,4.0,0.501754020292411,0.0,3.0
best_of_n::ep14,3,2,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.27660537276081704,6.0,4.0,1.0,4.0,0.27660537276081704,-0.07613893894612345,3.0
best_of_n::ep14,3,3,best_of_n,0,3,3,0,0.0,0.0,0,1,train,1.0,7.0,4.0,2.0,4.0,1.0,0.0,3.0
best_of_n::ep14,3,4,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.36981195308559567,8.0,4.0,2.0,4.0,0.36981195308559567,-0.08081793747255506,3.0
best_of_n::ep14,4,0,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.7294425815968694,6.0,5.0,1.0,3.0,0.7294425815968694,0.19790248349946093,4.0
best_of_n::ep14,4,1,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.501754020292411,9.0,5.0,0.0,3.0,0.501754020292411,0.0,4.0
best_of_n::ep14,4,2,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.39984154583946535,7.0,5.0,2.0,3.0,0.39984154583946535,0.12323617307864831,4.0
best_of_n::ep14,4,3,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.9193853479531754,8.0,5.0,3.0,3.0,0.9193853479531754,-0.08061465204682461,4.0
best_of_n::ep14,4,4,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.3074148235675915,9.0,5.0,2.0,3.0,0.3074148235675915,-0.06239712951800419,4.0
best_of_n::ep14,5,0,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.764913889049317,7.0,6.0,1.0,2.0,0.764913889049317,0.03547130745244764,5.0
best_of_n::ep14,5,1,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.501754020292411,10.0,6.0,0.0,2.0,0.501754020292411,0.0,5.0
best_of_n::ep14,5,2,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.5700153980824821,8.0,6.0,2.0,2.0,0.5700153980824821,0.1701738522430168,5.0
best_of_n::ep14,5,3,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.8711418955700392,9.0,6.0,3.0,2.0,0.8711418955700392,-0.04824345238313621,5.0
best_of_n::ep14,5,4,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.25850752321256487,10.0,6.0,3.0,2.0,0.25850752321256487,-0.048907300355026606,5.0
best_of_n::ep14,6,0,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.6979449113741185,8.0,7.0,1.0,1.0,0.6979449113741185,-0.0669689776751985,6.0
best_of_n::ep14,6,1,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.5163592742834057,11.0,7.0,1.0,1.0,0.5163592742834057,0.01460525399099466,6.0
best_of_n::ep14,6,2,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.5621847979108928,9.0,7.0,3.0,1.0,0.5621847979108928,-0.00783060017158932,6.0
best_of_n::ep14,6,3,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.8392515284464701,10.0,7.0,3.0,1.0,0.8392515284464701,-0.031890367123569074,6.0
best_of_n::ep14,6,4,best_of_n,0,3,3,0,0.0,0.0,0,1,train,0.23671558478911792,11.0,7.0,3.0,1.0,0.23671558478911792,-0.021791938423446955,6.0
best_of_n::ep14,7,0,best_of_n,0,3,3,0,0.0,0.0,0,0,train,0.7192031728991279,9.0,8.0,1.0,0.0,0.7192031728991279,0.021258261525009425,7.0
best_of_n::ep14,7,1,best_of_n,0,3,3,0,0.0,0.0,0,0,train,0.4307180425544995,12.0,8.0,1.0,0.0,0.4307180425544995,-0.08564123172890614,7.0
best_of_n::ep14,7,2,best_of_n,0,3,3,0,0.0,0.0,0,0,train,0.49055424486499055,10.0,8.0,3.0,0.0,0.49055424486499055,-0.07163055304590227,7.0
best_of_n::ep14,7,3,best_of_n,0,3,3,0,0.0,0.0,0,0,train,0.9059195588687732,11.0,8.0,3.0,0.0,0.9059195588687732,0.06666803042230307,7.0
best_of_n::ep14,7,4,best_of_n,0,3,3,0,0.0,0.0,0,0,train,0.2911421566656218,12.0,8.0,3.0,0.0,0.2911421566656218,0.054426571876503904,7.0
best_of_n::ep15,0,0,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.6703285970708004,3.0,1.0,0.0,7.0,0.6703285970708004,0.0,0.0
best_of_n::ep15,0,1,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.6050818651443104,4.0,1.0,0.0,7.0,0.6050818651443104,0.0,0.0
best_of_n::ep15,0,2,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.41398806512440256,3.0,1.0,1.0,7.0,0.41398806512440256,0.19466346468182782,0.0
best_of_n::ep15,0,3,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.36066225209758307,5.0,1.0,0.0,7.0,0.36066225209758307,0.0,0.0
best_of_n::ep15,0,4,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.7133548075529625,2.0,1.0,0.0,7.0,0.7133548075529625,0.0,0.0
best_of_n::ep15,1,0,best_of_n,0,4,0,0,1.0,1.0,1,1,train,0.6703285970708004,4.0,2.0,0.0,6.0,0.6703285970708004,0.0,1.0
best_of_n::ep15,1,1,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.6050818651443104,5.0,2.0,0.0,6.0,0.6050818651443104,0.0,1.0
best_of_n::ep15,1,2,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.5685121997438243,4.0,2.0,1.0,6.0,0.5685121997438243,0.15452413461942172,1.0
best_of_n::ep15,1,3,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.36066225209758307,6.0,2.0,0.0,6.0,0.36066225209758307,0.0,1.0
best_of_n::ep15,1,4,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.7133548075529625,3.0,2.0,0.0,6.0,0.7133548075529625,0.0,1.0
best_of_n::ep15,2,0,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.8050239599624455,5.0,3.0,1.0,5.0,0.8050239599624455,0.13469536289164508,2.0
best_of_n::ep15,2,1,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.7040014107373551,6.0,3.0,1.0,5.0,0.7040014107373551,0.09891954559304472,2.0
best_of_n::ep15,2,2,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.5245775763083543,5.0,3.0,1.0,5.0,0.5245775763083543,-0.043934623435469944,2.0
best_of_n::ep15,2,3,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.36066225209758307,7.0,3.0,0.0,5.0,0.36066225209758307,0.0,2.0
best_of_n::ep15,2,4,best_of_n,0,0,4,1,0.0,-1.0,0,1,train,0.7400937209197331,4.0,3.0,1.0,5.0,0.7400937209197331,0.02673891336677059,2.0
best_of_n::ep15,3,0,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.8818332774480521,6.0,4.0,1.0,4.0,0.8818332774480521,0.0768093174856066,3.0
best_of_n::ep15,3,1,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.7132202328496062,7.0,4.0,2.0,4.0,0.7132202328496062,0.009218822112251113,3.0
best_of_n::ep15,3,2,best_of_n,0,0,2,1,0.0,-1.0,0,1,train,0.6989448184762517,6.0,4.0,2.0,4.0,0.6989448184762517,0.17436724216789734,3.0
best_of_n::ep15,3,3,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.36066225209758307,8.0,4.0,0.0,4.0,0.36066225209758307,0.0,3.0
best_of_n::ep15,3,4,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.8113008377919793,5.0,4.0,2.0,4.0,0.8113008377919793,0.07120711687224612,3.0
best_of_n::ep15,4,0,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.9199699389129585,7.0,5.0,1.0,3.0,0.9199699389129585,0.03813666146490646,4.0
best_of_n::ep15,4,1,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.8215238259437565,8.0,5.0,2.0,3.0,0.8215238259437565,0.10830359309415027,4.0
best_of_n::ep15,4,2,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.8832973147077336,7.0,5.0,3.0,3.0,0.8832973147077336,0.18435249623148198,4.0
best_of_n::ep15,4,3,best_of_n,0,0,0,1,1.0,0.0,0,1,train,0.29262193281111876,9.0,5.0,1.0,3.0,0.29262193281111876,-0.06804031928646431,4.0
best_of_n::ep15,4,4,best_of_n,0,0,4,1,0.0,-1.0,0,1,train,0.8749240652884371,6.0,5.0,2.0,3.0,0.8749240652884371,0.06362322749645788,4.0
best_of_n::ep15,5,0,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.908133580658871,8.0,6.0,1.0,2.0,0.908133580658871,-0.011836358254087576,5.0
best_of_n::ep15,5,1,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.7548371398540582,9.0,6.0,2.0,2.0,0.7548371398540582,-0.0666866860896983,5.0
best_of_n::ep15,5,2,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.8143412924042752,8.0,6.0,3.0,2.0,0.8143412924042752,-0.06895602230345843,5.0
best_of_n::ep15,5,3,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.2488339789599238,10.0,6.0,2.0,2.0,0.2488339789599238,-0.043787953851194966,5.0
best_of_n::ep15,5,4,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.9885778692374352,7.0,6.0,2.0,2.0,0.9885778692374352,0.11365380394899804,5.0
best_of_n::ep15,6,0,best_of_n,0,4,0,0,1.0,1.0,1,1,train,0.8964840069514887,9.0,7.0,1.0,1.0,0.8964840069514887,-0.011649573707382288,6.0
best_of_n::ep15,6,1,best_of_n,0,4,1,0,0.0,0.0,0,1,train,0.826527929358566,10.0,7.0,3.0,1.0,0.826527929358566,0.0716907895045078,6.0
best_of_n::ep15,6,2,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.7763066376973243,9.0,7.0,3.0,1.0,0.7763066376973243,-0.03803465470695089,6.0
best_of_n::ep15,6,3,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.43075946162872847,11.0,7.0,2.0,1.0,0.43075946162872847,0.18192548266880468,6.0
best_of_n::ep15,6,4,best_of_n,0,4,4,0,0.0,0.0,0,1,train,0.921624568879189,8.0,7.0,2.0,1.0,0.921624568879189,-0.0669533003582462,6.0
best_of_n::ep15,7,0,best_of_n,0,1,1,0,0.0,0.0,0,0,train,1.0,10.0,8.0,1.0,0.0,1.0,0.10351599304851133,7.0
best_of_n::ep15,7,1,best_of_n,0,1,1,0,0.0,0.0,0,0,train,1.0,11.0,8.0,3.0,0.0,1.0,0.173472070641434,7.0
best_of_n::ep15,7,2,best_of_n,0,1,1,0,0.0,0.0,0,0,train,0.8498143779473547,10.0,8.0,3.0,0.0,0.8498143779473547,0.07350774025003037,7.0
best_of_n::ep15,7,3,best_of_n,0,1,1,0,0.0,0.0,0,0,train,0.4831986589053917,12.0,8.0,2.0,0.0,0.4831986589053917,0.05243919727666324,7.0
best_of_n::ep15,7,4,best_of_n,0,1,1,0,0.0,0.0,0,0,train,1.0,9.0,8.0,2.0,0.0,1.0,0.07837543112081102,7.0
best_of_n::ep16,0,0,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.5316228044589111,2.0,1.0,1.0,7.0,0.5316228044589111,0.05291104185103601,0.0
best_of_n::ep16,0,1,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.3141124548700813,3.0,1.0,0.0,7.0,0.3141124548700813,0.0,0.0
best_of_n::ep16,0,2,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.050243337709561575,4.0,1.0,0.0,7.0,0.050243337709561575,0.0,0.0
best_of_n::ep16,0,3,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.20321725532639612,5.0,1.0,0.0,7.0,0.20321725532639612,0.0,0.0
best_of_n::ep16,0,4,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.6894453928959716,5.0,1.0,1.0,7.0,0.6894453928959716,-0.052417871133709326,0.0
best_of_n::ep16,1,0,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.595568406136553,3.0,2.0,1.0,6.0,0.595568406136553,0.06394560167764196,1.0
best_of_n::ep16,1,1,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.3141124548700813,4.0,2.0,0.0,6.0,0.3141124548700813,0.0,1.0
best_of_n::ep16,1,2,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.1862091055777608,5.0,2.0,1.0,6.0,0.1862091055777608,0.13596576786819922,1.0
best_of_n::ep16,1,3,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.20321725532639612,6.0,2.0,0.0,6.0,0.20321725532639612,0.0,1.0
best_of_n::ep16,1,4,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.6708040943292541,6.0,2.0,2.0,6.0,0.6708040943292541,-0.01864129856671748,1.0
best_of_n::ep16,2,0,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.5874073015485485,4.0,3.0,2.0,5.0,0.5874073015485485,-0.008161104588004564,2.0
best_of_n::ep16,2,1,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.3141124548700813,5.0,3.0,0.0,5.0,0.3141124548700813,0.0,2.0
best_of_n::ep16,2,2,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.08879122423351847,6.0,3.0,1.0,5.0,0.08879122423351847,-0.09741788134424233,2.0
best_of_n::ep16,2,3,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.17393795993018785,7.0,3.0,1.0,5.0,0.17393795993018785,-0.02927929539620827,2.0
best_of_n::ep16,2,4,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.8601951502861016,7.0,3.0,2.0,5.0,0.8601951502861016,0.18939105595684746,2.0
best_of_n::ep16,3,0,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.6354143199645971,5.0,4.0,2.0,4.0,0.6354143199645971,0.0480070184160486,3.0
best_of_n::ep16,3,1,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.3141124548700813,6.0,4.0,0.0,4.0,0.3141124548700813,0.0,3.0
best_of_n::ep16,3,2,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.21548124177793887,7.0,4.0,1.0,4.0,0.21548124177793887,0.12669001754442039,2.0
best_of_n::ep16,3,3,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.2840809289646864,8.0,4.0,1.0,4.0,0.2840809289646864,0.11014296903449855,3.0
best_of_n::ep16,3,4,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.9180158651659317,8.0,4.0,2.0,4.0,0.9180158651659317,0.05782071487983009,3.0
best_of_n::ep16,4,0,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.7555882126187544,6.0,5.0,3.0,3.0,0.7555882126187544,0.12017389265415734,4.0
best_of_n::ep16,4,1,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.3141124548700813,7.0,5.0,0.0,3.0,0.3141124548700813,0.0,4.0
best_of_n::ep16,4,2,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.23086757308993913,8.0,5.0,2.0,3.0,0.23086757308993913,0.015386331312000262,2.0
best_of_n::ep16,4,3,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.42423799402722673,9.0,5.0,1.0,3.0,0.42423799402722673,0.14015706506254033,4.0
best_of_n::ep16,4,4,best_of_n,1,4,4,0,0.0,0.0,0,1,train,1.0,9.0,5.0,3.0,3.0,1.0,0.0819841348340683,4.0
best_of_n::ep16,5,0,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.6935992576660508,7.0,6.0,4.0,2.0,0.6935992576660508,-0.06198895495270362,5.0
best_of_n::ep16,5,1,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.35253007551917515,8.0,6.0,1.0,2.0,0.35253007551917515,0.03841762064909382,5.0
best_of_n::ep16,5,2,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.18669071154812505,9.0,6.0,2.0,2.0,0.18669071154812505,-0.04417686154181408,2.0
best_of_n::ep16,5,3,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.3799220673418706,10.0,6.0,1.0,2.0,0.3799220673418706,-0.04431592668535611,5.0
best_of_n::ep16,5,4,best_of_n,1,4,4,0,0.0,0.0,0,1,train,1.0,10.0,6.0,3.0,2.0,1.0,0.0,5.0
best_of_n::ep16,6,0,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.6003494337235022,8.0,7.0,5.0,1.0,0.6003494337235022,-0.09324982394254855,6.0
best_of_n::ep16,6,1,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.4129920433500585,9.0,7.0,2.0,1.0,0.4129920433500585,0.06046196783088337,6.0
best_of_n::ep16,6,2,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.3203070696746825,10.0,7.0,2.0,1.0,0.3203070696746825,0.13361635812655742,2.0
best_of_n::ep16,6,3,best_of_n,1,4,4,0,0.0,0.0,0,1,train,0.3570845446203075,11.0,7.0,1.0,1.0,0.3570845446203075,-0.02283752272156314,6.0
best_of_n::ep16,6,4,best_of_n,1,4,4,0,0.0,0.0,0,1,train,1.0,11.0,7.0,4.0,1.0,1.0,0.0,6.0
