job_label,instance_id,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_r1_task3_exhaustive,17,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task3_exhaustive,47,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,63,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,67,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,75,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task3_exhaustive,127,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task3_exhaustive,131,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,191,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task3_exhaustive,201,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task3_exhaustive,229,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task3_exhaustive,233,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,257,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task3_exhaustive,265,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task3_exhaustive,277,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task3_exhaustive,293,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,313,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task3_exhaustive,333,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task3_exhaustive,341,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task3_exhaustive,345,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task3_exhaustive,353,ph2_c0,2,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task3_exhaustive,373,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,389,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task3_exhaustive,389,ph2_c0,2,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task3_exhaustive,393,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task3_exhaustive,413,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task3_exhaustive,417,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task3_exhaustive,445,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task3_exhaustive,461,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,465,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,473,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task3_exhaustive,501,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task3_exhaustive,505,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,521,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,525,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task3_exhaustive,539,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task3_exhaustive,545,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task3_exhaustive,565,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,573,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task3_exhaustive,577,ph1_c0,1,1,0,True,True,p2,p2,,1
