experiment_protocol_version,policy,policy_variant,implementation_source,implementation_commit,trace,trace_sha256,capacity,capacity_semantics,object_size_semantics,history_start,history_end,score_start,score_end,history_requests,scored_requests,hits,misses,miss_ratio,cache_warmup,model_training_mode,model_training_data,model_frozen_during_test,online_adaptation_during_test,hyperparameter_source,random_seed,future_information,runtime_seconds,status,failure_reason,protocol_id,objective,held_out_family,fold_id,model_hash,model_family,feature_schema_version,objective_definition_version,horizon,censoring_mode,training_families,validation_family,seed
reviewer_fairness_v1,supervision_objective_ablation_objective_pairwise,primary_controlled_window,native_pretrained_offline,n/a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,64,object_slots,unit,0,10000,10000,50000,10000,40000,26775,13225,0.330625,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (cloudphysics,metacdn,metakv,twemcache,wiki2018), validation family=citibike, held-out family=brightkite contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,64.6249,ok,,supervision_objective_ablation_v1,objective_pairwise,brightkite,cross_family_v1_brightkite,84fc1ae9776d781a154c6059dbf7a6dd813427edbec474cb54665272d91566b4,shared_weight_mlp_pairwise,evict_value_v1,v1,4,horizon_controlled_primary,cloudphysics;metacdn;metakv;twemcache;wiki2018,citibike,0
reviewer_fairness_v1,supervision_objective_ablation_objective_pairwise,primary_controlled_window,native_pretrained_offline,n/a,brightkite_50k,04c8cebb51742e7f192b6654e0e3029690a74b8ff494db771f0e132dc68d01de,128,object_slots,unit,0,10000,10000,50000,10000,40000,27603,12397,0.309925,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (cloudphysics,metacdn,metakv,twemcache,wiki2018), validation family=citibike, held-out family=brightkite contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,287.3033,ok,,supervision_objective_ablation_v1,objective_pairwise,brightkite,cross_family_v1_brightkite,84fc1ae9776d781a154c6059dbf7a6dd813427edbec474cb54665272d91566b4,shared_weight_mlp_pairwise,evict_value_v1,v1,4,horizon_controlled_primary,cloudphysics;metacdn;metakv;twemcache;wiki2018,citibike,0
reviewer_fairness_v1,supervision_objective_ablation_objective_eviction_loss,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,10000,50000,10000,40000,22642,17358,0.43395,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,31.8289,ok,,supervision_objective_ablation_v1,objective_eviction_loss,citibike,cross_family_v1_citibike,f3f7774d003f5241574f7edfaf402d5a7e4c1a756f0b3110a7ab8aee236be25a,hist_gb,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_eviction_loss,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,10000,50000,10000,40000,24266,15734,0.39335,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,86.6867,ok,,supervision_objective_ablation_v1,objective_eviction_loss,citibike,cross_family_v1_citibike,f3f7774d003f5241574f7edfaf402d5a7e4c1a756f0b3110a7ab8aee236be25a,hist_gb,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_eviction_loss,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,10000,50000,10000,40000,25783,14217,0.355425,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,368.2127,ok,,supervision_objective_ablation_v1,objective_eviction_loss,citibike,cross_family_v1_citibike,f3f7774d003f5241574f7edfaf402d5a7e4c1a756f0b3110a7ab8aee236be25a,hist_gb,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_next_arrival,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,10000,50000,10000,40000,23498,16502,0.41255,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,21.0507,ok,,supervision_objective_ablation_v1,objective_next_arrival,citibike,cross_family_v1_citibike,05f306f7c2b23d393b847f54203af0bccf7312aef822ff399cdd7b42730a2e1a,ridge,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_next_arrival,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,10000,50000,10000,40000,24305,15695,0.392375,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,77.1508,ok,,supervision_objective_ablation_v1,objective_next_arrival,citibike,cross_family_v1_citibike,05f306f7c2b23d393b847f54203af0bccf7312aef822ff399cdd7b42730a2e1a,ridge,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_next_arrival,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,10000,50000,10000,40000,25784,14216,0.3554,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,358.3861,ok,,supervision_objective_ablation_v1,objective_next_arrival,citibike,cross_family_v1_citibike,05f306f7c2b23d393b847f54203af0bccf7312aef822ff399cdd7b42730a2e1a,ridge,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_reuse_distance,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,10000,50000,10000,40000,23495,16505,0.412625,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,21.0415,ok,,supervision_objective_ablation_v1,objective_reuse_distance,citibike,cross_family_v1_citibike,52c69dc702b3846b6a2afaea0cb05036f6871ea56686bc2daa8fe8e41eef547b,ridge,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_reuse_distance,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,10000,50000,10000,40000,24307,15693,0.392325,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,78.8931,ok,,supervision_objective_ablation_v1,objective_reuse_distance,citibike,cross_family_v1_citibike,52c69dc702b3846b6a2afaea0cb05036f6871ea56686bc2daa8fe8e41eef547b,ridge,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_reuse_distance,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,10000,50000,10000,40000,25784,14216,0.3554,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,358.9392,ok,,supervision_objective_ablation_v1,objective_reuse_distance,citibike,cross_family_v1_citibike,52c69dc702b3846b6a2afaea0cb05036f6871ea56686bc2daa8fe8e41eef547b,ridge,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_pairwise,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,32,object_slots,unit,0,10000,10000,50000,10000,40000,23397,16603,0.415075,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,24.0388,ok,,supervision_objective_ablation_v1,objective_pairwise,citibike,cross_family_v1_citibike,a55e8d75b935de4061c854ba77eea3ba4964ad1ddd09627cb3634b3c6354cf2c,shared_weight_mlp_pairwise,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_pairwise,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,64,object_slots,unit,0,10000,10000,50000,10000,40000,24291,15709,0.392725,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,79.1931,ok,,supervision_objective_ablation_v1,objective_pairwise,citibike,cross_family_v1_citibike,a55e8d75b935de4061c854ba77eea3ba4964ad1ddd09627cb3634b3c6354cf2c,shared_weight_mlp_pairwise,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_pairwise,primary_controlled_window,native_pretrained_offline,n/a,citibike_202401_50k,1ddab59d9dd9cd32ced3bf7409a2e2432cc6453cd06a6837670babb7f5d77130,128,object_slots,unit,0,10000,10000,50000,10000,40000,25783,14217,0.355425,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,metacdn,metakv,twemcache,wiki2018), validation family=cloudphysics, held-out family=citibike contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,359.0554,ok,,supervision_objective_ablation_v1,objective_pairwise,citibike,cross_family_v1_citibike,a55e8d75b935de4061c854ba77eea3ba4964ad1ddd09627cb3634b3c6354cf2c,shared_weight_mlp_pairwise,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;metacdn;metakv;twemcache;wiki2018,cloudphysics,0
reviewer_fairness_v1,supervision_objective_ablation_objective_eviction_loss,primary_controlled_window,native_pretrained_offline,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,32,object_slots,unit,0,10000,10000,50000,10000,40000,260,39740,0.9935,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,159.3587,ok,,supervision_objective_ablation_v1,objective_eviction_loss,cloudphysics,cross_family_v1_cloudphysics,b3a9c7d7c2ad0af5bdd95fc78de60115feac52ed573fdd8f94eb9f27f490f66d,random_forest,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;citibike;metakv;twemcache;wiki2018,metacdn,0
reviewer_fairness_v1,supervision_objective_ablation_objective_eviction_loss,primary_controlled_window,native_pretrained_offline,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,64,object_slots,unit,0,10000,10000,50000,10000,40000,541,39459,0.986475,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,306.3982,ok,,supervision_objective_ablation_v1,objective_eviction_loss,cloudphysics,cross_family_v1_cloudphysics,b3a9c7d7c2ad0af5bdd95fc78de60115feac52ed573fdd8f94eb9f27f490f66d,random_forest,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;citibike;metakv;twemcache;wiki2018,metacdn,0
reviewer_fairness_v1,supervision_objective_ablation_objective_eviction_loss,primary_controlled_window,native_pretrained_offline,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,128,object_slots,unit,0,10000,10000,50000,10000,40000,1027,38973,0.974325,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,1026.7581,ok,,supervision_objective_ablation_v1,objective_eviction_loss,cloudphysics,cross_family_v1_cloudphysics,b3a9c7d7c2ad0af5bdd95fc78de60115feac52ed573fdd8f94eb9f27f490f66d,random_forest,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;citibike;metakv;twemcache;wiki2018,metacdn,0
reviewer_fairness_v1,supervision_objective_ablation_objective_next_arrival,primary_controlled_window,native_pretrained_offline,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,32,object_slots,unit,0,10000,10000,50000,10000,40000,1059,38941,0.973525,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,49.5389,ok,,supervision_objective_ablation_v1,objective_next_arrival,cloudphysics,cross_family_v1_cloudphysics,5080ca6b914484f06414edd3cd4e61b03f1c7a36828255f81565b0579670b2eb,ridge,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;citibike;metakv;twemcache;wiki2018,metacdn,0
reviewer_fairness_v1,supervision_objective_ablation_objective_next_arrival,primary_controlled_window,native_pretrained_offline,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,64,object_slots,unit,0,10000,10000,50000,10000,40000,1591,38409,0.960225,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,180.7094,ok,,supervision_objective_ablation_v1,objective_next_arrival,cloudphysics,cross_family_v1_cloudphysics,5080ca6b914484f06414edd3cd4e61b03f1c7a36828255f81565b0579670b2eb,ridge,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;citibike;metakv;twemcache;wiki2018,metacdn,0
reviewer_fairness_v1,supervision_objective_ablation_objective_next_arrival,primary_controlled_window,native_pretrained_offline,n/a,cloudphysics_alibaba_block_head_50k,fedb3d31ee3c1dd847d25f967392cdf0fdec1e9c1fbb6808772e281bc8d4fb57,128,object_slots,unit,0,10000,10000,50000,10000,40000,2170,37830,0.94575,"processes_[0,10000)_then_scores_[10000,50000)",offline_pretrained_frozen_cross_family,"5 training families (brightkite,citibike,metakv,twemcache,wiki2018), validation family=metacdn, held-out family=cloudphysics contributes ZERO rows",yes,no,frozen_supervision_objective_ablation_v1_grid,0,none,866.2581,ok,,supervision_objective_ablation_v1,objective_next_arrival,cloudphysics,cross_family_v1_cloudphysics,5080ca6b914484f06414edd3cd4e61b03f1c7a36828255f81565b0579670b2eb,ridge,evict_value_v1,v1,4,horizon_controlled_primary,brightkite;citibike;metakv;twemcache;wiki2018,metacdn,0
