job_label,instance_id,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_r1_task2_exhaustive,1,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,70,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task2_exhaustive,74,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,102,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task2_exhaustive,106,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,114,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task2_exhaustive,154,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,166,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task2_exhaustive,170,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task2_exhaustive,198,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task2_exhaustive,233,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task2_exhaustive,269,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task2_exhaustive,277,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task2_exhaustive,297,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,301,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,305,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,321,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,329,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task2_exhaustive,349,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task2_exhaustive,361,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,365,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,369,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task2_exhaustive,385,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,417,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task2_exhaustive,437,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task2_exhaustive,469,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,477,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task2_exhaustive,477,ph2_c0,2,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,481,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task2_exhaustive,489,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,497,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task2_exhaustive,497,ph2_c0,2,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task2_exhaustive,501,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task2_exhaustive,533,ph1_c0,1,1,0,True,True,p2,p2,,2
campaign_r1_task2_exhaustive,541,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,549,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,573,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,575,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task2_exhaustive,577,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task2_exhaustive,589,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,601,ph1_c0,1,1,0,True,True,p2,p2,,2
campaign_r1_task2_exhaustive,621,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,645,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,657,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,679,ph1_c0,1,1,0,True,True,p2,p2,,3
campaign_r1_task2_exhaustive,683,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,695,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,711,ph1_c0,1,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,715,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,719,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task2_exhaustive,719,ph2_c0,2,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,731,ph1_c0,1,1,0,True,True,p0,p0,,2
campaign_r1_task2_exhaustive,739,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task2_exhaustive,742,ph1_c0,1,1,0,True,True,p1,p1,,1
campaign_r1_task2_exhaustive,743,ph1_c0,1,1,0,True,True,p1,p1,,2
campaign_r1_task2_exhaustive,751,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task2_exhaustive,759,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task2_exhaustive,771,ph1_c0,1,1,0,True,True,p0,p0,,1
campaign_r1_task2_exhaustive,771,ph2_c0,2,1,0,True,True,p2,p2,,1000000000000
campaign_r1_task2_exhaustive,779,ph1_c0,1,1,0,True,True,p1,p1,,1000000000000
campaign_r1_task2_exhaustive,783,ph1_c0,1,1,0,True,True,p2,p2,,1
campaign_r1_task2_exhaustive,787,ph1_c0,1,1,0,True,True,p0,p0,,1000000000000
campaign_r1_task2_exhaustive,803,ph1_c0,1,1,0,True,True,p0,p0,,1
