decision_id,request_t,candidate_count,best_value,optimal_set_size,optimal_set_fraction,distinct_value_count,ordinary_margin,strict_distinct_margin,target_entropy_bits,target_spread,deterministic_choice,learned_choice,learned_choice_h4_optimal
brightkite_50k|cap=64|t=10000,10000,64,3.0,63,0.984375,2,0.0,1.0,0.11611507530476972,1.0,faa5b50717b198c973102b168761a5ea,ee6b8534a22411dd96da6f185082f76e,no
brightkite_50k|cap=64|t=10002,10002,64,2.0,63,0.984375,2,0.0,1.0,0.11611507530476972,1.0,7cb704c49fb111dd83a8003048c0801e,ee6b8534a22411dd96da6f185082f76e,no
brightkite_50k|cap=64|t=10003,10003,64,1.0,63,0.984375,2,0.0,1.0,0.11611507530476972,1.0,9ba7fddab03611ddab95003048c0801e,ee6b8534a22411dd96da6f185082f76e,no
brightkite_50k|cap=64|t=10004,10004,64,0.0,62,0.96875,2,0.0,1.0,0.20062232431271465,1.0,fad966dc9aca533903e16dded6151bd5,8fde23d6245c11debf73003048c0801e,no
brightkite_50k|cap=64|t=10009,10009,64,1.0,62,0.96875,2,0.0,1.0,0.20062232431271465,1.0,71d4227b3373bd865af890f5d4c50067,8fde23d6245c11debf73003048c0801e,no
brightkite_50k|cap=64|t=10013,10013,64,1.0,62,0.96875,2,0.0,1.0,0.20062232431271465,1.0,cb79da428cfd04917ec730b4409dc8943fcd07cd,8fde23d6245c11debf73003048c0801e,no
brightkite_50k|cap=64|t=10016,10016,64,3.0,63,0.984375,2,0.0,1.0,0.11611507530476972,1.0,8fde23d6245c11debf73003048c0801e,8fde23d6245c11debf73003048c0801e,yes
brightkite_50k|cap=64|t=10018,10018,64,4.0,64,1.0,1,0.0,,0.0,0.0,cdc68d9bb3460c0ef5adebc1d626a2c0,fcc78eb177a25cd0530ad1295a4d9de9,yes
brightkite_50k|cap=64|t=10019,10019,64,3.0,63,0.984375,2,0.0,1.0,0.11611507530476972,1.0,429264c8801ac80b0c60a145bf4c9f6f,fcc78eb177a25cd0530ad1295a4d9de9,yes
brightkite_50k|cap=64|t=10020,10020,64,3.0,63,0.984375,2,0.0,1.0,0.11611507530476972,1.0,7e56534bbf9209060daac8e579e3b18f,fcc78eb177a25cd0530ad1295a4d9de9,yes
brightkite_50k|cap=64|t=10021,10021,64,2.0,63,0.984375,2,0.0,1.0,0.11611507530476972,1.0,0a744850210b380f350f4347f4e546b2,fcc78eb177a25cd0530ad1295a4d9de9,yes
brightkite_50k|cap=64|t=10022,10022,64,2.0,62,0.96875,2,0.0,1.0,0.20062232431271465,1.0,f8b3faa4b44fa616b74e30916499c438,8fde23d6245c11debf73003048c0801e,no
brightkite_50k|cap=64|t=10024,10024,64,2.0,63,0.984375,2,0.0,1.0,0.11611507530476972,1.0,ba94cba636484ad65b893abf9a1d038e,8fde23d6245c11debf73003048c0801e,no
brightkite_50k|cap=64|t=10026,10026,64,1.0,62,0.96875,2,0.0,1.0,0.20062232431271465,1.0,137e9ef8a48a11dd8755003048c10834,8fde23d6245c11debf73003048c0801e,no
brightkite_50k|cap=64|t=10028,10028,64,2.0,62,0.96875,2,0.0,1.0,0.20062232431271465,1.0,0f1c42527c65122f4574b7bf44b73f7bb750e083,8fde23d6245c11debf73003048c0801e,no
brightkite_50k|cap=64|t=10031,10031,64,1.0,63,0.984375,2,0.0,1.0,0.11611507530476972,1.0,44a22ea8bde35cba2de58302dfafdc59,8fde23d6245c11debf73003048c0801e,yes
brightkite_50k|cap=64|t=10032,10032,64,0.0,63,0.984375,2,0.0,1.0,0.11611507530476972,1.0,429264c8801ac80b0c60a145bf4c9f6f,8fde23d6245c11debf73003048c0801e,yes
