job_label,instance_id,mode,ranking_mode,k,trace_len,trace,lemma,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_r1_task11_random,2,random,noisy,5,28,"p7,p7,p1,p3,p7,p1,p5,p7,p11,p1,p0,p3,p10,p0,p5,p5,p5,p5,p6,p5,p2,p3,p10,p4,p8,p3,p9,p8",lemma1_chain_monotone,ph1_c0,1,2,0,False,False,p7,"p11,p5,p7",,"1000000000000,1000000000000"
campaign_r1_task11_random,2,random,noisy,5,28,"p7,p7,p1,p3,p7,p1,p5,p7,p11,p1,p0,p3,p10,p0,p5,p5,p5,p5,p6,p5,p2,p3,p10,p4,p8,p3,p9,p8",lemma2_head_bound,ph1_c0,1,2,0,False,False,p7,"p11,p5,p7",,"1000000000000,1000000000000"
campaign_r1_task11_random,9,random,noisy,8,149,"p1,p1,p10,p10,p10,p1,p10,p1,p1,p1,p1,p11,p1,p9,p1,p10,p1,p2,p1,p1,p1,p1,p1,p1,p10,p5,p2,p1,p10,p2,p1,p2,p1,p1,p1,p12,p1,p2,p2,p1,p2,p1,p1,p2,p1,p1,p2,p1,p1,p1,p1,p12,p1,p12,p1,p1,p1,p1,p1,p12,p2,p1,p11,p2,p6,p11,p2,p0,p11,p1,p1,p1,p1,p1,p0,p12,p11,p11,p11,p1,p11,p1,p1,p1,p0,p17,p1,p1,p9,p1,p12,p9,p1,p5,p5,p15,p1,p5,p11,p9,p5,p1,p12,p11,p11,p5,p1,p3,p5,p9,p0,p0,p1,p9,p1,p5,p3,p3,p5,p9,p3,p5,p1,p5,p0,p0,p9,p9,p3,p0,p9,p8,p3,p0,p4,p9,p3,p4,p0,p0,p9,p8,p3,p9,p9,p9,p11,p0,p0",lemma1_chain_monotone,ph1_c0,1,2,0,False,False,p10,"p10,p5,p6,p9",,"1000000000000,1000000000000"
campaign_r1_task11_random,9,random,noisy,8,149,"p1,p1,p10,p10,p10,p1,p10,p1,p1,p1,p1,p11,p1,p9,p1,p10,p1,p2,p1,p1,p1,p1,p1,p1,p10,p5,p2,p1,p10,p2,p1,p2,p1,p1,p1,p12,p1,p2,p2,p1,p2,p1,p1,p2,p1,p1,p2,p1,p1,p1,p1,p12,p1,p12,p1,p1,p1,p1,p1,p12,p2,p1,p11,p2,p6,p11,p2,p0,p11,p1,p1,p1,p1,p1,p0,p12,p11,p11,p11,p1,p11,p1,p1,p1,p0,p17,p1,p1,p9,p1,p12,p9,p1,p5,p5,p15,p1,p5,p11,p9,p5,p1,p12,p11,p11,p5,p1,p3,p5,p9,p0,p0,p1,p9,p1,p5,p3,p3,p5,p9,p3,p5,p1,p5,p0,p0,p9,p9,p3,p0,p9,p8,p3,p0,p4,p9,p3,p4,p0,p0,p9,p8,p3,p9,p9,p9,p11,p0,p0",lemma2_head_bound,ph1_c0,1,2,0,False,False,p10,"p10,p5,p6,p9",,"1000000000000,1000000000000"
campaign_r1_task11_random,12,random,adv_bias,5,80,"p4,p1,p4,p4,p0,p5,p4,p4,p4,p2,p5,p3,p5,p4,p3,p0,p0,p4,p3,p4,p1,p1,p1,p1,p1,p4,p4,p1,p3,p1,p2,p2,p2,p1,p2,p4,p2,p2,p3,p2,p1,p2,p1,p3,p5,p0,p5,p5,p5,p3,p2,p2,p2,p2,p2,p2,p2,p3,p2,p3,p2,p2,p3,p2,p6,p0,p3,p5,p2,p3,p0,p0,p6,p3,p5,p0,p0,p2,p2,p3",lemma1_chain_monotone,ph3_c0,3,2,3,False,True,p3,"p1,p2,p3,p4","p1,p2,p4","3,1"
campaign_r1_task11_random,12,random,adv_bias,5,80,"p4,p1,p4,p4,p0,p5,p4,p4,p4,p2,p5,p3,p5,p4,p3,p0,p0,p4,p3,p4,p1,p1,p1,p1,p1,p4,p4,p1,p3,p1,p2,p2,p2,p1,p2,p4,p2,p2,p3,p2,p1,p2,p1,p3,p5,p0,p5,p5,p5,p3,p2,p2,p2,p2,p2,p2,p2,p3,p2,p3,p2,p2,p3,p2,p6,p0,p3,p5,p2,p3,p0,p0,p6,p3,p5,p0,p0,p2,p2,p3",lemma1_chain_monotone,ph3_c1,3,2,0,False,False,p4,"p1,p4",,"1000000000000,1000000000000"
campaign_r1_task11_random,12,random,adv_bias,5,80,"p4,p1,p4,p4,p0,p5,p4,p4,p4,p2,p5,p3,p5,p4,p3,p0,p0,p4,p3,p4,p1,p1,p1,p1,p1,p4,p4,p1,p3,p1,p2,p2,p2,p1,p2,p4,p2,p2,p3,p2,p1,p2,p1,p3,p5,p0,p5,p5,p5,p3,p2,p2,p2,p2,p2,p2,p2,p3,p2,p3,p2,p2,p3,p2,p6,p0,p3,p5,p2,p3,p0,p0,p6,p3,p5,p0,p0,p2,p2,p3",lemma2_head_bound,ph3_c1,3,2,0,False,False,p4,"p1,p4",,"1000000000000,1000000000000"
campaign_r1_task11_random,17,random,near_tie,4,24,"p8,p5,p8,p6,p3,p3,p5,p8,p5,p5,p4,p4,p4,p2,p0,p2,p4,p5,p2,p2,p4,p4,p2,p3",lemma1_chain_monotone,ph1_c0,1,2,0,False,False,p6,"p3,p5,p6",,"1000000000000,9"
campaign_r1_task11_random,17,random,near_tie,4,24,"p8,p5,p8,p6,p3,p3,p5,p8,p5,p5,p4,p4,p4,p2,p0,p2,p4,p5,p2,p2,p4,p4,p2,p3",lemma2_head_bound,ph1_c0,1,2,0,False,False,p6,"p3,p5,p6",,"1000000000000,9"
campaign_r1_task11_random,18,random,adv_bias,5,65,"p0,p0,p0,p2,p4,p3,p0,p3,p3,p0,p3,p7,p3,p3,p1,p3,p3,p3,p11,p0,p8,p8,p3,p2,p6,p5,p0,p2,p7,p6,p1,p8,p7,p0,p0,p7,p6,p0,p10,p2,p7,p6,p7,p1,p5,p0,p1,p6,p8,p8,p7,p1,p1,p1,p1,p1,p2,p1,p1,p2,p1,p1,p4,p7,p1",lemma1_chain_monotone,ph6_c1,6,2,0,False,False,p6,"p3,p5,p6,p8",,"1000000000000,1000000000000"
